id,cau_hoi,A,B,C,D,dap_an,giai_thich
11,I thought she was the right person for the position yet it turned put that she was quite useless.,Because I was expecting her to be competent I was shocked to see her perform rather badly.,I was mistaken about her suitability for the position since she proved rather incompetent.,Contrary to my initial impression she was not totally unsuitable for the position.,I was right in thinking that she was totally useless for the job.,B,"Dịch: Tôi đã nhầm lẫn về sự phù hợp của cô ấy (mistaken about suitability) vì cô ấy thể hiện sự vô dụng (incompetent)."
12,The substance is very toxic. Protective clothing must be worn at all times.,Since the substance is very toxic so protective clothing must be worn at all times.,So toxic is the substance that protective clothing must be worn at all times.,The substance is such toxic that protective clothing must be worn at all times.,The substance is too toxic to wear protective clothing at all times.,B,"Đảo ngữ với So: ""So + adj + be + S + that..."" (Cái gì đó quá... đến nỗi mà...)."
13,The film was not interesting. However he tried to watch the whole film.,In spite of the film uninteresting he tried to watch the whole film.,Uninteresting as the film was he tried to watch the whole film.,Despite of uninteresting film he tried to watch the whole film.,Uninteresting as was the film he tried to watch the whole film.,B,"Cấu trúc đảo ngữ nhượng bộ: ""Adj + as + S + be"" (Dù cho phim không hay...)."
14,"Although she was very old, she looked very grateful.",In spite of very old she looked very grateful.,Despite she was very old she looked very grateful.,Despite her old age she looked very grateful.,In spite her being old she looked very grateful.,C,"Cấu trúc: ""Despite + cụm danh từ/V-ing"". ""Her old age"" là cụm danh từ chính xác."
15,She gets up early to prepare breakfast so that her children can come to school on time.,Despite her getting up early to prepare breakfast her children cannot come to school on time.,Because she wanted her children to come to school on time she gets up early to prepare breakfast.,If she does not get up early to prepare breakfast her children will not come to school on time.,Unless she gets up early to prepare breakfast her children will not come to school on.,B,"Chuyển đổi từ mệnh đề chỉ mục đích (so that) sang mệnh đề chỉ nguyên nhân (Because)."
16,I whispered as I didn't want anybody to hear our conversation.,So as not to hear our conversation I whispered.,Since nobody wanted to hear our conversation I whispered.,Because I whispered nobody heard our conversation.,I lowered my voice in order that our conversation couldn't be heard.,D,"""Lowered my voice"" đồng nghĩa với ""whispered"". Cấu trúc ""in order that + mệnh đề"" chỉ mục đích."
17,"Though he tried hard, he didn't succeed.",However he tried hard he didn't succeed.,However hard he tried he didn't succeed.,However he didn't succeed hard he tried hard.,However he tried hard but he didn't succeed.,B,"Cấu trúc: ""However + adj/adv + S + V"" (Cho dù... thế nào đi chăng nữa)."
18,"Crazianna is a big country. Unfortunately, it has never received respect from its neighbours.",Though Crazianna is a big country it has never received respect from its neighbours.,Crazianna has never received respect from its neighbours because it is a big country.,It is Crazianna a big country that has never received respect from its neighbours.,Crazianna is such a big country that it has never received respect from its neighbours.,A,"Sử dụng ""Though"" để thay thế cho trạng từ ""Unfortunately"" nhằm nối hai câu tương phản."
19,"Slippery as the roads were, they managed to complete the race.",The roads were so slippery that they could hardly complete the race.,The roads were slippery but they managed to complete the race.,The roads were slippery so they could hardly complete the race.,The roads were so slippery; therefore they could hardly complete the race.,B,"""Adj + as + S + be"" chỉ sự nhượng bộ (Mặc dù...). Viết lại với ""but"" để giữ nguyên ý nghĩa tương phản."
20,They decided to go for a picnic though it was very cold.,Because it was very cold they decided to go for a picnic.,However cold it was they decided to go for a picnic.,If it had been cold they would not have gone for a picnic.,It was very cold so they decided to go for a picnic.,B,"Cấu trúc ""However + adj + S + be"" tương đương với ""though""."
21,Both Peter and Mary enjoy scientific expedition.,It is not Peter but Mary that enjoys scientific expedition.,Peter enjoys scientific expedition. Therefore does Mary.,However Peter enjoys scientific expedition and Mary does.,Peter enjoys scientific expedition and so does Mary.,D,"Sử dụng cấu trúc tán thành ""and so + trợ động từ + S"" để viết lại ý nghĩa của ""Both... and...""."
22,Seeing that he was angry she left the office.,She didn't want to make him angry so she left.,He wouldn't have been so angry if she hadn't been there.,He grew very angry when he saw her leaving the office.,She left the office when she saw how angry he was.,D,"Rút gọn mệnh đề trạng ngữ ""Seeing that..."" chuyển về mệnh đề thời gian với ""when""."
23,He felt very tired. He was determined to continue to climb up the mountain.,He felt so tired that he was determined to continue to climb up the mountain.,Feeling very tired he was determined to continue to climb up the mountain.,Tired as he might he was determined to continue to climb up the mountain.,As result of his tiredness he was determined to continue to climb up the mountain.,C,"Sử dụng cấu trúc nhượng bộ ""Adj + as + S + might"" (Mặc dù anh ấy có mệt thế nào)."
24,The weather was so dismal. They had to cancel the picnic immediately.,The weather was too dismal that the picnic was cancelled immediately.,The picnic would be cancelled immediately since the weather was dismal.,So dismal was the weather that they had to cancel the picnic immediately.,The weather was enough dismal for them to cancel the picnic immediately.,C,"Đảo ngữ với So: ""So + adj + be + S + that..."" để nhấn mạnh mức độ của thời tiết."
25,"The coffee was not strong, so it didn't keep us awake.",The coffee was not strong enough to keep us awake.,The coffee was very strong but it couldn't keep us awake.,We are kept awake because the coffee was strong.,The coffee was so hot that it didn't keep us awake.,A,"Sử dụng cấu trúc ""not + adj + enough + to V"" (không đủ... để làm gì) thay thế cho câu kết quả với ""so""."
