id,tu_vung,tu_loai,phien_am,nghia
30,Contradiction,n,/ˌkɒntrəˈdɪkʃn/,"sự mâu thuẫn, sự trái ngược"
31,Correlative,a,/kəˈrelətɪv/,"tương quan"
32,Demerit,n,/diːˈmerɪt/,"sự lầm lỗi"
33,Dilute,v,/daɪˈluːt/,"pha loãng"
34,Disorder,n,/dɪsˈɔːrdər/,"sự rối loạn"
35,Dolefully,adv,/ˈdəʊlfəli/,"một cách buồn rầu"
36,Electromagnetics,n,/ɪˌlektrəʊmæɡˈnetɪks/,"điện từ học"
37,Enchantment,n,/ɪnˈtʃɑːntmənt/,"sự say đắm, như có bùa mê"
38,Enervated,a,/ˈenəveɪt/,"kiệt sức, mòn mỏi"
39,Entomb,v,/ɪnˈtuːm/,"chôn vùi"
40,Evanescent,a,/ˌevəˈnesnt/,"nhanh mờ nhạt, ngắn ngủi"
41,Exacerbate,v,/ɪɡˈzæsəbeɪt/,"làm trầm trọng thêm"
42,Excavate,v,/ˈekskəveɪt/,"khai quật"
43,Extravagance,n,/ɪkˈstrævəɡəns/,"tính phung phí tiền bạc"
44,Felicity,n,/fəˈlɪsəti/,"hạnh phúc (lớn)"
45,Fidelity,n,/fɪˈdeləti/,"lòng trung thành"
46,Frugality,n,/fruˈɡæləti/,"tính căn cơ, cẩn thận trong chi tiêu"
47,Frugal,a,/ˈfruːɡl/,"căn cơ, cẩn thận trong chi tiêu"
48,Futility,n,/fjuːˈtɪləti/,"không có hiệu quả"
49,Gland,n,/glænd/,"tuyến (tuyến giáp, tuyến mồ hôi...)"
50,Graciously,adv,/ˈɡreɪʃəsli/,"một cách lịch sự, tử tế"
51,Haphazardly,adv,/hæpˈhæzədli/,"một cách bừa bãi, lung tung"
52,Heart-rending,a,/ˈhɑːt rendɪŋ/,"đau lòng, thương tâm"
53,Painstaking,a,/ˈpeɪnzteɪkɪŋ/,"chịu khó, cần cù"
54,Nerve-racking,a,/ˈnɜːv rækɪŋ/,"nan giải"
55,Hair-raising,a,/ˈheə reɪzɪŋ/,"đáng sợ"
56,Heterogeneous,a,/ˌhetərəˈdʒiːniəs/,"không đồng nhất, dị thể"
57,Homogeneous,a,/ˌhɒməˈdʒiːniəs/,"đồng nhất"
58,Inadvertently,adv,/ˌɪnədˈvɜːtntli/,"không có chủ ý"
59,Incongruously,adv,/ɪnˈkɒŋɡruəsli/,"không thích hợp, vô lý"
60,Incumbent,a,/ɪnˈkʌmbənt/,"là phận sự của"
61,Indubitably,adv,/ɪnˈdjuːbɪtəbli/,"một cách rõ rành rành"
62,Insidiously,adv,/ɪnˈsɪdiəsli/,"một cách âm thầm"
63,Jovially,adv,/ˈdʒəʊviəli/,"một cách vui vẻ, vui tính"
64,Malignant,a,/məˈlɪɡnənt/,"ác tính"
65,Mammary,a,/ˈmæməri/,"có vú"
66,Miscellaneous,a,/ˌmɪsəˈleɪniəs/,"pha tạp, hỗn tạp"
67,Misconstrue,v,/ˌmɪskənˈstruː/,"hiểu sai"
68,Misjudge,v,/ˌmɪsˈdʒʌdʒ/,"phán xét sai"
69,Mitosis,a,/maɪˈtəʊsɪs/,"sự phân bào có tơ"
70,Occlude,v,/əˈkluːd/,"bít lại"
71,Offset,v,/ˈɒfset/,"đền bù, bù đắp"
72,Optimization,n,/ˌɒptɪmaɪˈzeɪʃn/,"sự tối ưu hóa"
73,Oscillating,a,/ˈɒsɪleɪt/,"dao động"
74,Osmosis,n,/ɒzˈməʊsɪs/,"hiện tượng thẩm thấu"
75,Parsimony,n,/ˈpɑːsɪməni/,"tính keo kiệt, chi li, bủn xỉn"
76,Plague,n,/pleɪɡ/,"bệnh dịch"
77,Presupposition,n,/ˌpriːsʌpəˈzɪʃn/,"sự giả định, sự phỏng đoán"
78,Propagate,v,/ˈprɒpəɡeɪt/,"nhân giống cây"
79,Pseudointellectual,a,/ˈsuːdəʊˌɪntəˈlektʃuəl/,"giả danh trí thức"
80,Repercussion, n ,/ˌriːpəˈkʌʃən/ ,"sự tác động ngược trở lại"
81,Repressive, a ,/rɪˈpresɪv/ ,"thô bạo, hà khắc"
82,Prohibitive, a ,/prəˈhɪbətɪv/ ,"đắt đỏ"
83,Restrictive, a ,/rɪˈstrɪktɪv/ ,"hạn chế, giới hạn"
84,Exclusive, a ,/ɪkˈskluːsɪv/ ,"dành riêng cho, độc quyền"
85,Snow-blindness, n ,/ˈsnəʊ blaɪndnəs/ ,"sự bị lóa vì tuyết"
86,Soft-heartedly, adv ,/ˌsɒft ˈhɑːtɪdli/ ,"đa cảm, dễ mềm lòng"
87,Half-heartedly, adv ,/ˌhɑːf ˈhɑːtɪdli/ ,"không toàn tâm, không nhiệt tình"
88,Light-heartedly, adv ,/ˌlaɪt ˈhɑːtɪdli/ ,"vô tư, vui vẻ"
89,Whole-heartedly, adv ,/ˌhəʊlˈhɑːtɪdli/ ,"toàn tâm toàn ý"
90,Soothe, v ,/suːð/ ,"làm dịu đi"
91,Spasmodically, adv ,/spæzˈmɒdɪkli/ ,"một cách đột biến"
92,Speculate, v ,/ˈspekjuleɪt/ ,"tự biện, suy diễn"
93,Suspension, n ,/səˈspenʃn/ ,"sự đình chỉ, tạm ngưng"
94,Synchronize, v ,/ˈsɪŋkrənaɪz/ ,"đồng bộ hóa"
95,Tantalizingly, adv ,/ˈtæntəlaɪzɪŋli/ ,"một cách giày vò, đày đọa"
96,Ultramodern, a ,/ˈʌltrəˈmɒdn/ ,"cực kì hiện đại, cực kì tối tân"
97,Uncared-for, a ,/ʌnˈkerd fɔːr/ ,"không được chăm sóc"
98,Validity, n ,/vəˈlɪdəti/ ,"tính hiệu lực"
99,Vehemently, adv ,/ˈviːəməntli/ ,"một cách mãnh liệt, say đắm"
100,Vertebrate, a ,/ˈvɜːtɪbrət/ ,"có xương sống"
101,Vicinity, n ,/vəˈsɪnəti/ ,"vùng lân cận"
102,Washed-out, a ,/ˌwɒʃt ˈaʊt/ ,"bạc màu"
103,Zealously, adv ,/ˈzeləsli/ ,"một cách hăng hái"
