id,tu_vung,tu_loai,phien_am,nghia
63,Romanticize,v,/rəʊ'mæntɪsaɪz/,"lãng mạn hóa"
64,Romanticism,n,/rəʊ'mæntɪsɪzəm/,"chủ nghĩa lãng mạn"
65,Solitude,n,/'sɒlɪtʃu:d/,"nơi vắng vẻ, tĩnh mịch"
66,Solitary,a,/'sɒlɪtəri/,"cô độc, cô đơn"
67,Suggestion,n,/sə'dʒestʃən/,"sự đề nghị, đề xuất, gợi ý"
68,Suggest,v,/sə'dʒest/,"đề nghị, đề xuất, gợi ý"
69,Suggestive,a,/sə'dʒestɪv/,"có tính gợi ý, khêu gợi"
70,Terminal,n,/'tɜ:mɪnəl/,"giai đoạn cuối cùng"
71,Transaction,n,/træn'zækʃən/,"sự giao dịch"
72,Tremendous,a,/trɪ'mendəs/,"to lớn, ghê gớm, kinh khủng"
73,Well-trained,a,/wel treɪnd/,"được đào tạo tốt, bài bản"
74,Well-informed,a,/ˌwel ɪn'fɔ:md/,"thông thạo, có kiến thức"
75,Well-built,a,/wel bɪlt/,"cường tráng, vạm vỡ"
76,Well-intentioned,a,/ˌwel ɪn'tenʃənd/,"với ý tốt, thiện chí"
77,Workout,n,/'wɜ:kaʊt/,"bài tập thể dục"
78,Breakout,n,/'breɪkaʊt/,"sự bùng phát"
79,Tryout,n,/'traɪaʊt/,"kiểm tra thử"
80,Takeout,n,/'teɪkaʊt/,"đồ ăn ngoài"
