id,cau_hoi,A,B,C,D,dap_an,giai_thich
11,"Albert Einstein is _____ one of the greatest scientists ever, who had a major impact on the birth of modern quantum Physics.",haphazardly,begrudgingly,indubitably,jovially,C,"A. haphazardly /.haep'haezodli/ (adv): bừa bãi, lung tung | B. begrudgingly /bi'grAdgnjli/ (adv): ghen tị, thèm muốn | C. indubitably /in'd3u:bitobol/ (adv): không thể nghi ngờ, rõ ràng, chắc chắn | D. jovially /'dsouvioli/ (adv): một cách vui vẻ, vui tính. Tạm dịch: Albert Einstein chắc chắn là một trong những nhà khoa học vĩ đai nhất từ trước đến nay, người đã có tác động lớn đến sự ra đời của vật lí lưỡng tử hiện đại."
12,"It was _____ clear to me what they meant by their precautions. The opposite party must have been carrying out some experiments to produce a fatal toxic.",blatantly,tantalizingly,acutely,abundantly,D,"A. blatantly /ˈbleɪtəntli/ (a): rành rành, hiển nhiên | B. tantalizingly /ˈtæntəlaɪzɪŋli/ (adv): một cách giày vò, đày đọa, trêu ngươi | C. acutely /əˈkjuːtli/ (adv): sâu sắc | D. abundantly /əˈbʌndəntli/ (adv): hết sức, rất là. Tạm dịch: Tôi thấy hết sức rõ ràng rằng họ có ý với các biện pháp phòng ngừa. Đảng đối lập chắc chắn đang thực hiện các thí nghiệm để sản xuất ra chất độc gây chết người."
13,"Scientific happen across the globe each year as the world's top researchers _____ make innovative discoveries that alter life on the earth and change our perception of reality.",outbreaks,breakthroughs,break-ins,breakups,B,"A. outbreaks /ˈaʊtbreɪk/ (n): bùng nổ, cơn phun (núi lửa) | B. breakthroughs /ˈbreɪkθruːz/ (n): đột phá | C. break-ins /ˈbreɪk ɪnz/ (n): cuộc tấn công vào ngân hàng | D. breakups /ˈbreɪk ʌps/ (n): sự tan rã, sự chia tay. Tạm dịch: Những đột phá về khoa học diễn ra trên toàn thế giới hàng năm khi các nhà nghiên cứu hàng đầu thế giới tìm ra các phát hiện sáng tạo mới mẻ làm thay đổi cuộc sống trên Trái Đất và thay đổi nhận thức của chúng ta về thực tại."
14,"With new tools and analyses, researchers are helping to detect clandestine _____ nuclear weapons and keep deadly materials from going astray.",heart-rending,painstaking,nerve-racking,hair-raising,B,"A. heart-rending /ˈhɑːt rendɪŋ/ (a): đau lòng, não lòng | B. painstaking /ˈpeɪnzteɪkɪŋ/ (a): đòi hỏi tỉ mỉ, cẩn thận, chịu khó | C. nerve-racking /ˈnɜːv rækɪŋ/ (a): căng thẳng, nan giải | D. hair-raising /ˈheə reɪzɪŋ/ (a): dựng tóc gáy, sởn tóc gáy (câu chuyện). Tạm dịch: Với công cụ mới và những phân tích tỉ mỉ, các nhà nghiên cứu đang giúp phát hiện vũ khí hạt nhân bí mật và giữ cho vật liệu nguy hiểm khỏi bị trôi dạt."
15,"Antibiotics are a _____ scientific discovery. We wouldn't live nearly as long as we do without them.",lifespan,short-lived,life-changing,lifelong,C,"A. lifespan /ˈlaɪfspæn/ (n): tuổi thọ | B. short-lived /ˌʃɔːt ˈlɪvd/ (a): ngắn, mối quan hệ tồn tại trong một thời gian ngắn, tạm thời | C. life-changing /ˈlaɪf /tʃeɪndʒɪŋ/ (a): mang tính thay đổi cuộc sống | D. lifelong /ˈlaɪflɒŋ/ (a): suốt đời. Tạm dịch: Kháng sinh là một phát hiện khoa học thay đổi cuộc sống của chúng ta. Chúng ta sẽ gần như không thể sống được mà không có nó."
16,"He _____ subscribed to the ""theory"" that the Earth is flat and in the center of the solar system, which has been proved to be antiscientific for long time ago.",soft-heartedly,half-heartedly,light-heartedly,whole-heartedly,D,"A. soft-heartedly /ˌsɒft ˈhɑːtɪdli/ (adv): một cách tốt bụng, cảm thông | B. half-heartedly /ˌhɑːf ˈhɑːtɪdli/ (adv): một cách vô cảm, hời hợt | C. light-heartedly /ˌlaɪt ˈhɑːtɪdli/ (adv): một cách vô tư, hạnh phúc | D. whole-heartedly /ˌhəʊlˈhɑːtɪdli/ (adv): một cách toàn tâm toàn ý, hết lòng hết dạ. Tạm dịch: Anh ta hoàn toàn tán thành giả thuyết cho rằng Trái Đất phẳng và là trung tâm của hệ Mặt Trời cái mà đã được chứng minh là phản khoa học từ rất lâu."
17,"When the professor advanced his theory at a medical conference a couple of years ago, _____ everyone was skeptical about its validity. However, the latest research has _____ it _____",stood/for,borne/out,cleared/at,carried/out,B,"A. stand for: tượng trưng cho cái gì | B. borne (bear) st out: xác minh, xác nhận cái gì | C. clear st at: không tồn tại cụm động từ này | D. carry out: thực hiện, hoàn thành. Tạm dịch: Khi vị giáo sư đưa ra giả thuyết của ông tại một cuộc hội thảo y tế một vài năm trước đây, tất cả mọi người đã hoài nghi về giá trị pháp lý của nó. Tuy nhiên, một nghiên cứu mới đây nhất đã xác minh lại giả thuyết đó."
18,"The plan to produce eco-friendly synthetic products which can replace plastic _____ due to a lack of capital.",fell through,dropped off,dropped away,fell away,A,"A. fell through: (diễn ra) thất bại, hỏng | B. dropped off: giảm (về số lượng, chất lượng) | C. dropped away: trở nên dần dần ít, nhỏ hơn hoặc yếu hơn | D. fell away: bỏ, rời bỏ, rụng rời. Tạm dịch: Các kế hoạch để sản xuất một sản phẩm tổng hợp thân thiện với sinh thái mà có thể thay thế nhựa đã thất bại do thiếu vốn."
19,"It is a common knowledge that no one can function properly if he or she is _____ adequate _____ sleep.",taken away,deprived of,kicked out,stopped off,B,"A. taken away = remove: tháo bỏ | B. deprived of: lấy đi, tước đi | C. kicked out: đá ra, tống cổ ra khỏi (vị trí, công việc) | D. stopped off: sự đỗ lại, dừng lại thăm quan. Tạm dịch: Mọi người đều biết là không ai có thể hoạt động tốt nếu người đó không ngủ đủ."
20,"At the meeting someone _____ the idea that anti-carcinogenic food must be further examined as it still contains some dangerous unknown bacteria.",put away,put across,put about,put forward,D,"A. put away: sắp xếp (lại đồ vừa lấy đi về lại chỗ cũ) | D. put across: truyền đạt | C. put about: không tồn tại cụm động từ này | D. put forward: đưa ra, đề ra ( một ý kiến, ý tưởng,...). Tạm dịch: Tại cuộc họp ai đó đưa ra ý kiến cho rằng thực phẩm chống ung thư phải được kiểm tra sâu hơn nữa vì nó vẫn còn chứa một số vi khuẩn nguy hiểm chưa được biết đến."
21,"Regarding scientific aspects, the difference between your estimate and mine is just too small to mention. It makes no sense to _____ about it.",talk shop,brave the elements,chew the fat,split hairs,D,"A. talk shop: nói chuyện làm ăn | B. brave the elements: đi ra bên ngoài bất chấp thời tiết xấu | C. chew the fat: ngồi nói chuyện tầm phào cho đến hết giờ | D. split hairs: cãi nhau vì những chi tiết nhỏ nhặt (chẻ sợi tóc ra làm tư). Tạm dịch: về khía cạnh khoa học, sự khác biệt giữa ước tính của ông và của tôi chỉ là quá nhỏ để đề cập đến. Thật vô nghĩa khi tranh cãi về nó."
22,"I hope the chemistry course starts this term. We’re all as keen as _____ to learn about how chemical compounds are founded and their application in real life.",cornflakes,a cucumber,a gigolo,mustard,D,"As keen as mustard: hăng say, hớn hở, háo hức mong chờ. Tạm dịch: Tớ hy vọng khóa học hóa học sẽ bắt đầu vào kì học này. Tất cả chúng ta đều háo hức được học về cách hợp chất hóa học được cấu tạo như thế nào và các ứng dụng thực tiễn của chúng."
23,"My father refused to eat meat that had been fried. He had _____ in his bonnet about it causing cancer as he had read it on a science magazine.",a bee,a bug,an ant,a bull,A,Have a bee in one's bonnet about st: bị ám ảnh về cái gì đó. Tạm dịch: Cha tôi từ chối ăn thịt được chiên rán. Ông bị ám ảnh về việc điều đó sẽ gây ung thư sau khi đọc nó trên một tạp chí khoa học.
24,"People have long relied on the stars overhead to find way home when they lost _____ their _____ Nowadays, people use modern compasses to determine direction.",heart,marbles,bearings,rag,C,"Lost one's bearings: mất định hướng. Tạm dịch: Con người từ lâu đã dựa vào những ngôi sao trên cao để tìm đường về nhà khi họ bị mất định hướng. Ngày nay, người ta sử dụng la bàn hiện đại để xác định phương hướng."
25,"Using genetic _____ , an organism’s genes can be directly manipulated to create a new or productive species.",variation,amendment,adjustment,modification,D,"A. variation /ˌveəriˈeɪʃn/ (n): sự biến đổi | B. amendment /əˈmendmənt/ (n): sự sửa đổi | C. adjustment /əˈdʒʌstmənt/ (n): sự điều chỉnh, sự chỉnh lý | D. modification /ˌmɒdɪfɪˈkeɪʃn/ (n): sự thay đổi, sự biến thể. Cụm từ: genetic modification: kĩ thuật di truyền (gen). Tạm dịch: Sử dụng kĩ thuật di truyền, gen của một loài có thể được thao tác một cách trực tiếp để tạo ra những sinh vật mới hoặc hoàn thiện hơn."
26,"Ultra violet can have serious _____ on a person's physical conditions as it can deform structures of each cells within one's body.",deteriorations,reactions,repercussions,demerits,C,"A. deteriorations /dɪˌtɪəriəˈreɪʃn/ (n): sự làm hư hỏng, làm giảm giá trị | B. reactions /riˈækʃnz/ (n): sự phản tác dụng | C. repercussions /ˌriːpəˈkʌʃn/ (n): sự tác động trở lại; hậu quả | D. demerits /diːˈmerɪt/ (n): lỗi lầm, điều đáng trách. Tạm dịch: Tia cực tím có thể để lại hậu quả nghiêm trọng đến tình trạng thể chất của một người vì nó có thể làm biến dạng cấu trúc của mỗi tế bào trong cơ thể của một người."
27,"We can only of them. as to the causes of the diseases now that we cannot trace the origin",think,speculate,ponder,consider,B,"A. think /θɪŋk/ (v): nghĩ | B. speculate /ˈspekjuleɪt/ (v): suy xét, suy đoán, nghiên cứu | C. ponder /ˈpɒndər/ (v): suy nghĩ, cân nhắc (về một vấn đề) | D. consider /kənˈsɪdər/ (v): nghĩ, coi cái gì như một cái gì đó. Tạm dịch: Chúng tôi chỉ có thể suy đoán những nguyên nhân của bệnh bởi vì chúng tôi không thể truy nguyên nguồn gốc của chúng."
28,"Why do you have such a figures is bored stiff! with Mathematics. I think working with numbers and",preference,enchantment,fascination,desire,C,"A. preference /ˈprefrəns/ (n): sở thích, sự thích hơn | B. enchantment /ɪnˈtʃɑːntmənt/ (n): điều say mê, sự bỏ bùa | C. fascination /ˌfæsɪˈneɪʃn/ (n): niềm say mê, sự đam mê | D. desire /dɪˈzaɪər/ (n): khát khao. Tạm dịch: Tại sao bạn có một niềm đam mê với môn Toán như vậy nhỉ. Tớ nghĩ rằng làm việc với những con số và số liệu thì chán ngấy"
29,"In my opinion, animal testing is morally wrong and people should not be allowed to perform experiments _____ these non-human living creatures.",to,on,over,for,B,"Perform st on st: trình bày, khởi động, thực hiện cái gì trên cái gì. Tạm dịch: Theo tôi, thử nghiệm động vật là sai về mặt đạo đức và mọi người không nên được phép thực hiện thí nghiệm trên những sinh vật sống không phải con người."
30,"The telescope will photograph distant galaxies, _____ an attempt to fully understand _____ their location and formation.",on,with,in,under,C,"In an attempt = to try to do st: cố gắng làm gì. Tạm dịch: Kính thiên văn sẽ chụp ảnh thiên hà ở xa xôi, để cố gắng hiểu đầy đủ chính xác về vị trí và sự hình thành của chúng."
