id,cau_hoi,A,B,C,D,dap_an,giai_thich
20,"The problem for businesses is that the ___________ of the environment costs money, and businesses will always try to lower their costs if they can.",production,protection,destruction,deforestation,B,"A. production /prəˈdʌkʃn/ (n): sự sản xuất, sự chế tạo | B. protection /prəˈtekʃn/ (n): sự bảo vệ | C. destruction /dɪˈstrʌkʃn/ (n): sự phá hoại, phá hủy | D. deforestation /diːˌfɒrɪˈsteɪʃn/ (n): sự chặt phá rừng. Tạm dịch: Vấn đề đối với các doanh nghiệp là việc bảo vệ môi trường tốn kém khá nhiều tiền, và các doanh nghiệp sẽ luôn cố gắng để giảm chi phí của họ nếu họ có thể."
21,"Although government ___________ may try to catch them doing it, it can be very difficult to get proof that a particular business is responsible for an environmental problem.",suspicion,suspect,inspection,inspectors,D,"A. suspicion /səˈspɪʃn/ (n): sự nghi ngờ | B. suspect /səˈspekt/ (v): nghi ngờ | C. inspection /ɪnˈspekʃn/ (n): sự kiểm tra, sự thanh tra | D. inspectors /ɪnˈspektərz/ (n): người kiểm tra, thanh tra viên. Tạm dịch: Mặc dù thanh tra chính phủ có thể cố gắng bắt được họ đang làm việc đó, nhưng có thể rất khó khăn để có được bằng chứng cho thấy một doanh nghiệp cụ thể phải chịu trách nhiệm về một vấn đề môi trường."
22,"Global warming will ___________ make life harder, not easier, for most people.",probably,impossibly,unlikely,possibly,A,"A. probably /ˈprɒbəbli/ (adv): có khả năng, có lẽ, có thể | B. impossibly /ɪmˈpɒsəbli/ (adv): không thể | C. unlikely /ʌnˈlaɪkli/ (adv): không chắc xảy ra | D. possibly /ˈpɒsəbli/ (adv): có lẽ, có thể (không chắc). Tạm dịch: Sự nóng lên toàn cầu có lẽ sẽ làm cho cuộc sống khó khăn hơn, chứ không phải dễ dàng hơn, đối với hầu hết mọi người."
23,"Increased levels of carbon dioxide contribute to the greenhouse effect; as the result, the earth is ___________ up.",speeding,heating,cooling,slowing,B,"A. speeding /ˈspiːdɪŋ/ (v): tăng tốc | B. heating /ˈhiːtɪŋ/ (v): làm nóng, nóng lên | C. cooling /ˈkuːlɪŋ/ (v): làm mát | D. slowing /ˈsləʊɪŋ/ (v): làm chậm. Tạm dịch: Nồng độ CO2 tăng lên góp phần làm tăng hiệu ứng nhà kính khiến cho trái đất nóng lên."
24,"Running cars are sending smoke and ___________ into the atmosphere, causing the Earth to warm up and increase its average temperature.",smoke,smog,fumes,sewage,C,"A. smoke /sməʊk/ (n): khói | B. smog /smɒɡ/ (n): sương mù (hỗn hợp khí tạo thành màn sương bụi mù mịt) | C. fumes /fjuːmz/ (n): khí, khói (thải của các phương tiện) | D. sewage /ˈsuːɪdʒ/ (n): chất thải, nước cống. Tạm dịch: Việc ô tô đang xả khói vào bầu khí quyển khiến trái đất nóng lên và nhiệt độ trung bình tăng lên."
25,"To climate scientists, personal vehicles are a major ___________ of global warming.",cause,reason,origin,result,A,"A. cause /kɔːz/ (n): nguyên nhân | B. reason /ˈriːzən/ (n): lý do | C. origin /ˈɒrɪdʒɪn/ (n): nguồn gốc | D. result /rɪˈzʌlt/ (n): kết quả. Tạm dịch: Theo các nhà khoa học về khí hậu, các phương tiện cá nhân là nguyên nhân chính của sự nóng lên toàn cầu."
26,"In my opinion, the most serious effect of global warming is droughts because it is killing millions of ___________ on Earth.",creativity,creation,creatures,creative,C,"A. creativity /ˌkriːeɪˈtɪvəti/ (n): óc sáng tạo, tính sáng tạo | B. creation /kriˈeɪʃn/ (n): sự tạo thành, sự sáng tạo | C. creatures /ˈkriːtʃərz/ (n): sinh vật | D. creative /kriˈeɪtɪv/ (a): sáng tạo. Tạm dịch: Theo quan điểm của tôi, ảnh hưởng nghiêm trọng nhất của nóng lên toàn cầu là hạn hán vì nó đang giết chết hàng triệu sinh vật trên trái đất."
27,"As temperatures rise globally, droughts will become more frequent and more severe, with ___________ devastating consequences for agriculture, water supply.",potentially,possessively,imperatively,crucially,A,"A. potentially /pəˈtenʃəli/ (adv): rất có thể (xảy ra) | B. possessively /pəˈzesɪvli/ (adv): tỏ ý muốn có, sở hữu, chiếm hữu | C. imperatively /ɪmˈperətɪvli/ (adv): với vẻ sai khiến, với vẻ ra lệnh | D. crucially /ˈkruːʃəli/ (adv): quan trọng. Tạm dịch: Khi nhiệt độ tăng lên trên toàn cầu, hạn hán sẽ trở nên thường xuyên và trầm trọng hơn, với những hậu quả có sức tàn phá nặng nề đối với nông nghiệp và nguồn nước..."
28,"As far as I am concerned, forests are just the ___________ of the Earth. Trees clean the air, provide oxygen, cool streets and cities, conserve energy and save water.",lungs,hearts,brains,centers,A,"A. lungs /lʌŋz/ (n): phổi | B. hearts /hɑːts/ (n): trái tim | C. brains /breɪnz/ (n): não | D. centers /ˈsentərz/ (n): vùng trung tâm. Tạm dịch: Theo tôi, rừng là lá phổi của trái đất. Cây giúp làm sạch không khí, cung cấp oxy, làm cho đường phố và thành phố mát mẻ, tiết kiệm năng lượng và tiết kiệm nước."
29,"Global warming results in climate change and ___________ weather patterns such as heat waves, floods, droughts and storms, which can affect human lives.",catastrophe,catastrophic,disaster,phenomena,B,"A. catastrophe /kəˈtæstrəfi/ (n): thảm họa, tai ương | B. catastrophic /ˌkætəˈstrɒfɪk/ (a): thảm khốc, thê thảm | C. disaster /dɪˈzɑːstə(r)/ (n): tai họa, thảm họa | D. phenomena (n): số nhiều của phenomenon /fəˈnɒmɪnən/ (n): hiện tượng. Tạm dịch: Hậu quả của sự nóng lên toàn cầu dẫn đến sự thay đổi khí hậu và các kiểu thời tiết khắc nghiệt như sóng thần, lũ lụt, hạn hán và bão có thể ảnh hưởng đến cuộc sống của con người."
30,"Over the last ten years, there have been ___________ changes in Vietnam’s climate due to the rise in temperatures and sea level.",noticeable,unstoppable,unavoidable,foreseeable,A,"A. noticeable /ˈnəʊtɪsəbl/ (a): đáng chú ý, đáng kể | B. unstoppable /ʌnˈstɒpəbl/ (a): không thể dừng lại được | C. unavoidable /ˌʌnəˈvɔɪdəbl/ (a): không thể tránh khỏi | D. foreseeable /fɔːˈsiːəbl/ (a): thấy trước được, dự đoán được. Tạm dịch: Trong mười năm qua, khí hậu của Việt Nam đã có những thay đổi đáng kể do sự tăng nhiệt độ và mực nước biển dâng."
