id,cau_hoi,A,B,C,D,dap_an,giai_thich
11,"Some people argue that it is _____ justifiableto hold national events and festivals because of advantages they bring to our country.",entirely,intriguingly,desperately,substantially,A,"A. entirely /ɪnˈtaɪəli/ (adv): hoàn toàn, trọn vẹn | B. intriguingly /ɪnˈtriːɡɪŋli/ (adv): hấp dẫn, kích thích, tò mò | C. desperately /ˈdespərətli/ (adv): liều lĩnh, liều mạng | D. substantially /səbˈstænʃəli/ (adv): về thực chất, căn bản. Tạm dịch: Một số người tranh luận rằng việc tổ chức các sự kiện và lễ hội của quốc gia là hoàn toàn chính đáng vì những lợi ích mà chúng mang lại cho đất nước chúng ta."
12,"A few people argue that the special events need to be celebrated _____ , as it happens only a few times in a lifetime.",nicely,grandly,expressively,tremendously,B,"A. nicely /ˈnaɪsli/ (adv): thú vị, dễ chịu, xinh | B. grandly /ˈɡrændli/ (adv): đàng hoàng, long trọng, đâu ra đấy | C. expressively /ɪkˈspresɪvli/ (adv): truyền cảm | D. tremendously /trəˈmendəsli/ (adv): ghê gớm, khủng khiếp, rất lớn. Tạm dịch: Một số ý kiến cho rằng các sự kiện đặc biệt cần được tổ chức một cách long trọng vì nó chỉ xảy ra một vài lần trong đời."
13,"_____ festivals and events can offer a host of economic and social benefits to communities.",Well-known,Well-organized,High-spirited,Strong-willed,B,"A. well-known /ˌwel ˈnəʊn/ (a): nổi tiếng Giaoandethitienganh.info | B. well-organized / ˌwel ˈɔːɡənaɪzd / (a): được tổ chức tốt | C. high-spirited /ˌhaɪ ˈspɪrɪtɪd/ (a): dũng cảm, can đảm | D. strong-willed /ˌstrɒŋ ˈwɪld/ (a): cứng cỏi, kiên quyết. Tạm dịch: Các lễ hội và sự kiện được tổ chức tốt có thế mang lại nhiều lợi ích kinh tế và xã hội cho cộng đồng."
14,"While it is tempting to realise the _____ increasein productivity and savings that might result from abolishing public holidays, the overall cost greatly outweighs the gains.",long-lasting,old-fashioned,short-term,quick-witted,C,"A. long-lasting /ˌlɒŋ ˈlɑːstɪŋ/ (a): bền lâu | B. old-fashioned /ˌəʊld ˈfæʃnd/ (a): lỗi thời | C. short-term /ˌʃɔːt ˈtɜːm/ (a): ngắn hạn | D. quick-witted /ˌkwɪk ˈwɪtɪd/ (a): nhanh trí. Tạm dịch: Mặc dù thật hấp dẫn khi nhận ra sự gia tăng ngắn hạn về năng suất và tiết kiệm có thể xảy ra nhờ việc bãi bỏ các ngày lễ, nhưng tổng chi phí đó lại vượt xa lợi nhuận."
15,"A place with music and dancing, with parties at night, is called a _____",nightlife,nightmare,night-blindness,nightclub,D,"A. nightlife /ˈnaɪtlaɪf/ (n): cuộc sống về đêm | B. nightmare /ˈnaɪtmer/ (n): cơn ác mộng | C. night-blindness /ˈnaɪt /ˈblaɪndnəs/ / (n): quáng gà | D. nightclub /ˈnaɪtklʌb/ (n): câu lạc bộ khiêu vũ, giải trí vào ban đêm, hộp đêm. Tạm dịch: Một nơi có âm nhạc và khiêu vũ, với những bữa tiệc vào ban đêm, được gọi là hộp đêm."
16,"The Panorama is a rather _____ hotel in a black street near the city center.",run-down,ill-equipped,broken-down,worn-out,A,"A. run-down /rʌn ˈdaʊn / (a): kiệt sức, trong tình trạng tồi tàn, đổ nát | B. ill-equipped /ˌɪl ɪˈkwɪpt/ (a): trang bị kém, thiếu cơ sở vật chất | C. broken-down /ˌbrəʊkən ˈdaʊn/ (a): hỏng hóc | D. worn-out /ˌwɔːn ˈaʊt/ (a): hao mòn, mệt lử. Tạm dịch: Một nơi có âm nhạc và khiêu vũ, với những bữa tiệc vào ban đêm, được gọi là hộp đêm"
17,"It is advisable that the government should _____ anti-social behaviours in relation to drug and alcohol misuse at festivals.",look down on,pin down,crack down on,drop off   Giaoandethitienganh.info,C,"A. look down on: coi thường | B. pin down: bao vây | C. crack down on: đàn áp thẳng tay, áp dụng kỷ luật nghiêm khắc | D. drop off: thiu thiu ngủ. Tạm dịch: Việc chính phủ thẳng tay đàn áp các hành vi chống lại xã hội liên quan đến lạm dụng ma túy và rượu tại các lễ hội là chính đáng."
18,"The noise from the unruly fans celebrating their team's victory didn't until early in _____ Giaoandethitienganh.info _____ the _____ morning.",shut off,give away,let up,fall over,C,"C. shut off: khóa, tắt, ngắt | B. give away: vô ý tiết lộ bí mật, cho miễn phí | C. let up: làm dịu đi, tạnh, ngưng hẳn, giảm bớt | D. fall over: ngã lộn nhào, bị đổ. Tạm dịch: Tiếng ồn từ những người hâm mộ cuồng nhiệt đang ăn mừng chiến thắng của đội họ đã không ngưng hẳn cho đến sáng sớm."
19,"We've received permission to _____ the music festival in spite of opposition from local residents.",carry away with,cope with,get down to,go ahead with,D,"A. carry away with: bị lôi cuốn, say mê với | B. cope with: đối phó, đương đầu với | C. get down to: bắt đầu làm gì một cách nghiêm túc | D. go ahead with: tiến hành làm gì. Tạm dịch: Chúng tôi đã nhận được sự cho phép để tiến hành lễ hội âm nhạc bất chấp sự phản đối của người dân địa phương. Giaoandethitienganh.info"
20,"You shouldn't have sent John that Valentine's card. I think you've scared him _____",back,down,off,through,C,Cấu trúc: scare sb off: làm cho ai đó sợ/lo lắng. Tạm dịch: Bạn đáng lẽ ra không nên gửi cho John tấm thiệp Valentine đó. Tôi nghĩ bạn đã làm anh ấy sợ.
21,"Holding a warm-up activity was good for me _____ I gained a lot of valuable experience.",as far as,in that,as for,in terms of,B,"A. as far as: theo như | B. in that: bởi vì | C. as for: về phần | D. in terms of: về phần, về phía, xét về mặt. Tạm dịch: Tổ chức một hoạt động khởi động là tốt cho tôi, bởi vì tôi đã thu được rất nhiều kinh nghiệm quý giá."
22,"_____ is on 14 February when you give a valentine card to someone you have, or would like to have, a romantic relationship with.",Mother’s Day,Thanksgiving,Independence Day,Valentine’s Day,D,A. Mother's Day: ngày của Mẹ | B. Thanksgiving: lễ Tạ ơn | C. Independence Day: Quốc khánh | D. Valentine's Day: lễ Tình nhân. Tạm dịch: Lễ Tình nhân diễn ra vào ngày 14 tháng 2 khi bạn tặng thiệp Valentine cho người mà bạn có hoặc muốn có một mối quan hệ lãng mạn.
23,"Because of lack of financial support, we managed to organize this festival _____",at stake,on a shoestring,in a nutshell,under siege,B,"A. at stake: bị đe dọa | B. on a shoestring: dùng rất ít tiền | C. in a nutshell: một cách tóm tắt, tóm gọn lại | D. under siege: dưới sự bao vây, vây hãm, tấn công, công kích. Tạm dịch: Vì thiếu sự hỗ trợ tài chính, chúng tôi đã tổ chức lễ hội này với chi phí rất ít."
24,"The party was already _____ dancing happily together. by the time we arrived. Everyone was singing and",in full swing,up in the air,over the moon,under a cloud,A,"A. in full swing: hoạt động ở mức độ cao nhất/sôi nổi nhất | B. up in the air: không chắc chắn, không đáng tin cậy, không rõ ràng | C. over the moon: rất vui sướng | D. under a cloud: lâm vào hoàn cảnh buồn, bị thất thế. Tạm dịch: Bữa tiệc đã diễn ra rất sôi động khi chúng tôi đến. Mọi người cùng hát và nhảy múa vui vẻ."
25,"A list of _____ events will be posted on the noticeboard.",far-reaching,forthcoming,approaching,inevitable,B,"A. far-reaching /ˌfɑː ˈriːtʃɪŋ/ (a): có ảnh hưởng sâu rộng | B. forthcoming /ˌfɔːθˈkʌmɪŋ/ (a): sắp tới, sắp đến | C. approaching /əˈprəʊtʃ/ (V-ing): đến, tới | D. inevitable /ɪnˈevɪtəbl/ (a): không thể tránh được, quen thuộc. Tạm dịch: Một danh sách các sự kiện sắp tới sẽ được đăng trên bảng thông báo."
26,"The competition he set up for young musicians is another _____ of his life-long support for the arts.",exposition,manifestation,token,exhibition,B,"A. exposition /ˌekspəˈzɪʃn/ (n): sự phơi bày | B. manifestation /ˌmænɪfeˈsteɪʃn/ (n): sự biểu lộ, biểu thị (là đại diện thay cho 1 điều gì đó) | C. token /ˈtəʊkən/ (n): dấu hiệu, biểu hiện (là ví dụ của 1 điều gì đó) | D. exhibition /ˌeksɪˈbɪʃn/ (n): sự trưng bày, cuộc triển lãm. Tạm dịch: Cuộc thi mà anh ấy mở ra cho các nhạc sĩ trẻ là một biểu hiện khác của sự ủng hộ trọn đời của anh ấy cho nghệ thuật."
27,"The project to organize International Firework Festival was cancelled while it was still in its _____",beginning,launch,commencement,infancy,D,"A. beginning /bɪˈɡɪnɪŋ/ (n): phần đầu | B. launch /lɔːntʃ/ (n/v): hạ thủy, khai trương | C. commencement /kəˈmensmənt/ (n): sự khởi đầu Giaoandethitienganh.info | D. infancy /ˈɪnfənsi/ (n): tuổi thơ ấu, lúc còn trứng nước (mới có dấu hiệu). Tạm dịch: Dự án tổ chức Lễ hội pháo hoa quốc tế đã bị hủy bỏ khi nó vẫn còn ở giai đoạn sơ khai."
28,"Some of the world's richest environments were bruised by the tourist _____ and their most distinctive wildlife was driven to near-extinction. Moreover, wider environmental impacts might have been caused by the fuel-hungry transport systems.",assault,invasion,onslaught,attack,C,"A. assault /əˈsɔːlt/ (n): cuộc tấn công, đột kích (có yếu tố súng đạn) | B. invasion /ɪnˈveɪʒn/ (n): sự xâm lược, xâm chiếm, xâm phạm | C. onslaught /ˈɒnslɔːt/ (n): sự công kích, tấn công dữ dội | D. attack /əˈtæk/ (n/v): tấn công, công kích. Tạm dịch: Một vài môi trường giàu có nhất của thế giới đã bị tàn phá bởi sự tấn công dữ dội của khách du lịch và đời sống của các động vật hoang dã đặc biệt nhất bị đẩy đến mức gần tuyệt chủng. Ngoài ra, với các ảnh hưởng về môi trường lớn hơn có thể xảy ra do hệ thống giao thông thiếu nhiên liệu vận hành."
29,"In some cultures, people often wear jewelry to ward _____ evil spirits.",for,against,off,from,C,"Cấu trúc: ward off something: tránh, né, xua đuổi cái gì. Tạm dịch: Trong một số nền văn hóa, mọi người thường đeo đồ trang sức để xua đuổi/tránh tà ma."
30,"Festival can be a great way to boost the economy of a country, so a great number of indigenous _____ Giaoandethitienganh.info _____ people wouldn't have to be _____ a great dilemma to eke out a living on a regular _____ Giaoandethitienganh.info _____ basis.",under,on,of,in,D,"Cấu trúc: in a great dilemma: trong tình trạng cực kỳ khó xử. Tạm dịch: Lễ hội có thể là một cách tuyệt vời để thúc đẩy nền kinh tế của một quốc gia, vì vậy một số lượng lớn người dân bản địa sẽ không phải lo chật vật để kiếm đủ sống nữa."
