id,cau_hoi,A,B,C,D,dap_an,giai_thich
11,"High intelligent machines can be automated to operate without human _____.",intervene,intervening,intervention,interventionist,C,"A. intervene /,ɪntə'vi:n/ (v): xen vào, can thiệp | B. intervening /ˌɪntəˈviːnɪŋ/ (adj): giữa, trung gian | C. intervention /ˌɪntəˈvenʃn/ (n): sự can thiệp, sự xen vào | D. interventionist /ˌɪntəˈvenʃənɪst/ (v): người can thiệp. Tạm dịch: Máy móc thông minh cao có thể được tự động để hoạt động mà không cần đến sự can thiệp của con người."
12,"According to futurist Ray Kurzweil human _____ will be unavoidably transformed in the year 2045 by an event that he call The Singularity.",civics,civilization,cavils,civilians,B,"A. civics /'sɪvɪks/ (v): ngành nghiên cứu quyền và nghĩa vụ của công dân | B. civilization /ˌsɪvəlaɪˈzeɪʃən/ (n): nền văn minh | C. cavil /'kævəlz/ (v): cãi bướng, cãi vặt | D. civilians /sɪ'vɪljən/ (n): dân thường. Tạm dịch: Theo như những người theo thuyết vị lai Ray Kurzweil, nền văn minh của loài người sẽ không thể tránh khỏi bị biến đổi vào năm 2045 bởi một sự kiện mà ông gọi là The Singularity."
13,"One of the popular _____ used in smartphones at present is voice recognition.",applicant,applicable,applications,apply,C,"A. applicant /'æplɪkənt/ (n): người nộp đơn xin việc | B. applicable /ə'plɪkəbəl/ (a): có thể dùng, áp dụng được | C. applications/,æplɪ'keɪʃənz/ (n): sự ứng dụng | D. apply /ə'plaɪ/ (v): đặt, phết, áp dụng. Tạm dịch: Một trong những ứng dụng phổ biến được sử dụng trong điện thoại thông minh hiện nay là nhận dạng giọng nói."
14,"Due to advances in computer vision, artificial intelligence and cloud _____, robots are now capable of performing advanced tasks and operating in challenging environments.",computation,computing,computer,computerize,B,"A. computation /ˌkɒmpjuˈteɪʃn/ (n): sự tính toán, ước tính | B. computing /kəmˈpjuːtɪŋ/ (n): tin học, sự sử dụng máy tính | C. computer /kəmˈpjuːtər/ (n): máy tính | D. computerize /kəmˈpjuːtəraɪz/ (v): lưu trữ thông tin trong máy tính. Cấu trúc: cloud computing: điện toán đám mây. Tạm dịch: Nhờ những tiến bộ trong trí tuệ nhân tạo và điện toán đám mây, robot hiện có khả năng thực hiên các nhiệm vụ tiên tiến và hoat động trong môi trường có tính thách thức."
15,"Most scientists believe that the day when robots become a part of our lives will come _____.",from time to time,more or less,sooner or later,later than never,C,"A. from time to time: thi thoảng, đôi khi | B. more or less: nhiều hay ít | C. sooner or later: sớm hay muộn | D. later than never: muộn còn hơn không. Tạm dịch: Hầu hết các nhà khoa học tin rằng ngày mà robot trở thành một phần trong cuộc sống của chúng ta sẽ đến không sớm thì muộn."
16,"_____ will be one of the core drivers creating the next wave of technology.",Robotics,Robot,Robotic,Robots,A,"A. Robotics /rəʊˈbɒtɪks/ (n): ngành khoa học chế tạo robot | B. Robot /'rəʊˈbɒt/ (n): robot, người máy | C. Robotic / rəʊˈbɒtɪk/ (a): cứng nhắc, máy móc như người máy | D. Robots /'rəʊˈbɒts/ (n): người máy (số nhiều). Tạm dịch: Ngành khoa học chế tạo robot sẽ là một trong những động lực cốt lõi tạo ra làn sóng công nghệ tiếp theo."
17,"FM is a method of _____ signals, especially in radio broadcasting.",transacting,transferring,transmitting,translating,C,"A. transact /træn'zæk/ (v): làm, thực hiện, giải quyết, giao dịch | B. transfer /træns'fɜ:r/ (v): dời, dọn, chuyển | C. transmit /trænz'mɪt/ (v): truyền, phát tín hiệu | D. translate /trænz'leɪt/ (v): phiên dịch. Tạm dịch: FM là một phương thức truyền tín hiệu, đặc biệt là trong phát thanh."
18,"Researchers have _____ to the conclusion that your personality is affected by your genes.",arrived,come,got,reached,B,"A. arrive /ə'raɪv/ (v): đến, tới | B. come /kʌm/ (v): đi đến, đi tới | C. get /get/ (v): được, có được, kiếm được | D. reach /ri:tʃ/ (v): với lấy. Cấu trúc: come to the conclusion: đi đến kết luận. Tạm dịch: Các nhà nghiên cứu đã đi đến kết luận rằng tính cách của bạn bị ảnh hưởng bởi gen của bạn."
19,"It is likely that artificial intelligence might decide to _____ an end to humanity simply because it surpasses human intelligence.",come,make,put,take,C,"Cấu trúc: put an end to something: chấm dứt, kết thúc cái gì. Tạm dịch: Có khả năng trí thông minh nhân tạo sẽ xóa sổ loài người đơn giản chỉ vì nó vượt qua trí tuệ con người."
20,"Robots are also used in all _____ applications outside of manufacturing including warehousing, healthcare, agriculture, construction, security and public safety.",navigation,commercial,diplomacy,medicine,B,"A. navigation /,naevi'geijền/ (n): ngành hàng hải, lái tàu | B. commercial /ka'm3ijal/ (n): thương mại | C. diplomacy /dl'plaomasi/ (n): ngành ngoại giao | D. medicine /'medisan/ (n): thuốc/ ngành y. Tạm dịch: Robot cũng được sử dụng trong tất cả các ứng dụng thương mại ngoài sản xuất bao gồm kho bãi, y tế, nông nghiệp, xây dựng, an ninh và an toàn công cộng."
21,"Aerial, ground and marine robots are used in intelligence surveillance and reconnaissance (ISR) applications, bomb disposable and cargo _____.",transports,transportation,traffic,transmission,B,"A. transport /ˈtrænspɔːt/ (n): phương tiện giao thông | B. transportation /ˌtrænspɔːˈteɪʃn/ (n): sự vận tải, chuyên chở | C. traffic /ˈtræfɪk/ (n): sự đi lại, giao thông | D. transmission /trænzˈmɪʃn/ (n): sự truyền, chuyển giao. Tạm dịch: Robot trên không, trên mặt đất và trên biển được sử dụng trong các ứng dụng trinh sát tình báo (ISR), bom dùng một lần và vận chuyển hàng hóa."
22,"_____ vehicle traffic control systems for air, sea and ground will be an important element to widespread adoption of robotics that function without human supervision.",Man-made,Mannered,Unmanned,Manned,C,"A. Man-made /ˌmænˈmeɪd/ (a): nhân tạo | B. Mannered /ˈmænəd/ (a): kiểu cách, cầu kỳ | C. Unmanned /ˌʌnˈmænd/ (a): không người lái | D. Manned /mænd/ (a): có người lái. Tạm dịch: Hệ thống kiếm soát giao thông không người lái trong không trung, dưới biển và trên mặt đất sẽ là yếu tố quan trọng để áp dụng rộng rãi các robot có chức năng mà không có sự giám sát của con người."
23,"Similar _____ systems should also be in place for marine and ground based vehicles.",guiding,searching,investigating,tracking,D,"A. guiding /ˈɡaɪdɪŋ/ (v): hướng dẫn | B. searching /ˈsɜːtʃɪŋ/ (v): tìm kiếm, lục soát, khám xét | C. investigating /ɪnˈvestɪɡeɪtɪŋ/ (v): khám phá, kiểm tra | D. tracking /'trækɪŋ/ (v): theo dõi. Tạm dịch: Các hệ thống theo dõi tương tự cũng nên được áp dụng cho các phương tiện trên biển và trên mặt đất."
24,"Artificial intelligence (AI) in healthcare is the use of algorithms and software to approximate human _____ in the analysis of complex medical data.",recognition,cognition,recondition,contrition,B,"A. recognition /ˌrekəɡˈnɪʃn/ (n): sự công nhận, sự thừa nhận | B. cognition /kɒɡˈnɪʃn/ (n): nhận thức | C. recondition /ˌriːkənˈdɪʃn/ (v): tu sửa, tu bổ, phục hòi (sức khỏe) | D. contrition /kənˈtrɪʃn/ (n): sự ăn năn, hối lỗi. Tạm dịch: Trí tuệ nhân tạo (AI) trong chăm sóc sức khỏe là việc sử dụng các thuật toán và phần mềm để ước tính nhận thức của con người trong việc phân tích dữ liệu y tế tế phức tạp."
25,"Discussions about Artificial Intelligence (AI) have _____ into the public eye over the past year, with several luminaries speaking publicly about the threat of AI to the future of humanity.",jumped,come,leaped,rushed,A,"A. jump /dʒʌmp/ (v): nhảy | B. come /kʌm/ (v): đi đến | C. leap/li:p/ (v): nhảy qua, lao vào | D. rush/rʌʃ/ (v): vội vàng, xông lên. Cấu trúc: jump into something: đột nhiên nhảy vào/xía vào cái gì, quyết định làm gì mà không suy nghĩ kĩ. Tạm dịch: Các cuộc thảo luận về Trí tuệ nhân tạo (AI) đã được công khai rộng rãi trong năm qua, thông qua tuyên bố của một số danh nhân về mối đe dọa của AI đối với tương lai nhân loại."
26,"Globally, the results show that a large _____ of people in the surveys have a positive attitude towards the idea of having intelligent service robots as small ""domestic machines"".",proportion,number,amount,scale,B,"A. proportion /prəˈpɔːʃn/ (n): sự cân đối, cân xứng | B. number /'nʌmbər/ (n): số đếm | C. amount /əˈmaʊnt/ (n): số lượng | D. scale /skeɪl/ (n): cái cân. Cấu trúc: a large number of N (đếm được số nhiều) + V (số nhiều): một lượng lớn cái gì. Tạm dịch: Trên toàn cầu, kết quả cho thây một số lượng lớn người trong các cuộc khảo sát có thái độ tích cực đối với ý tưởng có robot dịch vụ thông minh là ""cỗ máy nội trợ"" nhỏ."
27,"These machines can be used to control and do mainly difficult and _____ household chores such as cleaning, ironing, and cooking.",repeated,reparative,receptive,repetitive,D,"A. repeat /rɪ'pi:t/ (a): nhắc lại, lặp lại | B. reparative /ri'pærətiv/ (a): có tính đền bù, bồi thường | C. receptive /rɪ'septɪv/ (a): dễ tiếp thu, lĩnh hội | D. repetitive /rɪ'petətɪv/ (a): có đặc trưng lặp đi lặp lại. Tạm dịch: Những máy này có thể được sử dụng để kiểm soát và làm các công việc gia đình chủ yếu khó khăn và lặp đi lặp lại như dọn dẹp, ủi quần áo và nấu ăn."
28,"Robots may be equipped _____ the equivalent of human senses such as vision, touch, and the ability to sense temperature.",by,of,with,for,C,"Cấu trúc: equip (somebody) with st: cung cấp/trang bị (cho ai) cái gì. Tạm dịch: Robot có thể được trang bị tương đương với các giác quan của con người như thị giác, xúc giác và khả năng cảm nhận nhiệt độ."
29,"Researchers at the Institute for New Generation Computer Technology in Tokyo have used PROLOG as the _____ for sophisticated logic programming languages.",basis,ground,formation,root,A,"A. basis /‘beɪsɪs/ (n): nền tảng, cơ sở | B. ground /ɡraʊnd/ (n): mặt đất, nền | C. formation /fɔːˈmeɪʃn/ (n): sự hình thành, thành lập | D. root /ruːt/ (n): rễ, nguồn gốc. Tạm dịch: Các nhà nghiên cứu tại Viện Công nghệ máy tính thế hệ mới ở Tokyo đã sử dụng Prolog làm cơ sở cho các ngôn ngữ lập trình logic tinh vi."
30,"The ability to reason logically is an important aspect of intelligence and has always been a major focus _____ AI research.",on,about,of,at,C,"Cấu trúc: Focus of something: tiêu điểm, trọng tâm của cái gì Focus on something: tập trung vào cái gì. Tạm dịch: Khả năng suy luận logic là một khía cạnh quan trọng của trí thông minh và luôn là trọng tâm chính của nghiên cứu AI."
