id,cau_hoi,A,B,C,D,dap_an,giai_thich
18,"I like the cover ___________ of these songs more than the originals.",songs,lyrics,rhythm,versions,D,"A. song (n): bài hát | B. lyrics (n): lời bài hát | C. rhythm (n): giai điệu | D. version /'vɜ:ʃən/ (n): bản dịch, bản thay đổi. Tạm dịch: Tôi thích những bản hát lại của những bài hát này hơn là cái bản gốc."
19,"The movie “Schindler’s List” was ___________ on the novel “Schindler’s Ark” written by the Australian writer Thomas Keneally.",based,depended,played,performed,A,"A. base /beɪs/ (v): dựa vào | B. depend (v): phụ thuộc | C. play (v): chơi | D. perform (v): trình bày. Tạm dịch: Bộ phim “Schindler’s List” dựa trên tiểu thuyết “Schindler’s Ark”."
20,"Vietnamese ___________ music is extremely diverse, including Quan Ho, Dan Ca, Ca Tru, Chau Van and others.",country,folk,traditional,gospel,B,"A. country (n): quốc gia | B. folk /fəʊk/ (n): dân gian | C. traditional (a): truyền thống | D. gospel (n): sách phúc âm. Tạm dịch: Âm nhạc dân gian Việt Nam rất đa dạng, bao gồm Quan Họ, Dân Ca, Ca Trù, Chầu Văn..."
21,"___________ is modern music which is popular with young people.",folk music,pop music,classical music,jazz,B,"A. folk music (n): âm nhạc dân gian | B. pop music /ˌpɒp 'mju:zɪk/ (n): nhạc pop | C. classical music (n): nhạc cổ điển | D. jazz (n): nhạc jazz. Tạm dịch: Nhạc pop là một thể loại nhạc hiện đại, rất phổ biến với giới trẻ."
22,"After many weeks, his solo album ___________ a profound influence on the youth all over the country.",remains,maintains,becomes,persuades,A,"A. remain /rɪ'meɪn/ (v): vẫn còn | B. maintain (v): duy trì | C. become (v): trở thành | D. persuade (v): thuyết phục. Tạm dịch: Sau nhiều tuần, album đơn của cô ấy vẫn giữ được ảnh hưởng đối với giới trẻ."
23,"There are two things that make human different ___________ all other animals. They are music and language.",of,with,from,about,C,"Cấu trúc: different from: khác với. Tạm dịch: Có hai điều khiến con người khác với tất cả các loài động vật khác là âm nhạc và ngôn ngữ."
24,"They had a global ___________ hit with their album concept about “The dark side of the Moon”.",top,song,smash,popular,C,"A. top (n): đỉnh | B. song (n): bài hát | C. smash /smæʃ/ (n): sự thành công bất ngờ | D. popular (a): phổ biến. Tạm dịch: Họ đã tạo nên một cú hích trên toàn cầu với album “The dark side of the Moon”."
25,"The “Marching song” was adopted as the national ___________ of Viet Nam in 1945.",anthem,song,flag,identity,A,"A. anthem /'ænθəm/ (n): bài hát quốc ca. Cấu trúc: national anthem: quốc ca. Tạm dịch: Bài hát “Tiến quân ca” đã được công nhận là bài quốc ca của nước Việt Nam vào năm 1945."
26,"The teacher criticized him with a ___________ expression on his face.",pleased,happy,mournful,solemn,D,"A. pleased (a): vui vẻ | B. happy (a): vui vẻ | C. mournful (a): buồn | D. solemn /'sɒləm/ (a): nghiêm nghị, nghiêm khắc. Tạm dịch: Giáo viên đang la mắng anh ấy với một vẻ mặt rất nghiêm nghị."
27,"Music in general and pop music in particular makes people ___________.",excite,exciting,excited,excitement,C,"A. excite (v): háo hức | B. exciting (a): kích thích | C. excited /ɪk'saɪtɪd/ (a): phấn khích | D. excitement (n): sự hào hứng. Tạm dịch: Âm nhạc nói chung và nhạc pop nói riêng khiến con người cảm thấy phấn khích."
28,"Chopin was considered to be one of the greatest Romantic piano ___________ of the 19th century.",playwrights,writers,composers,poets,C,"A. playwright (n): nhà soạn kịch | B. writer (n): tác giả | C. composer /kəm'pəʊzər/ (n): nhà soạn nhạc | D. poet (n): nhà thơ. Tạm dịch: Chopin được xem là một trong những nhà soạn nhạc piano vĩ đại nhất trong thế kỉ 19."
29,"Folk music lulls babies to sleep and adds ___________ to the atmosphere of a festival.",sadness,joyfulness,disappointment,happy,B,"A. sadness /'sædnəs/ (n): nỗi buồn | B. joyfulness /'dʒɔɪfəlnəs/ (n): niềm vui | C. disappointment (n): sự thất vọng | D. happy (a): vui vẻ. Tạm dịch: Âm nhạc dân gian giúp ru em bé ngủ và tăng thêm sự vui tươi vào không khí ở các lễ hội."
30,"This concert marks nine years since the death of Trinh Cong Son, a prominent ___________ of modern Vietnamese music.",comedian,actor,contributor,figure,D,"A. comedian (n): diễn viên hài | B. actor (n): diễn viên | C. contributor (n): người đóng góp | D. figure /'fɪɡər/ (n): nhân vật. Tạm dịch: Buổi hòa nhạc này đã đánh dấu cột mốc 9 năm kể từ khi cố nhạc sĩ Trịnh Công Sơn, một nhân vật hàng đầu của nền âm nhạc Việt Nam hiện đại, qua đời."
