id,cau_hoi,A,B,C,D,dap_an,giai_thich
16,"Everyone can help the needy by making a ___________ to a charity organization.",donate,donation,donor,donating,B,"B. donation /dəʊˈneɪʃn/ (n): vật tặng, khoản tặng. Cấu trúc: make a donation: quyên góp. Tạm dịch: Mọi người có thể giúp đỡ người nghèo bằng cách quyên góp cho tổ chức từ thiện."
17,"___________ believe that some of the happiest people in the world are those who help to bring happiness to others.",Voluntary,Voluntarily,Volunteer,Volunteers,D,"D. Volunteers (n-số nhiều). Căn cứ vào động từ 'believe' ở dạng số nhiều nên cần danh từ số nhiều làm chủ ngữ. Tạm dịch: Các tình nguyện viên cho rằng giúp đỡ người khác đem lại niềm vui."
18,"During summer holidays, university students are willing to take part in providing education for children in remote and ___________ areas.",mountain,mountainous,mountaineer,mountaineering,B,"B. mountainous /ˈmaʊntənəs/ (a): có nhiều núi, rộng lớn. Căn cứ vào danh từ 'areas' cần một tính từ đứng trước. Tạm dịch: Sinh viên sẵn lòng dạy học cho trẻ em vùng sâu vùng xa."
19,"The lottery winner was willing to spend a considerable sum of money to ___________ charity to help those in need.",give away,give in,give back,give up,A,"A. give away: cho đi mà không cần nhận lại, tặng. Tạm dịch: Người trúng số sẵn lòng dành một khoản tiền đáng kể tặng cho các hội từ thiện."
20,"The volunteer team ___________ students with various visual, hearing, physical and cognitive impairments every two months to give them both financial and spiritual support.",call back,call off,call on,call out,C,"C. call on (sb): ghé thăm. Tạm dịch: Cứ hai tháng một lần, nhóm tình nguyện lại ghé thăm những học sinh khuyết tật để hỗ trợ tài chính và tinh thần."
21,"If one wants to take part in volunteer organizations such as Green Summer Camp, Green Saturday Movement, Blood Donor..., he/she will have to ___________ an application form.",fill in,find out,log on,send off,A,"A. fill in: điền vào. Tạm dịch: Nếu muốn tham gia các tổ chức tình nguyện, anh/cô ấy phải điền vào mẫu đơn xin gia nhập."
22,"After the visit to that special school, we ___________ friends with some students with reading disabilities.",acquainted,had,made,realized,C,"Cấu trúc: make friend: kết bạn. Tạm dịch: Sau chuyến thăm ngôi trường đặc biệt đó, chúng tôi đã kết bạn với một số học sinh mắc chứng khó đọc."
23,"Elderly housebound patients are often those most in ___________ of pharmacy services.",case,need,time,trouble,B,"B. need /niːd/ (n): nhu cầu. Cấu trúc: In need of st: cần cái gì. Tạm dịch: Bệnh nhân cao tuổi tại nhà thường là những người cần dịch vụ thuốc men nhất."
24,"The Youth Union in our school has decided to launch a/an ___________ to raise funds for local charities.",activity,announcement,campaign,decision,C,"C. campaign /kæmˈpeɪn/ (n): chiến dịch. Cấu trúc: Launch a campaign: phát động chiến dịch. Tạm dịch: Đoàn thanh niên đã phát động chiến dịch gây quỹ từ thiện."
25,"ASL (American Sign Language), a language that is expressed through the hands and face and is perceived through the eyes, is every useful for the ___________.",blind,mentally disabled,dumb,mentally retarded,C,"C. dumb /dʌm/ (a): câm. Tạm dịch: Ngôn ngữ ký hiệu Mỹ (ASL) rất hữu ích cho những người bị câm."
26,"___________ children get sick four times as often as children in permanent homes and also suffer from anxiety and depression at a higher rate than stably housed children.",Ill-educated,Homeless,Homely,Weak,B,"B. Homeless /ˈhəʊmləs/ (a): vô gia cư. Tạm dịch: Trẻ em vô gia cư thường bị ốm nhiều gấp 4 lần so với trẻ em có nhà cửa ổn định."
27,"Talented students with a disability should be helped to become independent, ___________ in the society and achieve success at school.",contribute,integrate,involve,socialize,C,"C. involve /ɪnˈvɒlv/ (v): tham gia. Cấu trúc: involve in: tham gia vào. Tạm dịch: Học sinh khuyết tật tài năng nên được giúp đỡ để hòa nhập xã hội và thành công tại trường."
28,"Many people who took part in the fight ___________ illiteracy considered it an honorable job to help others.",against,back,for,with,A,"Cấu trúc: Fight against: đấu tranh chống lại. Tạm dịch: Nhiều người tham gia cuộc đấu tranh chống nạn mù chữ xem đây là công việc vinh quang."
29,"Recently, a gang of enterprising New Zealanders has introduced an incredible scheme to raise awareness of ___________ and mental health issues.",stagnation,depression,disappointment,irritation,B,"B. depression /dɪˈpreʃn/ (n): bệnh trầm cảm. Tạm dịch: Nhóm người New Zealand đã đưa ra kế hoạch nâng cao nhận thức về bệnh trầm cảm và sức khỏe tâm thần."
30,"Joining a hand in helping your community helps you gain experience ___________ many fields such as education, social work and health care.",in,out,during,into,A,"Cấu trúc: Gain experience in st: có được kinh nghiệm trong lĩnh vực gì. Tạm dịch: Giúp đỡ cộng đồng giúp bạn có thêm kinh nghiệm trong giáo dục, công tác xã hội."
