id,cau_hoi,A,B,C,D,dap_an,giai_thich
12,"That's a _____ , isn't it? I think I saw it about a fortnight ago.",repeat,second,copy,return,A,A. repeat /rɪˈpiːt/ (n): sự lặp lại | B. second/'sekənd/ (n): thứ hai | C. copy /ˈkɒpi/ (v): sao chép | D. return /rɪˈtɜːn/ (v): trở lại. Tạm dịch: Nó phát lại có đúng không? Tôi nghĩ là tôi đã xem nó hai tuần trước rồi.
13,"They've spent a lot of money on _____ and they're beginning to see the results.",advertise,advertising,advertisement,advertised,B,A. advertise /ədˈvɜːtaɪz/ (v): quảng cáo | B. advertising /ˈædvətaɪzɪŋ/ (n): hoạt động quảng cáo | C. advertisement /ədˈvɜːtɪsmənt/ (n): tờ quảng cáo | D. advertised /ədˈvɜːtaɪzd/ (v-ed): quảng cáo. Tạm dịch: Họ đã dành rất nhiều tiền cho việc quảng cáo và họ đang bắt đầu thấy được kết quả rồi.
14,"Although the first printed books had appeared long before in China, the term ""mass media"" we use today was _____ with the creation of print media, which started in Europe in the Middle Ages.",developed,covered,coined,separated,C,"A. developed /dɪ'veləpt/ (v-ed): phát triển | B. covered /ˈkʌvəd/ (v-ed): bao phủ | C. coined /kɔɪn/ (v-ed): đặt ra, tạo ra | D. separated /ˈsepəreɪtɪd/ (v-ed): chia tách. Tạm dịch: Mặc dù những cuốn sách in đầu tiên đã xuất hiện từ lâu ở Trung Quốc, thuật ngữ ""phương tiện truyền thông đại chúng"" mà chúng ta sử dụng ngày nay được đặt ra với việc tạo ra phương tiện in ấn, bắt đầu ở châu Âu vào thời trung cổ."
15,"Since the mid-twentieth century new technologies have been developed, which helped to diversify mass media and make them an _____ part of our lives.",inseparable,inexpensive,intentional,separable,A,"A. inseparable /ɪnˈseprəbəl/ (a): không thể tách rời, không thể thiếu | B. inexpensive /ˌɪnɪkˈspensɪv/ (a): không đắt, rẻ | C. intentional /ɪnˈtenʃənl/ (a): cố ý | D. separable /'sepərəbəl/ (a): tách biệt. Tạm dịch: Giữa thế kỉ 20 những công nghệ mới bắt đấu phát triển đã giúp làm đa dạng thêm phương tiện truyền thông đại chúng và khiến chúng trở thành một phần không thể thiếu trong cuộc sống của chúng ta."
16,"The role of the mass media is not only to entertain and amuse the but also to provide information and news about events in different parts of the world as they occur.",massive,masses,public,crowd,B,A. massive /ˈmæsɪv/ (a): to lớn | B. masses /'mæsɪz/ (n): đa số | C. public/'pʌblɪk/ (a): công cộng | D. crowd /kraʊd/ (n): đám đông. Cụm từ: The masses (quần chúng nhân dân). Tạm dịch: Vai trò của phương tiện truyền thông đại chúng không chỉ là giải trí và mua vui cho quần chúng nhân dân mà còn cung cấp thông tin và tin tức về những sự kiện ở nhiều nơi khác nhau trên thế giới khi chúng xảy ra.
17,"The _____ involves TV, radio and even electronic forms of communication such as the Internet.",telecommunication,mass,network,press,B,"A. telecommunication /ˌtelikəˌmjuːnɪˈkeɪʃn/ (n): viễn thông | B. mass /mæs/ (n): truyền thông đại chúng | C. network /ˈnetwɜːk/ (n): mạng lưới | D. press /pres/ (n): báo chi. Tạm dịch: Phương tiện truyền thông đại chúng bao gồm vô tuyến, máy thu thanh và thậm chí cả những phương tiện điện tử của giao tiếp như Internet."
18,"There’s a(n) _____ in the paper about the Reality Television in Vietnam.",feature,article,essay,announcement,B,A. feature /ˈfiːtʃər/ (n): đặc điểm | B. article /ˈɑːtɪkl/ (n): bài báo | C. essay /ˈeseɪ/ (n): bài tiểu luận | D. annoucement /əˈnaʊnsmənt/ (n): sự thông báo. Tạm dịch: Có một bài báo về Truyền hình thực tế ở Việt Nam.
19,"Educating people about their rights and responsibilities is another _____ of mass media.",mission,work,task,function,D,A. mission /ˈmɪʃn/ (n): sứ mệnh | B. work /wɜːk/ (n): công việc | C. task /ta:sk/ (n): nhiệm vụ | D. function /ˈfʌŋkʃn/ (n): chức năng. Tạm dịch: Giáo dục con người về quyền và trách nhiệm của họ là một chức năng khác của phương tiện truyền thông đại chúng.
20,"Until recently, mass media forms were classified into six categories according to _____ the _____ of their advent: print, recordings, cinema, radio, television and the Internet.",advantage,sequence,order,importance,B,"A. advantage /ədˈvɑːntɪdʒ/ (n): lợi thế | B. sequence /ˈsiːkwəns/ (n): chuỗi | C. order /ˈɔːdər/ (v): bậc, thứ tự | D. importance /ɪmˈpɔːtns/ (n): tầm quan trọng. Tạm dịch: Cho tới gần đây, những phương tiện truyền thông đại chúng đã được phân thành sáu loại theo trình tự ra đời của nó: in ấn, thu âm, phim ảnh, máy thu thanh, vô tuyến và Internet."
21,"In the early 21st century, with the _____ of mobile communication technology, the _____ mobile phone has emerged as a new and unique media channel.",invention,discovery,development,explosion,D,"A. invention /ɪnˈvenʃən/ (n): sự phát minh | B. discovery /dɪˈskʌvəri/ (n): sự khám phá | C. development /dɪˈveləpmənt/ (n): sự phát triển | D. explosion /ɪkˈspləʊʒn/ (n): sự bùng nổ. Tạm dịch: Vào đầu thế kỉ 21, với sự bùng nổ của công nghệ thông tin di động, điện thoại di động đã xuất hiện như là một kênh thông tin mới và độc lạ."
22,"Video and computer games have also developed into a mass media _____",type,kind,form,method,C,A. type /taɪp/ (n): loại | B. kind /kaɪnd/ (n): kiểu | C. form /fɔːm/ (n): dạng thức | D. method /ˈmeθəd/ (n): phương pháp. Tạm dịch: Video và những trò chơi máy tính củng được phát triển thành một phương tiện truyền thông đại chúng.
23,"The Internet and mobile communication is now the most popular means of receiving information and _____ with people through email, instant messaging, apps, search engines, blogs.",interacting,updating,contacting,keeping,A,"A. interacting /ˌɪntərˈæktɪŋ/ (v-ing): tương tác | B. updating /ˌʌpˈdeɪtɪŋ/ (v-ing): cập nhật | C. contacting /ˈkɒntæktɪŋ/ (v-ing): liên lạc | D. keeping /ˈkiːpɪŋ/ (v-ing): giữ, duy trì. Tạm dịch: Internet và việc liên lạc di động bây giờ là kiểu phổ biến nhất để nhận thông tin và tương tác với mọi người thông qua thư điện tử, tin nhắn nhanh, các ứng dụng, những công cụ tìm kiếm, những blog."
24,"Each form of mass media has had an important impact on society, for example, books have helped people to educate themselves while newspapers have _____ daily events.",reported,repeated,recorded,retold,C,"A. reported /rɪˈpɔːtɪd/ (v-ed): báo cáo | B. repeated /rɪˈpiːtɪd/ (v-ed): lặp lại | C. recorded /rɪˈkɔːdɪd/ (v-ed): ghi lại | D. retold /ˌriːˈtəʊld/ (v-ed): kể lại. Tạm dịch: Mỗi một phương tiện truyền thông đại chúng đều có tầm ảnh hưởng quan trọng lên xã hội, ví dụ như sách giúp tự giáo dục con người trong khi báo chí ghi lại những sự kiện hằng ngày."
25,"I always get the news from my local radio _____",place,site,studio,station,D,A. place /pleɪs/ (n): địa điểm | B. site /saɪt/ (n): trang mạng | C. studio /ˈstjuːdiəʊ/ (n): phòng thu | D. station /ˈsteɪʃn/ (n): trạm. Tạm dịch: Tôi luôn nghe tin tức từ đại phát thanh địa phương.
26,"New digital media forms are more personal and social as they allow people to connect each other and _____ their experiences.",personal,persona,personalize,personify,C,A. personal /'paisonol/ (a): cá nhân | B. persona /po'soono/ (n): nhân vật | C. personalize /'p3isonolaiz/ (v): cá nhân hóa | D. personify /po'snnifai/ (v): nhân cách hóa. Tạm dịch: Những dạng thức truyền thông kĩ thuật số mới thiên về cá nhân và xã hội hơn vì chúng cho phép con người kết nối với nhau và cá nhân hóa những trải nghiệm của họ.
27,"Are you thinking of a career in _____ ?",journal,journalism,journalist,journalistic,B,A. journal /ˈdʒɜːnəl/ (a): tập san hằng ngày | B. journalism /ˈdʒɜːnəlɪzəm/ (n): nghề làm báo | C. journalist /ˈdʒɜːnəlɪst/ (n): nhà báo | D. journalistic /ˌdʒɜːnəˈlɪstɪk/ (a): thuộc về báo. Tạm dịch: Bạn đang nghĩ về nghề làm báo à?
28,"It is not always easy to _____ the difference between fact and opinion.",make,say,do,tell,D,Cấu trúc: tell the difference between A and B: phân biệt sự khác nhau giữa A và B. Tạm dịch: Nó luôn là không dễ dàng để phân biệt được sự khác nhau giữa sự thật và dư luận.
29,"The issue _____ question is more complex than you think.",in,from,on,at,A,"Cụm từ: in question: vẫn đang thảo luận, tranh cãi. Tạm dịch: vấn đề đang bàn cãi phức tạp hơn bạn nghĩ đấy."
30,"A(n) _____ sends reports from a particular part of the world or on a particular subject.",editor,correspondent,columnist,proprietor,B,"A. editor /ˈedɪtər/ (n): người biên tập | B. correspondent /ˌkɒrəˈspɒndənt/ (n): phóng viên | C. columnist /ˈkɒləmnɪst/ (n): người phụ trách một chuyên mục của một tờ báo | D. proprietor /prəˈpraɪətər/ (n): người chủ sở hữu (công ty, khách sạn...). Tạm dịch: Một phóng viên gửi về những báo cáo từ một nơi cụ thể trên thế giới hoặc một đề tài cụ thể nào đó."
