id,cau_hoi,A,B,C,D,dap_an,giai_thich
11,"As was _____ predicted, the superstar couple from a famous TV show has broken up. They give viewers an impression that they are not compatible with each other.",amply,substantially,widely,considerably,C,"A. amply /ˈæmpli/ (adv): dư dả, đầy đủ | B. substantially /səbˈstænʃəli/ (adv): một cách đáng kể | C. widely /ˈwaɪdli/ (adv): một cách rộng rãi | D. considerably /kənˈsɪdərəbli/ (adv): đáng kể. Tạm dịch: Được dự đoán rộng rãi từ trước, cặp đôi siêu sao bước ra từ chương trình ti vi nổi tiếng đó đã chia tay. Họ khiến người xem ấn tượng rằng họ không hợp nhau."
12,"Eager to be able to communicate _____ with her idols in Korea, she hired a tutor to help polish her language skills.",understandably,expressively,ambiguously,articulately,D,"A. understandably /ˌʌndəˈstændəbli/ (adv): một cách hiểu được | B. expressively /ɪkˈspresɪvli/ (adv): truyền cảm | C. ambiguously /æmˈbɪɡjuəsli/ (adv): mơ hồ | D. articulately /ɑːˈtɪkjələtli/ (adv): rõ ràng, rành mạch. Tạm dịch: Mong có thể nói chuyện một cách trôi chảy với thần tượng ở Hàn Quốc, cô ấy đã thuê một giáo viên giúp cô ấy thành thạo kĩ năng ngôn ngữ."
13,"I read online newspaper every day to keep _____ with current affairs.",present-day,up-to-date,cutting-edge,out-of-date,B,"A. present-day /ˌpreznt ˈdeɪ/ (a): thời nay, hiện nay | B. up-to-date /ˌʌp tə ˈdeɪt/ (a): cập nhật | C. cutting-edge /ˌkʌtɪŋ ˈedʒ/ (a): hiện đại | D. out-of-date /ˌaʊt əv ˈdeɪt/ (a): lỗi thời. Tạm dịch: Tội đọc báo trực tuyến mỗi ngày để cập nhật những vấn đề hiện nay."
14,"Chatting online is gradually replacing conventional _____ interaction.",eye-to-eye,face-to-face,mouth-to-mouth,heart-to-heart,B,"B. face-to-face /ˌfeɪs tə ˈfeɪs/ (a): trực tiếp | C. mouth-to-mouth /ˌhænd tə ˈmaʊθ/ (a): hà hơi ra đế tiếp sức sống | D. heart-to-heart /ˌhɑːt tə ˈhɑːt/ (a): thành thật, chân tình. Tạm dịch: Tán gẫu trên mạng đang dần dần thay thế sự tương tác trực tiếp truyền thống."
15,"Taylor must be _____ - How can she persuade that stubborn student to do all the given homework?",gold-tongued,bronze-tongued,silver-tongued,diamond-tongued,C,Chỉ có từ silver-tounged /ˌsɪlvə ˈtʌŋd/ (a): giỏi thuyết phục Các đáp án còn lại không có. Tạm dịch: Taylor hẳn là người giỏi thuyết phục. Cô ấy đã làm thế nào để thuyết phục học sinh cứng đầu làm tất cả bài tập về nhà được giao vậy?
16,"This meeting is a wonderful opportunity for you to expand your relationships so make sure nothing is left to chance. Do you need to give your speech another _____ or do you already know it by heart?",check-up,mix-up,break-down,run-through,D,"A. check-up /tʃek ʌp / (n): kiểm tra | B. mix-up /mɪks ʌp/ (v): lỗi | C. break-down /breɪk daʊn/ (n): sự hỏng hóc, suy sụp về cảm xúc | D. run-through /'rʌn θruː / (n): việc đọc, trình diễn gì đó từ đầu đến cuối. Tạm dịch: Cuộc gặp gỡ này là cơ hội tuyệt vời cho bạn mở rộng mối quan hệ bởi vậy hãy chắc chắn rằng bạn không bỏ lỡ cơ hội. Bạn có cần một bài phát biểu để đọc từ đầu đến cuối không hay là bạn đã học thuộc nó?"
17,"You’ll need to _____ your points of view _____ otherwise some people might take offence. extremely diplomatically",put through,come out,bring down,get across,D,"A. put through: nối máy | B. come out: lộ ra, phát ban | C. bring down st: khiến thứ gì đó giảm xuống, trở nên ít đi | D. get across: diễn đạt. Tạm dịch: Bạn cần phải diễn đạt quan điểm của bạn một cách khéo léo nếu không thì một vài người sẽ cảm thấy bất bình đấy."
18,"I knew it was supposed to be a secret but I just _____ it _____ before I could stop myself. I'm sorry.",set/down,pegged/away,blurted/out,clamped/down,C,"A. set st down: viết (in) cái gì | B. pegged away: kiên trì | C. blurted st out: tiết lộ, để lộ | D. clamp st down: kiểm soát cái gì chặt chẽ hơn. Tạm dịch: Tôi biết đó là một bí mật nhưng tôi đã tiết lộ nó trước khi có thể ngăn bản thân mình lại. Tôi xin lỗi."
19,"It can be difficult to _____ a conversation with a complete stranger.",make out,strike up,stretch out,talk over,B,"A. make out: hiểu | B. strike up: bắt đầu, tạo nên | C. stretch over: duỗi (tay, chân) | D. talk over: thảo luận. Tạm dịch: Rất khó để bắt chuyện với một người hoàn toàn xa lạ."
20,"The entire world is developing at an unprecedented rate. If you don't self-learn and cultivate communicative skills continuously you will _____ definitely not social movements.",deal with,get on with,keep up with,put up with,C,"A. deal with: xử lí | B. get on with: hòa hợp với | C. keep up with: theo kịp | D. put up with: chịu đựng. Tạm dịch: Toàn thế giới đang phát triển ở mức độ chưa từng thấy. Nếu bạn không tự học và phát triển khả năng giao tiếp một cách liên tục, bạn chắc chắn sẽ không theo kịp những chuyển biến của xã hội."
21,"With the mushrooming of social networking sites, people can now communicate with everyone _____ their geographicai location.",contrary to,regardless of,in the event of,at the expense of,B,"A. contrary to: trái với | B. regardless of: bất chấp | C. in the event of st: nếu điều gì đó xảy ra | D. at the expense of: trả giá cho. Tạm dịch: Với sự phát triển của những trang web xã hội, con người ngày nay có thể giao tiếp với bất cứ ai bất chấp cả vị trí địa lí."
22,"_____ her shyness and being an introvert, her failure to make friends with other peers at school was not surprising.",By virtue of,With regard to,In view of,In recognition of,A,"A. by virtue of: bởi vì | B. with regard to: xem xét | C. in view of: xét về | D. in recognition of: công nhận. Tạm dịch: Bởi vì cô ấy rụt rè và là người sống hướng nội, việc cô ấy không thể kết bạn với những người bạn khác ở trường không có gì ngạc nhiên."
23,"Although Robert has cyber phobia, failing to use computers and modern devices at this technology-driven era is _____ for him.",a kick in the teeth,a shot in the dark,a nail in the coffin,an open and shut case,C,"A. a kick in the teeth: đối xử với ai tệ và không công bằng | B. a short in the dark: cố gắng đoán điều gì khi bạn không có kiến thức về nó | C. a nail in the coffin: điều gì đó gây ra thất bại hoặc sắp thất bại | D. an open and shut case: trường hợp rõ ràng, dễ giải quyết. Tạm dịch: Mặc dù Robert mắc chứng ám ảnh về công nghệ, không thể sử dụng máy tính và các thiết bị hiện đại ở trong kỉ nguyên công nghệ là một thất bại đối với anh ta."
24,"I was worried that they wouldn’t like each other but in fact they're getting on _____ like _____",a drop in the ocean,a house on fire,"lock, stock and barrel",two peas in a pod,B,"A. a drop in the ocean: hạt muối bỏ biển | B. a house on fire: rất nhanh | C. lock, stock and barrel: gồm tất cả mọi thứ | D. two peas in a pod: giống nhau như hai giọt nước. Tạm dịch: Tôi đã lo lắng rằng họ sẽ không thích nhau nhưng thực tể họ hòa hợp rất nhanh."
25,"I couldn't believe it when Fiona accused me of _____ only had a normal conversation with him at my office. in her relationship with Jack. I",intervening,interfering,intercede,intersect,B,A. intervening /ˌɪntəˈviːnɪŋ/ (v-ing): can thiệp (để cải thiện tình hình) | B. interfering /ˌɪntəˈfɪərɪŋ/ (v-ing): can thiệp (làm xấu đi) | C. intercede /ˌɪntəˈsiːd/ (v): đứng ra giải hòa | D. intersect /ˌɪntəˈsekt/ (v): phân cắt. Tạm dịch: Tôi không thế tin rằng Fiona buộc tội tôi xen vào mối quan hệ của cô ấy với Jack. Tôi chỉ nói chuyện bình thường với anh ta ở cơ quan mà thôi.
26,"Do you think young people have difficulties in talking with elderly people mainly because of the generation _____ ?",fracture,crack,gap,hole,C,A. fracture /ˈfræktʃər/ (n): sự gãy | B. crack /kræk/ (n): vết nứt | C. gap /gæp/ (n): khoảng cách | D. hole /həʊl/ (n): cái hố. Tạm dịch: Bạn có nghĩ rằng những người trẻ gặp khó khăn trong việc giao tiếp với người lớn tuổi chủ yếu là bởi khoảng cách thế hệ?
27,"I tried to _____ the ice by talking to people next to me on board about the weather.",smash,split,break,crush,C,A. smash /smæʃ/ (v): đập ra từng mảnh | B. split /splɪt/ (v): phân chia | C. break /breɪk/ (v): phá vỡ | D. crush /krʌʃ/ (v): phải lòng. Cụm từ: break the ice: phá vỡ không khí ngại ngùng ban đầu. Tạm dịch: Tôi đã cố gắng phá vỡ đi không khí ngại ngùng bằng cách bắt chuyện với người kế bên tôi trên thuyên về vấn đề thời tiết.
28,"Thank you for inviting us to your housewarming party, but I'm afraid we're going to have _____ to _____ your kind invitation.",deny,reject,refuse,decline,D,A. deny /dɪ'naɪ/ (v): phủ nhận | B. reject /rɪˈdʒekt/ (v): bác bỏ | C. refuse /rɪˈfjuːz/ (v): từ chối | D. decline /dɪ'klaɪ'n/ (v): khước từ. Tạm dịch: Cảm ơn vì đã mời chúng tôi tới bữa tiệc tân gia nhưng tôi e rằng tôi phải khước từ lời mời thiện ý của bạn.
29,"Melisa chats so much. She could talk the hind leg _____ a donkey, which really got on _____ my nerves.",out,off,about,up,B,"Cụm từ: talk the hind leg off a donkey: nói chuyện không dứt. Tạm dịch: Melisa tán gẫu rất nhiều. Cô ấy có thể nói chuyện không dứt, điều này khiến tôi khó chịu."
30,"The over-reliance on some social networking platforms like Facebook or Twitter may deprive their users _____ fundamental social skills.",from,away,of,over,C,Cấu trúc: deprive st of sb: tước đoạt cái gì của ai. Tạm dịch: Sự phụ thuộc quá mức vào những trang mạng xã hội như Facebook hoặc Twitter có thể tước đi của người dùng những kĩ năng xã hội cơ bản.
