id,cau_hoi,A,B,C,D,dap_an,giai_thich
11,"Private sponsors are more _____ capable of providing awards, bonus and other financial incentives to motivate athletes.",financially,vigorously,competitively,internationally,A,"A. financially /faɪˈnænʃəli/ (adv): về mặt tài chính | B. vigorously /ˈvɪɡərəsli/ (adv): sôi nổi, mãnh liệt | C. competitively /kəmˈpetətɪvli/ (adv): cạnh tranh | D. internationally /ˌɪntəˈnæʃnəli/ (adv): quốc tế. Tạm dịch: Những nhà tài trợ tư nhân về mặt tài chính có khả năng cung cấp những giải thưởng, phần thưởng thêm và những sự khích lệ tài chính khác để động viên các vận động viên."
12,"Football players sometimes try their best to ensure a victory by playing _____ in a boring way.",professionally,brilliantly,offensively,defensively,D,"A. professionally /prəˈfeʃənəli/ (adv): chuyên nghiệp | B. brilliantly /ˈbrɪliəntli/ (adv): xuất sắc | C. offensively /əˈfensɪvli/ (adv): chướng tai, gai mắt | D. defensively /dɪˈfensɪvli/ (adv): có tính phòng thủ. Tạm dịch: Những cầu thủ bóng đá thỉnh thoảng cố gắng hết sức để đảm bảo chiến thắng bằng việc chơi có tính chất phòng thủ theo lối nhàm chán."
13,"Sport is a(n) _____ industry which attracts thousands of sport fans who are willing to pay support for their teams.",record-breaking,multi-million-dollar,low-paid,top-ranking,B,"A. record-breaking /ˈrekɔːd breɪkɪŋ/ (n): phá kỉ lục | B. multi-million-dollar (a): tỉ đô | C. low-paid (a): được trả lương thấp | D. top-ranking (n): xếp hạng cao. Tạm dịch: Thể thao là một ngành công nghiệp tỉ đô thu hút hàng nghìn người hâm mộ thể thao, những người sẵn sàng bỏ tiền ra để ủng hộ cho đội họ yêu thích."
14,"Sports stars have dedicated hours of practice to developing their fitness and skills, along side with _____ foods in their diets which are important for building muscle mass and promoting recovery.",nutrient-dense,close-season,home-made,ready-made,A,A. nutrient-dense / ˈnjuːtriənt dens/ (a): giàu dinh dưỡng | B. close-season /ˈkləʊz siːzn/ (a): mùa cấm săn bắt | C. home-made /ˌhəʊm ˈmeɪd/ (a): nhà làm | D. ready-made /ˌredi ˈmeɪd/ (a): may sẵn. Tạm dịch: Những ngôi sao thể thao đã dành ra hàng giờ luyện tập để phát triển sự cân đối và kĩ năng của họ bên cạnh việc ăn những thức ăn giàu dinh dưỡng quan trọng cho việc tăng cơ bắp và thúc đẩy sự phục hồi.
15,"Tempted by the prospect of large financial rewards, many athletes take proscribed _____ drugs.",ill-advised,long-lasting,stuck-up,performance-enhancing,D,"A. ill-advised /ˌɪl ədˈvaɪzd/ (a): khờ dại, nhẹ dạ | B. long-lasting /ˌlɒŋ ˈlɑːstɪŋ/ (a): lâu dài | C. stuck-up /ˌstʌk ˈʌp/ (a): ngạo mạn | D. performance-enhancing /pəˈfɔːməns ɪnhɑːnsɪŋ/ (a): liên quan đến thuốc giúp vận động viên chơi tốt hơn trong các trận thể thao. Tạm dịch: Bị cám dỗ bởi viễn cảnh của những phần thưởng tài chính lớn, nhiều Giaoandethitienganh.info vận động viên đã sử dụng những loại thuốc cấm để họ có thể chơi tốt hơn."
16,"Contrary to popular belief, politics can have _____ effects on sport and vice versa.",far-reaching,knock-on,run-down,hit-or-miss,B,"A. far-reaching /fa:'riitfii]/ (a): ảnh hưởng sâu rộng | B. knock-on /nnk'Dn/ (%): gây ảnh hưởng dây chuyên, gây hậu quả | C. run-down/rAn'daon/ (a): kiệt sức, tồi tàn (tòa nhà) | D. hit-or-miss /'hit or'mis/ (a): được chăng hay chớ. Tạm dịch: Trái với điều mọi người thường tin, chính trị có thể có ảnh hưởng xấu lên thể thao và ngược lại."
17,"All countries in the world are under an obligation to _____ international regulations or else their economy and stature will be under threat.",adhere to,take to,catch up,comply to,A,"A. adhere to: tuân theo | B. take to: có cảm tình, thích ai | C. catch up: bắt kịp | D. comply to (không có cụm này) → comply with: tuân theo. Tạm dịch: Tất cả các quốc gia trên thế giới đều phải tuân theo những quy định quốc tế nếu không nền kinh tế và vị thế của họ sẽ bị đe dọa."
18,"A healthy lifestyles with regular stints of exercises and a diet rich in vitamins is a sure way to _____ one’s immune system.",keep up,build up,carry on,stand up,B,A. keep up: duy trì | B. build up: làm tăng | C. carry on: tiếp tục | D. stand up: đứng lên. Tạm dịch: Một lối sống lành mạnh cùng với việc tập thể dục thường xuyên mỗi ngày kết hợp với một thực đơn giàu vitamin là một cách đảm bảo tăng cường hệ miễn dịch.
19,"People who _____ extreme sports are usually required to under go appropriate training so that dangers are minimized.",join with,set up,put in for,take part in,D,"A. join with: tham gia vào | B. set up: thiết lập | C. put in for: đòi, yêu sách, xin | D. take part in: tham gia. Tạm dịch: Người tham gia nhiều môn thể thao thường được yêu cầu phải trải qua sự huấn luyện phù hợp để những mối nguy hiểm được giảm thiểu thấp nhất."
20,"Throughout the course of history, many nations were forbidden from entering into sporting competitions due to failure to _____ global regulations.",fight against,throw away,abide by,account for,C,"A. fight against: chống lại | B. throw away: vứt bỏ | C. abide by: tuân theo | D. account for: chiếm, giải thích. Tạm dịch: Trong lịch sử, nhiều quốc gia đã bị cấm không được tham gia vào các cuộc thi thể thao bởi vì không tuân thủ các quy định quốc tế."
21,"It is common _____ that sporting competitions provide countries with a chance to gain a great deal of financial resources and establish their reputation worldwide.",knowledge,understanding,comprehension,background,A,Cụm từ: common knowledge: điều hiển nhiên rằng. Tạm dịch: Nó là điều hiển nhiên rằng những cuộc thi thể thao đem lại cho các quốc gia cơ hội để thu được một nguồn tài chính lớn và thiết lập danh tiếng trên toàn cầu.
22,"So far, the team has won the championship four years _____",running,passing,following,rotating   Giaoandethitienganh.info,A,A. running /ˈrʌnɪŋ/ (a): liên tiếp | B. passing /ˈpɑːsɪŋ/ (v-ing): trôi qua | C. following /ˈfɒləʊɪŋ/ (v-ing): tiếp theo | D. rotating /rəʊˈteɪtɪŋ/ (a): luân phiên. Tạm dịch: Đội đó đã giành chức vô định bốn năm liên tiếp.
23,"Some people have the opinion that more developing countries should be given _____ the _____ light to become hosts of such international sporting events as Olympics and World Cup.",red,blue,green,yellow,C,Cụm từ: be given the green light to do st: được phép làm gì. Tạm dịch: Một vài người có ý kiến rằng những nước đang phát triển nên được cho phép trở thành những nước chủ nhà của những sự kiện thể thao tầm cỡ quốc tế như Olympics và World Cup.
24,"Michael Phelps has been awarded 28 Olympic medals in _____ of his talents in swimming.",spite,recognition,sight,charge,B,A. spite /spaɪt/ (n): sự không bằng lòng | B. recognition /ˌrekəɡˈnɪʃn/ (n): sự ghi nhận Giaoandethitienganh.info | C. sight /saɪt/ (n): thị lực | D. charge /tʃɑːdʒ/ (n): tiền công. Tạm dịch: Michael Phelps đã được trao 28 huy chương Olympics để ghi nhận tài năng của ông ấy trong lĩnh vực bơi lội.
25,"It is evident that football superstars have high rates of _____",fee,compensation,remuneration,commission,C,"A. fee /fi:/ (n): học phí, lệ phí | B. compensation /ˌkɒmpenˈseɪʃn/ (n): sự đền bù, sự bồi thường | C. remuneration /rɪˌmjuːnəˈreɪʃn/ (n): sự trả công, sự thưởng | D. commission /kəˈmɪʃən/ (n): nhiệm vụ. Tạm dịch: Việc những ngôi sao bóng đá có mức lương cao là đương nhiên."
26,"He was carried off the field with a slight _____ arising from sports.",concussion,damage,harm,adversities,A,"A. concussion /kənˈkʌʃn/ (n): sự rung chuyển, sự chấn động | B. damage /ˈdæmɪdʒ/ (n): thiệt hại | C. harm /hɑːm/ (n): điều tai hại | D. adversities /ədˈvɜːsəti/ (n): điều bất lợi, nghịch cảnh. Tạm dịch: Anh ấy đã được đưa ra khỏi sân do chấn động nhẹ khi chơi thể thao."
27,"I'd like to put forward the idea that sports salaries should be _____ with the wages most people earn.",appropriate,adaptable,suitable,compatible,D,"A. appropriate /əˈprəʊpriət/ (a): phù hợp | B. adaptable /əˈdæptəbl/ (a): có thể thích nghi | C. suitable /ˈsuːtəbl/ (a): thích hợp | D. compatible /kəmˈpætəbl/ (a): hợp nhau, tương thích. Tạm dịch: Tôi đưa ra ý kiến rằng lương thể thao nên tương đương với lương mà đa số mọi người kiếm được."
28,"Nowadays, even elderly people can adopt a fitness _____ by taking light exercise such as walking or jogging.",regime,schedule,system,establishment,A,"A. regime /reɪˈʒiːm/ (n): hệ thống cai trị, chế độ | B. schedule /ˈʃedjuːl/ (n): kế hoạch làm việc, lịch trình | C. system /ˈsɪstəm/ (n): hệ thống | D. establishment /ɪˈstæblɪʃmənt/ (n): sự thành lập. Tạm dịch: Ngày nay thậm chí cả những người già cũng có thể có một chế độ cân đối bằng việc tập thể dục nhẹ nhàng như đi bộ hoặc chạy bộ."
29,"When players are endowed _____ withan exceptional gift, it would be a wastage of talents if they stayed with cradle club, which would be too mediocre or financially troubled.",from,with,by,of,B,"Cụm từ: to be endowed with st: được trời phú cho điều gì. Tạm dịch: Khi các cầu thủ được trời phú cho tài năng xuất chúng, thật là lãng phí tài năng nếu họ ở lại câu lạc bộ ban đầu của mình, cái mà quá đỗi bình thường và có khó khăn về tài chính."
30,"National teams must stick _____ global sporting rules and safety",for,with,to,over,C,Cấu trúc: stick to st: tuân theo cái gì. Tạm dịch: Các đội quốc gia phải tuân theo các luật lệ thể thao quốc tế và những biện pháp đảm bảo an toàn.
