id,cau_hoi,A,B,C,D,dap_an,giai_thich
17,"The controller of the body is the ___________ system. Led by the brain and nerves, it allows us to move, talk and feel emotions.",circulatory,digestive,nervous,respiratory,C,"A. circulatory /ˌsɜːkjəˈleɪtəri/ (a): (thuộc) sự tuần hoàn máu | B. digestive /daɪˈdʒestɪv/ (a): tiêu hóa | C. nervous /ˈnɜːvəs/ (n): thần kinh | D. respiratory /rɪˈspɪrətəri/ (a): (thuộc) hô hấp. Tạm dịch: Cơ quan điều khiển toàn bộ cơ thể là hệ thần kinh. Được dẫn dắt bởi não và các dây thần kinh, nó làm cho ta di chuyển, nói chuyện và có cảm xúc."
18,"A healthy ___________ between work and play ensures that everyone has a chance to enjoy their lives.",balance,control,equality,share,A,"A. balance /ˈbæləns/ (n): sự cân bằng | B. control /kənˈtrəʊl/ (n): sự kiểm soát | C. equality /iˈkwɒləti/ (n): sự công bằng | D. share /ʃeər/ (n): sự chia sẻ. Cấu trúc: have a chance: có cơ hội. Tạm dịch: Một sự cân bằng hợp lý giữa làm việc và vui chơi đảm bảo rằng mọi người đều có cơ hội tận hưởng cuộc sống."
19,"I've been a night owl ___________ up late for years, hitting the sheets anytime between 12 and 3 a.m.",finishing,getting,staying,waking,C,"Night owl: người thức khuya | Hit the sheet: đi ngủ | Stay up: thức. Tạm dịch: Tôi đã từng là một con cú đêm thức khuya nhiều năm liền, chỉ đi ngủ trong khoảng từ 12 đến 3 giờ sáng."
20,"The symptoms of depression can include poor ___________ and weight loss.",audience,authority,appetite,apology,C,"A. audience /ˈɔːdiəns/ (n): khán giả | B. authority /ɔːˈθɒrəti/ (n): chính quyền | C. appetite /ˈæpətaɪt/ (n): sự ngon miệng | D. apology /əˈpɒlədʒi/ (n): lời xin lỗi. Tạm dịch: Biểu hiện của bệnh trầm cảm có thể là sự chán ăn và giảm cân."
21,"The virus affects the body's immune system so that it cannot fight ___________.",affection,infection,effective,reflection,B,"A. affection /əˈfekʃən/ (n): bệnh tật | B. infection /ɪnˈfekʃən/ (n): sự nhiễm trùng | C. effective /ɪˈfektɪv/ (a): hiệu quả | D. reflection /rɪˈflekʃən/ (n): sự phản chiếu. Tạm dịch: Virut đã ảnh hưởng đến hệ thống miễn dịch của cơ thể, nên cơ thể không thể chống lại sự nhiễm trùng."
22,"The operation could ___________ his life by two or three years.",prolong,longevity,prolonging,length,A,"A. prolong /prəˈlɒŋ/ (v): kéo dài | B. longevity /lɒnˈdʒevəti/ (n): tuổi thọ | D. length /leŋθ/ (n): chiều dài, độ dài. Tạm dịch: Cuộc phẫu thuật có thể kéo dài sự sống cho cậu bé thêm 2 hoặc 3 năm nữa."
23,"We all know that eating right can help you maintain a healthy weight and avoid certain health problems, but your diet can also have a ___________ effect on your mood and sense of well-being.",promote,protect,profound,produce,C,"A. promote /prəˈməʊt/ (v): thúc đẩy | B. protect /prəˈtekt/ (v): bảo vệ | C. profound /prəˈfaʊnd/ (a): sâu sắc, hoàn toàn | D. produce /prəˈveɪd/ (v): sản xuất. Căn cứ vào mạo từ ""a"" và danh từ ""effect"" trong ô trống ta cần một tính từ. Tạm dịch: Tất cả chúng ta đều biết rằng ăn uống đúng cách có thể giúp duy trì cân nặng thích hợp và tránh những vấn đề về sức khỏe, nhưng chế độ ăn của bạn cũng có thể ảnh hưởng sâu sắc đến tâm trạng và cảm giác hạnh phúc."
24,"Eating more fresh fruits and vegetables, cooking meals at home, and reducing your ___________ of sugar and refined carbohydrates, on the other hand, may help to improve mood and lower your risk for mental health problems.",indent,induce,intake,inhale,C,"A. indent /ɪnˈdent/ (v): làm lõm xuống | B. induce /ɪnˈdjuːs/ (v): xui khiến, thuyết phục | C. intake /ˈɪnteɪk/ (n): sự lấy vào | D. inhale /ɪnˈheɪl/ (v): hít vào. Tạm dịch: Mặt khác, ăn nhiều trái cây và rau củ sạch, nấu ăn ở nhà, giảm hấp thụ đường cũng như cacbonhidrat tinh có thể giúp cải thiện tâm trạng và làm giảm những nguy cơ mắc các bệnh về thần kinh."
25,"Tobacco not only affects you and the people around you, but can ___________ to serious health conditions including lung and heart disease.",go,influence,lead,point,C,"A. go /ɡəʊ/ (v): đi | B. influence /ˈɪnfluəns/ (n): ảnh hưởng | C. lead /liːd/ (v): dẫn đến (lead to st: dẫn tới cái gì) | D. point /pɔɪnt/ (v): chỉ ra. Tạm dịch: Thuốc lá không chỉ làm ảnh hưởng đến bạn và những người xung quanh mà còn có thể dẫn đến những bệnh nghiêm trọng như ung thư phổi và bệnh về tim mạch."
26,"Chocolate and cakes cause our blood sugar to rise and give us a quick ___________.",boost,power,action,success,A,"A. boost /buːst/ (n): sự cải thiện, thúc đẩy | B. power /paʊər/ (n): năng lượng | C. action /ˈækʃən/ (n): hành động | D. success /səkˈses/ (n): thành công. Tạm dịch: Sô-cô-la và bánh ngọt làm tăng lượng đường trong máu và khiến ta hoạt động nhanh hơn."
27,"Reducing saturated fat is the single most important ___________ change you can make to cut blood cholesterol.",life,food,menu,dietary,D,"A. life /laɪf/ (n): cuộc sống | B. food /fuːd/ (n): thức ăn | C. menu /ˈmenjuː/ (n): thực đơn | D. dietary /ˈdaɪətəri/ (n): chế độ ăn. Tạm dịch: Giảm chất béo bão hòa là cách thay đổi chế độ ăn uống quan trọng nhất bạn có thể làm để cắt giảm lượng cholesterol trong máu."
28,"The university graduates one of the highest percentages of registered dieticians and ___________ in the world.",nutrition,nutrients,nutritionists,nutritious,C,"A. nutrition /njuːˈtrɪʃən/ (n): thực phẩm dinh dưỡng | B. nutrient /ˈnjuːtriənt/ (n): chất dinh dưỡng | C. nutritionist /njuːˈtrɪʃənɪst/ (n): chuyên gia dinh dưỡng | D. nutritious /njuːˈtrɪʃəs/ (a): giàu dinh dưỡng. Tạm dịch: Trường đại học đó cấp bằng tốt nghiệp cho nhiều nhà tư vấn chế độ ăn kiêng và chuyên gia dinh dưỡng nhất trên thế giới."
29,"Many people see fad diets ___________ harmless ways of losing weight, and they are grateful to have them.",by,like,through,as,D,"Cấu trúc: see st as: coi cái gì đó như là. Tạm dịch: Nhiều người coi chế độ ăn kiêng theo mốt là cách giảm cân vô hại, và họ rất cảm kích khi có chúng."
30,"If you are tired, even if you feel that you need to get more done, give yourself ___________ to sleep.",request,requirement,permission,permit,C,"A. request /rɪˈkwest/ (v): yêu cầu | B. requirement /rɪˈkwaɪəmənt/ (n): sự yêu cầu | C. permission /pəˈmɪʃən/ (n): sự cho phép | D. permit /ˈpɜːmɪt/ (v): cho phép. Cấu trúc: give sb permission to do st: cho phép ai làm gì. Tạm dịch: Nếu bạn cảm thấy mệt, ngay cả khi bạn cảm thấy cần làm nhiều việc, hãy cho phép bản thân mình được đi ngủ."
