id,cau_hoi,A,B,C,D,dap_an,giai_thich
14,"In modern times, although people still remain the custom of paying a bride price, it is occasionally quite small and its value is mainly _________.",symbol,symbolize,symbolism,symbolic,D,"A. symbol /ˈsɪmbl/ (n): biểu tượng | B. symbolize /ˈsɪmbəlaɪz/ (v): tượng trưng | C. symbolism /ˈsɪmbəlɪzəm/ (n): chủ nghĩa tượng trưng | D. symbolic /sɪmˈbɒlɪk/ (a): tượng trưng. Tạm dịch: Trong thời hiện đại, mặc dù mọi người vẫn giữ phong tục đưa sính lễ, nó thường khá nhỏ và chủ yếu mang nghĩa tượng trưng."
15,"Most weddings in Japan start with a religious _________ in which usually only family members attend.",anniversary,ceremony,celebration,bicentenary,B,"A. anniversary /ˌænɪˈvɜːsəri/ (n): lễ kỉ niệm | B. ceremony /ˈserəməni/ (n): nghi lễ | C. celebration /ˌselɪˈbreɪʃn/ (n): lễ ăn mừng | D. bicentenary /ˌbaɪsenˈtiːnəri/ (n): kỷ niệm lần thứ hai trăm. Tạm dịch: Hầu hết các đám cưới ở Nhật bắt đầu bằng nghi lễ tôn giáo, nơi thường chỉ có các thành viên gia đình tham dự."
16,"In most weddings in Japan, guests give the bride and groom goshuugi - _________ money in special envelopes.",gift,present,reward,giving,A,"A. gift /ɡɪft/ (n): quà | B. present /ˈpreznt/ (n): quà tặng | C. reward /rɪˈwɔːd/ (n): phần thưởng | D. giving /ˈɡɪvɪŋ/ (n): tặng phẩm. Tạm dịch: Ở hầu hết các đám cưới ở Nhật Bản, khách mời tặng goshuugi cho cô dâu và chú rể – một loại tiền lì xì đựng trong các phong bì đặc biệt."
17,"Changes in attitudes, family values, generational status can occur in both the majority and minority cultures as the two interact; however, _________ one culture dominates.",rarely,typically,specially,uncommonly,B,"A. rarely /ˈreəli/ (adv): hiếm khi | B. typically /ˈtɪpɪkli/ (adv): tiêu biểu | C. specially /ˈspeʃəli/ (adv): đặc biệt | D. uncommonly /ʌnˈkɒmənli/ (adv): không quen thuộc. Tạm dịch: Sự thay đổi trong thái độ, giá trị gia đình, tình trạng thế hệ có thể xảy ra ở cả dân tộc thiểu số khi cả hai tác động lẫn nhau, tuy nhiên, một dân tộc tiêu biểu sẽ vượt trội."
18,"On the flip side, the world wide _________ of a couple of languages that have a large number of speakers has led to the death of several less popular languages.",abortion,rejection,adoption,adaption,C,"A. abortion /əˈbɔːʃn/ (n): sự nạo phá thai | B. rejection /rɪˈdʒekʃn/ (n): sự loại bỏ | C. adoption /əˈdɒpʃn/ (n): sự chấp nhận | D. adaptation /ˌædæpˈteɪʃn/ (n): sự thích nghi. Tạm dịch: Ngược lại, việc thế giới sử dụng những ngôn ngữ có nhiều người bản địa dùng nhất đã dẫn đến sự biến mất của nhiều ngôn ngữ không phổ biến."
19,"It is important to understand the culture religion of the country that you are travelling to and a little research before you leave will help _________.",tremendously,dramatically,comparatively,violently,A,"A. tremendously /trɪˈmendəsli/ (adv): vô cùng | B. dramatically /drəˈmætɪkli/ (adv): đột ngột | C. comparatively /kəmˈpærətɪvli/ (adv): tương đối | D. violently /ˈvaɪələntli/ (adv): kịch liệt. Tạm dịch: Việc hiểu tín ngưỡng văn hóa ở đất nước bạn đi du lịch rất quan trọng và một chút tìm hiểu trước khi đi sẽ giúp ích cho bạn rất nhiều."
20,"The custom of _________ ancestors is a beautiful, rich, and colorful and joyful tradition in Vietnamese culture.",praying,honoring,respecting,worshiping,D,"A. pray /preɪ/ (v): cầu nguyện | B. honor /ˈɒnər/ (v): kính trọng | C. respect /rɪˈspekt/ (v): tôn trọng | D. worship /ˈwɜːʃɪp/ (v): thờ cúng. Tạm dịch: Phong tục thờ cúng tổ tiên là một truyền thống đẹp, giàu ý nghĩa của văn hóa Việt Nam."
21,"_________ are aware that a language becoming extinct does not necessarily mean that the people who spoke it have all died.",Linguistic,Linguists,Language,Lingual,B,"A. linguistic /lɪŋˈɡwɪstɪk/ (a): thuộc ngôn ngữ | B. linguist /ˈlɪŋɡwɪst/ (n): nhà ngôn ngữ học | C. language /ˈlæŋɡwɪdʒ/ (n): ngôn ngữ | D. lingual /ˈlɪŋɡwəl/ (a): thuộc ngôn ngữ. Tạm dịch: Các nhà ngôn ngữ học nhận thấy rằng một ngôn ngữ biến mất không có nghĩa những người nói ngôn ngữ đó đều đã chết."
22,"Why is culture important and how does it answer the question 'what is cultural _________?'",identity,identify,identification,identical,A,"A. identity /aɪˈdentəti/ (n): danh tính | B. identify /aɪˈdentɪfaɪ/ (v): nhận dạng | C. identification /aɪˌdentɪfɪˈkeɪʃn/ (n): sự nhận dạng | D. identical /aɪˈdentɪkl/ (a): giống hệt. Tạm dịch: Tại sao văn hóa lại quan trọng và nó trả lời thế nào cho câu hỏi “Bản sắc văn hóa là gì?”?"
23,"Culture is the underlying _________ of traditions and beliefs that help a person relate to the world around them.",institution,foundation,organization,principle,B,"A. institution /ˌɪnstɪˈtjuːʃn/ (n): học viện | B. foundation /faʊnˈdeɪʃn/ (n): nền tảng | C. organization /ˌɔːɡənaɪˈzeɪʃn/ (n): tổ chức | D. principle /ˈprɪnsəpl/ (n): nguyên tắc. Tạm dịch: Văn hóa là nền tảng của truyền thống và đức tin, là thứ giúp con người liên kết với thế giới xung quanh họ."
24,"Culture gives us a definite starting point when beginning to _________ for our roots.",find,look,search,seek,C,"A. find /faɪnd/ (v): tìm kiếm | B. look /lʊk/ (v): nhìn | C. search /sɜːtʃ/ (+ for) (v): tìm kiếm | D. seek /siːk/ (v): tìm. Tạm dịch: Văn hóa cho chúng ta một điểm bắt đầu nhất định khi chúng ta bắt đầu tìm hiểu về nguồn gốc của mình."
25,"As a person has given up their cultural identity, they no longer can identify themselves with the things that were _________ the most important things in their lives.",at once,once,one time,for once,B,"A. at once: ngay lập tức | B. once: một lần | C. one time: một lần | D. for once: có một lần. Tạm dịch: Khi một người từ bỏ bản sắc dân tộc của họ, họ không còn có thể liên hệ bản thân mình với những thứ đã từng có vị trí quan trọng nhất trong cuộc đời họ."
26,"Since _________ texts and ceremonies can seem confusing with no one there to guide, young people are supposed to find an expert willing to explain their significance.",sacred,scared,religious,spiritual,A,"A. sacred /ˈseɪkrɪd/ (a): thần thánh | B. scared /skeəd/ (a): sợ hãi | C. religious /rɪˈlɪdʒəs/ (a): thuộc về tôn giáo | D. spiritual /ˈspɪrɪtʃuəl/ (a): thuộc về tâm linh. Tạm dịch: Vì những nội dung và các nghi lễ thần thánh có vẻ khó hiểu nếu không ai hướng dẫn, các bạn trẻ nên tìm những chuyên gia sẵn sàng giải thích ý nghĩa của chúng."
27,"It cannot be denied that global communications will become even more powerful in _________ influencing our cultural identity.",potentially,probably,likely,possibly,A,"A. potentially /pəˈtenʃəli/ (adv): có tiềm năng | B. probably /ˈprɒbəbli/ (adv): chắc là | C. likely /ˈlaɪkli/ (adv): có vẻ như | D. possibly /ˈpɒsəbli/ (adv): có khả năng. Tạm dịch: Không thể phủ nhận rằng sự toàn cầu hóa ngày càng có khả năng ảnh hưởng lớn đến bản sắc dân tộc."
28,"Accepting that changes are _________ does not mean that we will allow everything to be wiped out, destroyed or forgotten.",avoidable,unavoidable,stoppable,unstoppable,B,"A. avoidable /əˈvɔɪdəbl/ (a): có thể tránh được | B. unavoidable /ˌʌnəˈvɔɪdəbl/ (a): không thể tránh được | C. stoppable /ˈstɒpəbl/ (a): có thể dừng lại | D. unstoppable /ʌnˈstɒpəbl/ (a): không thể dừng lại. Tạm dịch: Việc chấp nhận rằng các thay đổi là điều không thể tránh được không có nghĩa là chúng ta cho phép mọi thứ bị xóa bỏ, phá hủy hay quên lãng."
29,"Once people have given up their heritage, traditional beliefs and other aspects of their native culture, they are about to lose their sense of _________.",humor,responsibility,self,honesty,C,"A. humor /ˈhjuːmər/ (n): khiếu hài hước | B. responsibility /rɪˌspɒnsəˈbɪləti/ (n): trách nhiệm | C. self /self/ (n): bản thân | D. honesty /ˈɒnəsti/ (n): sự chân thành. Tạm dịch: Khi con người từ bỏ những di sản, đức tin truyền thống và những khía cạnh khác của nền văn hóa bản địa, họ có thể đánh mất giá trị bản thân mình."
30,"Although there are over fifty _________ groups, we all use Vietnamese as the official language.",ethnically,ethicize,ethnicity,ethnic,D,"A. ethnically /ˈeθnɪkli/ (adv): về mặt dân tộc | B. ethicize /ˈeθɪsaɪz/ (v): làm cho hợp với đạo đức | C. ethnicity /eθˈnɪsəti/ (n): sắc tộc, dân tộc | D. ethnic /ˈeθnɪk/ (a): thuộc sắc tộc. Tạm dịch: Mặc dù có hơn 50 dân tộc, chúng ta đều sử dụng tiếng Việt như một ngôn ngữ chung chính thức."
