id,cau_hoi,A,B,C,D,dap_an,giai_thich
11,"The Rock of Gibraltar is one of Europe's most famous _____",landmarks,landscapes,landslide,landmass,A,"A. landmark /'lændma:k/ (n): dấu mốc, cột mốc | B. landscape /lændskeɪp/ (n): phong cảnh | C. landslide /lændslaɪd/ (n): sự lở đất, sự thắng phiếu bầu cử | D. landmass /'lændmæs/ (n): đại lục, vùng đất lớn. Tạm dịch: Đá Gibraltar là một trong những dấu mốc nổi tiếng nhất của châu Âu."
12,"Of all the natural wonders of the world, few are as _____ as Niagara Falls.",breathtaking,spectacular,picturesque,scintillating,B,"A. breathtaking /ˈbreθteɪkɪŋ/ (a): tuyệt đẹp | B. spectacular /spekˈtækjələr/ (a): đẹp mắt, ngoạn mục | C. picturesque /pɪktʃəˈresk/ (a): đẹp như tranh | D. scintillating /ˈsɪntɪleɪtɪŋ/ (a): sắc sảo. Tạm dịch: Trong những kì quan thiên nhiên của thế giới hiếm có kì quan nào đẹp ngoạn mục như thác Niagara."
13,"Synonymous with luxury and _____ elegance, The Grand Hotel will re-open in December.",timely,time,timeless,timing,C,"A. timely /'taɪmli/ (a): hợp thời, kịp thời | B. time /'taɪm/ (n): thời gian | C. timeless /'taɪmləs/ (a): vô tận, mãi mãi | D. timing /'taɪmɪŋ/ (n): sự bấm giờ. Tạm dịch: Cùng với sự xa xỉ và sự trang nhã bất tận, khách sạn Grand sẽ mở lại vào tháng 12."
14,"He is scheduled to observe work Saturday at the _____ site of an America jet-fighter which crashed in 1967 near Hanoi. _____",excavation,excavate,excavator,excavated,A,"A. excavation /ekska'veɪʃən/ (n): sự khai quật | B. excavate /ekskə'veɪt/ (v): khai quật | C. excavator /'ekskəveɪtər/ (n): nhà khai quật, máy xúc | D. excavated /'ekskəveɪtɪd/ (v-ed): khai quật. Tạm dịch: Anh ta được lên lịch là giám sát công việc vào ngày thứ bảy tại điểm khai quật một máy bay chiến đấu phản lực của Mĩ cái mà đã rơi xuống vào năm 1967 gần Hà Nội."
15,"After the Mongol invasion of 1241, a _____ was built on the hills opposite the city.",citadel,pyramid,villa,palace,A,A. citadel /'sɪtədel/ (n): cố đô | B. pyramid /'pɪrəmɪd/ (n): Kim Tự tháp | C. villa /'vɪlə/ (n): biệt thự | D. palace /'pælɪs/ (n): tòa lâu đài. Tạm dịch: Sau sự xâm lược của Mông Cổ vào năm 1241 một cố đô đã được xây trên đồi đối diện thành phố.
16,"Take a trip on a(n) _____ Spanish galleon to the famous Papago beach.",authentic  monument,semantic  gravestone,mosaic  memorial,"chaotic Question 2 7: He had devoted his life to the development of the district, so a to him was erected in St Paul's Cathedral.  chamber",A,A. authentic /ɔːˈθentɪk/ (a): đích thực | B. semantic /sɪ'mæntɪk/ (a): thuộc ngữ nghĩa học | C. mosaic /məʊˈzeɪɪk/ (a): thuộc khảm | D. chaotic /keɪˈɒtɪk/ (a): hỗn độn. Tạm dịch: Lên chuyến đi trên chiếc thuyên buồm đích thực của Tây Ban Nha tới bãi biển nổi tiếng Papago.
17,"He had devoted his life to the development of the district, so a _____ to him was erected in St Paul's Cathedral.",monument,gravestone,memorial,chamber,A,"A. monument /'mɒnjəmənt/ (n): đài kỉ niệm | B. gravestone/'greivstəʊn/ (n): bia mộ | C. memorial /mə'mɔ:riəl/ (a/n): thuộc kỷ niệm, vật kỉ niệm | D. chamber /'tʃeɪmbər/ (n): phòng ngủ, buồng ngủ. Tạm dịch: Anh ấy đã cống hiến cả cuộc đời cho sự phát triển của quận bởi vậy một đài kỉ niệm dành cho anh ấy đã được dựng lên tại nhà thờ lớn ở phố Paul."
18,"Costa Rica is one of the most beautiful places I have ever visited. Wherever you go, you can see the _____ of volcanoes, some of which are still alive.",tops  crystal clear,heads  crystal clean,mouths  light blue,ends Question 29: Sri Lanka has some fantastic beaches - miles after miles of golden sand and  water.  navy blue,A,"A. top /tɒp/ (n): đỉnh | B. head /hed/ (n): đầu | C. mouth /maʊθ/ (n): miệng | D. end /end/ (n): đầu (dây), sự kết thúc, mục đích. Tạm dịch: Costa Rita là một trong những địa điểm đẹp nhất tôi từng ghé thăm. Bất cứ nơi nào bạn đi bạn đều có thế thấy được đỉnh của các ngọn núi lửa, một vài núi lửa thì vẫn đang hoạt động."
19,"Sri Lanka has some fantastic beaches - miles after miles of golden sand and _____ water.",crystal clear,crystal clean,light blue,navy blue,A,A. crystal clear (a): trong xanh | C. light blue (n): màu xanh nhạt | D. navy blue (n): màu xanh nước biển. Tạm dịch: Sri Lanka có một vài bãi biển tuyệt đẹp - dặm nối dặm là cát vàng và nước biển trong xanh.
20,"Known as ""Ha Long Bay on Land"", Trang An Scenic Landscape Complex is famous for its mountains, caves, and archaeological _____",excavations,sites,relics,heritages,C,"A. excavation /ekskəˈveɪʃn/ (n): sự khai quật | B. site /saɪt/ (n): vị trí | C. relics /'relɪks/ (n): di tích, di vật | D. heritage /‘herɪtɪdʒ/ (n): di sản. Tạm dịch: Được biết đến như là Vịnh Hạ Long trên cạn, quần thể danh thắng Tràng An nổi tiếng với núi, hang động và các di tích khảo cổ học."
21,"Lyingalongthe Perfume River in Hue City, the ComplexofHue Monuments is a good example of a _____ capital city.",well-balanced,well-designed,well-built,well-advised,B,"A. well-balanced /wel 'bælənst/ (a): khéo cân bằng | B. well-designed /wel dɪ'zaɪnd/ (a): thiết kế khéo léo | C. well-built /wel 'bɪlt/ (a): có thân hình vạm vỡ | D. well-advised /wel əd'vaɪzd/ (a): khôn ngoan, thận trọng. Tạm dịch: Nằm dọc theo dòng sông Hương ở thành phố Huế, quần thể di tích Huế là một ví dụ điển hình của một cố đô được thiết kế khéo léo."
22,"Iceland is full hot springs, beautifully colored rocks and other natural _____",wonder,wonders,wonderful,wonderment,B,"A. wonder /'wʌndər/ (n): kì quan | B. wonders /'wʌndərz/ (n): những kì quan | C. wonderful /'wʌndəfəl/ (a): tuyệt vời | D. wonderment /'wʌndəmənt/ (n): sự ngạc nhiên. Tạm dịch: Iceland có những mùa xuân tràn ngập ấm áp, những dãy đá màu sắc tuyệt đẹp và những kì quan thiên nhiên khác."
23,"The Great Wall of China is considered one of the greatest wonders in the world _____ its magnificence and significance.",in spite of,because,instead of,in view of,D,"A. in spite of: mặc dù | B. because: bởi vì | C. instead of: thay vì | D. in view of: xét về, xét vì. Tạm dịch: Vạn Lý Trường Thành của Trung Quốc được coi là một trong những kì quan đẹp nhất thế giới xét về sự tráng lệ và tầm quan trọng của nó."
24,"The Seven Wonders of the World is a widely known list of seven popular sites of classical _____ .",antiquity,quantity,quality,equality,A,A. antiquity /ænˈtɪkwəti/ (n): di tích cổ | B. quantity /ˈkwɒntəti/ (n): số lượng | C. quality /ˈkwɒnləti/ (n): chất lượng | D. equality /i'kwɒnləti/ (n): sự bình đẳng. Tạm dịch: Bảy kì quan của thế giới là danh sách được biết đến rộng rãi trong bảy địa điểm nổi tiếng của di tích cổ.
25,"One of the most famous statues in the world which stands on an island in New York Harbor is the Statue of _____",Liber,Liberation,Liberty,Liberal,C,"A. liber /'lɪbər/ (n): cây Libe | B. liberation /lɪbər'eɪʃən/ (n): sự giải phóng, phóng thích | C. liberty /'lɪbəti/ (n): quyền tự do | D. liberal /'lɪbərəl/ (a): thuộc tự do. Tạm dịch: Bức tượng Nữ thần Tự do đứng trên một hòn đảo ở cảng New York là một trong những tượng nổi tiếng nhất thế giới."
26,"A visit to the Great Wall will certainly bring tourists great _____ in each step of the wall.",excite,exciting,excitement,excited,C,"A. excite /ɪk'saɪt/ (v): kích thích | B. exciting /ɪk'saɪtɪŋ/ (a): thích thú | C. excitement /ɪk'saɪtmənt/ (n): sự thích thú | D. excited /ɪk'saɪtɪd/ (a): bị kích thích Căn cứ vào tính từ ""great"" nên vị trí trống cần một danh từ nên ta chọn đáp án | C. Tạm dịch: Một chuyến thăm tới Vạn Lý Trường Thành chắc chắn sẽ đem lại cho khách du lịch sự thích thú tuyệt vời trong từng bước của tường thành."
27,"Thong Nhat Conference Hall was _____ built in 1865 and heavily damaged by a bombardment in 1963. _____",firstly,eventually,newly,mostly,A,A. firstly /ˈfɜːstli/ (adv): đầu tiên | B. eventually /ɪˈventʃuəli/ (adv): cuối cùng | C. newly /'nju:li/ (adv): gần đầy | D. mostly /ˈməʊstli/ (adv): chủ yếu. Tạm dịch: Hội trường Thống Nhất đầu tiên được xây dựng vào năm 1865 và đã bị phá hủy nặng nề bởi vụ ném bom năm 1963.
28,"Esbjerg is a _____ portfor a cyclist's arrival, where tourist information can be obtained and money changed.",capable,ready,favorable,convenient,D,"A. capable /'keɪpəbəl/ (a): có khả năng | B. ready /'redi/ (a): sẵn sàng | C. favourable /feɪvərəbəl/ (a): thuận lợi | D. convenient /kən'vi:niənt/ (a): thuận tiện. Tạm dịch: Cảng Esbjerg là một điểm đến thuận tiện cho người đi xe đạp, nơi có thể lấy thông tin du lịch và đổi tiền."
29,"Buckingham Palace, Windsor Castle and the Palace of Holyrood house are the official _____ of the Sovereign and as such, serve as both home and office for the Queen.",venues,residences,situations,occupation,B,"A. venue /'venju:z/ (n): nơi gặp gỡ | B. residence /'rezɪdəns/ (n): nơi cư trú | C. situation /sɪtʃuˈeɪʃn/ (n): tình huống | D. occupation /ɒkjuˈpeɪʃn/ (n): nghề nghiệp. Tạm dịch: Cung điện Buckingham, lâu đài Windsor và cung điện của nhà Holyrood là nơi cư ngụ chính thức của đấng tối cao và nó đóng vai trò như là nhà lẫn văn phòng cho nữ hoàng."
30,"In addition to hiking, diving and exploring _____ coastal roads, there are excellent wildlife-watching opportunities, such as the black giant squirrel and endemic bow-fingered gecko.",deserted,desolated,unfurnished,depopulated,A,"A. deserted /dɪˈzɜːtɪd/ (a): bị bỏ rơi, bị bỏ hoang | B. desolated /ˈdesəleɪt/ (a): bị tàn phá, hoang vắng | C. unfurnished /ʌnˈfɜːnɪʃt/ (a): không được trang bị | D. depopulated /diːˈpɒpjuleɪt/ (a): giảm dân số. Tạm dịch: Bên cạnh việc tản bộ, lặn và khám phá những con đường ở bờ biển hoang sơ còn có những cơ hội tuyệt vời để quan sát cuộc hoang dã như sóc đen khổng lồ và tắc kè ngón chân cong."
