id,cau_hoi,A,B,C,D,dap_an,giai_thich
20,"He ___________ himself in gambling and ended his future in debt.",prided,engaged,invested,indulged,D,"A. pride (v): tự hào | B. engage (v): tham gia | D. indulge /ɪn'dʌldʒ/ (v): ham mê, dấn thân vào. Cấu trúc: Indulge oneself in (with) st: ham mê, say mê. Tạm dịch: Anh ta ham mê cờ bạc và kết thúc tương lai của mình trong nợ nần."
21,"If you do very little reading or if you read only material that offers no ___________ to your comprehension, your reading will be of very little use.",challenge,challenging,difficult,complex,A,"A. challenge /'tʃælɪndʒ/ (n/v): sự thách thức. Tạm dịch: Nếu bạn hầu như không đọc hoặc chỉ đọc những tài liệu không đem lại sự thách thức cho khả năng hiểu biết, việc đọc của bạn sẽ hầu như không có giá trị."
22,"Reading, as you know, is a ___________ and never ending process.",continuous,continuation,continuity,continual,A,"A. continuous /kən'tɪnjuəs/ (a): liên tục | B. continuation (n) | C. continuity (n). Tạm dịch: Như bạn biết đấy, đọc là một quá trình liên tục không bao giờ chấm dứt."
23,"Hotels, airlines and other firms in the leisure ___________ may suffer from economic crisis.",enterprise,agencies,corporation,industry,D,"A. enterprise (n): sự nghiệp | D. industry /'ɪndəstri/ (n): công nghiệp. Tạm dịch: Những khách sạn, dịch vụ hàng không và các công ty khác trong ngành công nghiệp giải trí có lẽ phải chịu khủng hoảng kinh tế."
24,"Developments in technology mean we can now do banking transactions at our ___________.",recreation,leisure,entertainment,pursuits,B,"A. recreation (n): trò tiêu khiển | B. leisure /'leʒər/ (n): thời gian rảnh. Tạm dịch: Sự phát triển công nghệ có nghĩa rằng chúng ta sẽ giao dịch ngân hàng trong thời gian rảnh của chúng ta."
25,"The town lacks leisure ___________ such as a swimming pool or squash courts. Therefore young people have nothing to spend all their time playing games.",entertainment,furniture,facilities,equipment,C,"A. entertainment (n): sự giải trí | C. facilities /fə'sɪlətiz/ (n): cơ sở vật chất. Tạm dịch: Thị trấn thiếu những cơ sở vật chất cho việc giải trí như bể bơi hoặc sân chơi bóng quần."
26,"___________ you do in your free time, from golf to cooking to writing to art, you’ll find an internet community for it.",No matter what, No matter how, Whatever, However,A,"A. No matter what + S + V: dù bất cứ cái gì | B. No matter how + adj/adv: dù như thế nào. Tạm dịch: Dù bạn làm bất cứ cái gì trong thời gian rảnh từ chơi golf đến nấu nướng... bạn sẽ tìm một cộng đồng mạng cho nó."
27,"“All work and no play makes Jack a dull boy” is a proverb which means that without time ___________ work, a person becomes both bored and boring.",on and on,off from,on and off,away from,B,"A. on and on: liên tục | B. off from work: nghỉ làm | C. on and off: thất thường. Tạm dịch: Chỉ biết làm việc và không chơi bời khiến Jack trở thành cậu bé đần độn."
28,"There’s not much in the way of ___________ in this town - just the cinema and a couple of pubs.",entertain,entertained,entertainment,entertaining,C,"C. entertainment /entə'teɪnmənt/ (n): sự giải trí. Tạm dịch: Không có nhiều cách để giải trí trong thị trấn này – chỉ có rạp phim và vài quán ba."
29,"Rollerblading might seem difficult in the beginning, but with a little practice, one would start enjoying it. Moreover, it is a good ___________ that burns a lot of calories.",workout,breakout,tryout,takeout,A,"A. workout /'wɜ:kaut/ (n): sự tập luyện | B. breakout (n): sự bùng phát. Tạm dịch: Trượt pa tanh có vẻ khó ở giai đoạn đầu nhưng chỉ cần luyện tập một chút bạn sẽ thích nó. Hơn thế, tập luyện tốt sẽ đốt cháy nhiều calo."
30,"Leisure activities are necessary for ___________ development and also to maintain good health.",personnel,personage,personality,person,C,"A. personnel (n): nhân sự | C. personality /pə:sən'æləti/ (n): tính cách, nhân cách. Tạm dịch: Các hoạt động giải trí là cần thiết cho sự phát triển nhân cách và duy trì sức khỏe tốt."
