id,cau_hoi,A,B,C,D,dap_an,giai_thich
18,"The population of the world is growing at an alarming _____.",amount,rate,level,percentage,B,"A. amount /ə'maʊnt/ (n): lượng | B. rate /reɪt/ (n): tỷ lệ, mức độ | C. level /'levəl/ (n): mức (nước), trình độ | D. percentage /pə'sentɪdʒ/ (n): tỷ lệ phần trăm. Tạm dịch: Dân số thế giới đang tăng lên ở mức đáng báo động."
19,"The practice of controlling the number of children a person has, using various methods of contraception is called _____.",family planning,birth control methods,family allowance,birth certificate,A,"A. family planning: kế hoạch hóa gia đình | B. birth control methods: các biện pháp kiểm soát sinh | C. family allowance: trợ cấp gia đình | D. birth certificate: giấy khai sinh. Tạm dịch: Việc kiểm soát số lượng trẻ mỗi người sinh ra, sử dụng các phương pháp phòng tránh thai được gọi là kế hoạch hóa gia đình."
20,"Many people believe that having a large family is a form of _____.",guarantee,ensurance,reinsurance,insurance,D,"A. guarantee /ˌɡærənˈtiː/ (n): sự bảo đảm | B. ensurance (n): bảo hiểm (cách dùng cũ của ""insurance"", hiện không còn được sử dụng) | C. reinsurance /ˌriːɪnˈʃʊərəns/ (n): sự tái bảo hiểm | D. insurance /ɪnˈʃʊərəns/ (n): bảo hiểm. Tạm dịch: Nhiều người tin rằng đông con là một dạng bảo hiểm."
21,"The planet's poorest nations have yet to find effective ways to check their population increase at least without _____ citizens' rights and violating such traditions as the custom of having large families as insurance in old age.",restrict,restriction,restricting,restrictive,C,A. restrict /rɪ'strɪkt/ (v): hạn chế | B. restriction /rɪ'strɪkʃən/ (n): sự hạn chế | C. restricting /rɪ'strɪktɪŋ/ (v-ing): hạn chế | D. restrictive /rɪ'strɪktɪv/ (a): hạn chế. Cấu trúc: without + Ving: mà không làm gì. Tạm dịch: Những quốc gia nghèo nhất hành tinh vẫn chưa tìm ra những cách hiệu quả để kiểm soát sự gia tăng dân số - ít nhất là không hạn chế quyền công dân và xâm phạm truyền thống như phong tục đông con là sự bảo đảm cho tuổi già.
22,"In some countries, the growing difference between the _____ is giving signals of alarm to government authorities.",sexuality,genders,fertility,racism,B,A. sexuality /seksju'æləti/ (n): bản năng giới tính | B. genders /'dʒendərz / (n): giới tính | C. fertility /fə'tɪləti/ (n): sự sinh đẻ | D. racism /'reɪsɪzəm/ (n): chủ nghĩa chủng tộc. Tạm dịch: Ở một vài quốc gia sự chênh lệch tăng lên về giới tính đang đưa ra những tín hiệu báo động cho Chính phủ.
23,"According to the latest _____ figures, 119 boys are born for every 100 girls.",census,censure,censurable,censor,A,"A. census /‘sensəs/ (n): việc điều tra dân số | B. censure /'senʃər / (n): sự phê bình, chỉ trích | C. censurable /'sənʃərəbl/ (a): đáng phê bình, khiển trách | D. censor /'sensə/ (n): giám thị, nhân viên kiểm duyệt. Tạm dịch: Theo số liệu điều tra dân số mới nhất cứ 119 bé trai thì có 100 bé gái được sinh ra."
24,"Many husbands are trying to _____ their wives into producing more males.",pressure,pressurize,pressurization,pressuring,B,A. pressure /'preʃər/ (n): áp lực | B. pressurize /'preʃəraɪz/ (v): gây áp lực | C. pressurization /preʃəraɪ'zeɪʃən/ (n): việc gây áp lực | D. presssuring /'preʃərɪŋ)/ (v-ing): áp lực. Tạm dịch: Nhiều ông chồng đang cố gắng gây áp lực cho vợ trong việc sinh con trai.
25,"The Government has embarked on policies extending incentives to the families bearing _____ girls.",innumerable,numerable,numeric,number,A,"A. innumerable /ɪ'nju:mərəbl/ (a): vô số | B. numerable /nju:mərəbl/ (aj: có thể đếm được | C. numeric /njui'merɪk/ (a): thuộc về số | D. number /‘nʌmbər/ (n): chữ số, con số. Tạm dịch: Chính phủ đã bắt tay vào thực hiện các chính sách tăng cường vô số sự ưu tiên đối với những gia đình sinh con gái."
26,"In China, _____ support, free education, guaranteed employment is being gifted to parents who gift the country with a girl child.",money,monetary,fund,fee,B,"A. money /'mʌni/ (n): tiền bạc | B. monetary /'mʌnɪtri/ (a): thuộc về tiền bạc | C. fund /fʌnd/ (n): quỹ | D. fee /fi:/ (n): lệ phí. Tạm dịch: Ở Trung Quốc, hỗ trợ tài chính, giáo dục miễn phí, việc làm đảm bảo đang được trao cho những bố mẹ sinh con gái."
27,"The Government is trying to persuade people to _____ their personal preferences and regulate their community behavior according to the new blueprint to stimulate the girl ratio.",suppress,supply,support,surplus,A,"A. suppress /sə'pres/ (v): đàn áp, giữ kín, tiết chế | B. supply /sə'plaɪ/ (v): cung cấp | C. support /sə'pɔːt/ (v): ủng hộ, hỗ trợ | D. surplus /'sɜ:pləs/ (n): số thặng dư. Tạm dịch: Chính phủ đang cố găng thuyết phục mọi người kìm nén những ưu tiên cá nhân và điều chỉnh những hoạt động của cộng đồng theo bản kế hoạch mới để tăng tỉ lệ sinh con gái."
28,"People, with a patriarchic _____ came up with their preference for a single male child. The idea of a happy family became parents with a single male child.",onset,mindset,upset,sunset,B,"A. onset /'ɑ:inset/ (n): sự tấn công, sự công kích | B. mindset /'maɪndset/ (n): nếp nghĩ, tư tưởng | C. upset /ʌp'set/ (a]: buồn bực | D. sunset /'sʌnset/ (n): mặt trời lặn. Tạm dịch: Con người với nếp nghĩ gia trưởng đã nảy sinh ra những sự thiên vị cho việc có con trai độc tôn. Ý tưởng về một gia đình hạnh phúc là bố mẹ có những cậu con trai độc nhất."
29,"The problem of gender equality has been accentuated by the use of ultrasound scanning which helps determine the sex of the _____. This technology has played a crucial role in creating gender imbalance.",fetus,cactus,status,circus,A,"A. fetus /'fi:təs/ [n]: bào thai, thai nhi | B. cactus /'kæktəs/ (n): cây xương rồng | C. status /'steɪtəs/ (n): địa vị | D. circus /'sɜ:kəs/ (n): rạp xiếc. Tạm dịch: vấn đề bình đẳng giới đã được làm nổi bật bằng việc sử dụng máy siêu âm cái mà giúp xác định được giới tính của thai nhi. Công nghệ này đóng một vai trò quan trọng trong việc gây ra bất bình đẳng giới."
30,"Overpopulation, the situation of having large numbers of people with too few resources and too little space, can result _____ high population density, or from low amounts of resources, or from both.",in,from,to,for,B,"Cấu trúc: result from: có nguồn gốc từ result in = cause: gây ra, dẫn tới. Tạm dịch: Bùng nổ dân số, tình trạng có quá nhiều người với quá ít nguồn tài nguyên và hầu như không có không gian sống có nguồn gốc từ mật độ dân số cao hoặc nguồn tài nguyên quá ít hoặc đến từ cả hai."
