id,cau_hoi,A,B,C,D,dap_an,giai_thich
11,"I tried to ___________ the ice by talking to the people next to me about the weather.",take,break,make,bake,B,"B. break /breɪk/ (v): phá vỡ. Cụm từ: break the ice: làm cho người chưa gặp bao giờ cảm thấy thoải mái và bắt đầu nói chuyện với nhau. Tạm dịch: Tôi đã cố gắng bắt chuyện một cách tự nhiên bằng cách nói chuyện với những người bên cạnh tôi về thời tiết."
12,"That their close friendship ___________ a romantic relationship comes as no surprise.",brings about,puts up,takes over,turns into,D,"D. turn into: trở thành, biến thành. Tạm dịch: Chả có gì bất ngờ khi tình bạn thân thiết của họ trở thành một mối quan hệ lãng mạn."
13,"In my opinion, an ideal friend should possess such qualities as honesty, sincerity, faith, ___________ and respect in attitude to you.",tolerate,tolerant,tolerance,tolerable,C,"A. tolerate (v): chịu đựng | B. tolerant (a): khoan dung | C. tolerance /'tɒlərəns/ (n): lòng khoan dung | D. tolerable (a): có thể chịu được. Vị trí trống cần danh từ vì đứng sau 'faith'. Tạm dịch: Theo tôi, một người bạn lý tưởng nên sở hữu những phẩm chất như trung thực, chân thành, đáng tin, khoan dung và có thái độ tôn trọng bạn."
14,"She’d fallen ___________ with her boyfriend over his ex-girlfriend.",apart,away,out,over,C,"Cấu trúc: fall out with sb (about st): cãi nhau với ai (về cái gì). Tạm dịch: Cô ấy đã cãi nhau với bạn trai vì người yêu cũ của anh ta."
15,"A friend is a person who can help you in no time, lend you a hand, who supports you in all your beginnings and who will never ___________ you.",mock,deceive,tease,pretend,B,"A. mock (v): chế nhạo | B. deceive /dɪ'si:v/ (v): lừa dối | C. tease (v): trêu chọc | D. pretend (v): giả vờ. Tạm dịch: Một người bạn là một người có thể giúp bạn không nề hà gì, người ủng hộ bạn trong mọi khởi đầu và sẽ không bao giờ lừa dối bạn."
16,"All the three boys seem to fall ___________ over heels in love with her.",head,heart,mind,soul,A,"Cấu trúc: fall head over heels in love: si mê ai đó, yêu ai đó say đắm. Tạm dịch: Cả ba chàng trai dường như đều si mê cô ấy."
17,"She says she has kissed and ___________ up with Nigel, and the reunion was a fun night.",caught,done,made,took,C,"Cấu trúc: make up with sb: làm lành, ngừng cãi vã với ai. Tạm dịch: Cô ấy nói rằng cô ấy đã hôn và làm lành với Nigel, và cuộc hội ngộ ấy là một đêm vui vẻ."
18,"Such people think that a boy-friend can never ___________ false stories about you or tell your secrets to the entire world, but to my mind it depends on his moral qualities.",tell,share,announce,spread,D,"A. tell (v): kể | B. share (v): chia sẻ | C. announce (v): thông báo | D. spread /spred/ (v): lan truyền. Tạm dịch: Những người như vậy nghĩ rằng một người bạn trai có thể không bao giờ truyền bá những câu chuyện sai lệch về bạn hoặc kể những bí mật của bạn cho toàn thế giới, nhưng với tôi, nó phụ thuộc vào phẩm chất đạo đức của anh ta."
19,"To my mind everyone can have only one or two true friends, because a friend to all is a friend to ___________.",no,nothing,none,not,C,"Cụm từ/Tục ngữ: A friend to all is a friend to none: ai cũng thân thì chẳng thân với ai cả. Tạm dịch: Theo suy nghĩ của tôi, mọi người chỉ có thể có một hoặc hai người bạn thân thực sự, bởi vì một người mà ai cũng thân thì chẳng thân với ai cả."
20,"I believe that faithful friend can brighten your life and make it more interesting, ___________ and enjoyable.",vividity,vivid,vividly,vividness,B,"A. vividity (n): tính sinh động | B. vivid /'vɪvɪd/ (a): sống động | C. vividly (adv): một cách mạnh mẽ | D. vividness (n): tính sinh động. Cần tính từ đứng sau 'interesting'. Tạm dịch: Tôi tin rằng người bạn trung thành có thể làm cuộc sống của bạn trở nên tươi vui, thú vị và sống động hơn."
21,"Due to financial conflict over years, they decided to get ___________.",divorced,engaged,married,proposed,A,"A. divorced /dɪ'vɔ:st/ (v): ly hôn | B. engaged (v): đính hôn | C. married (v): kết hôn. Cấu trúc: Get divorced: ly hôn. Tạm dịch: Do mâu thuẫn tài chính trong nhiều năm, họ đã quyết định ly hôn."
22,"We started ___________ out together before we realized we were in love.",asking,eating,going,hanging,C,"Cấu trúc: Go out: đi chơi cùng nhau (hẹn hò). Tạm dịch: Chúng tôi bắt đầu đi chơi cùng nhau trước khi nhận ra chúng tôi đã yêu nhau."
23,"You shouldn’t tell a lie to your friend, there mustn’t be ___________ in your speech and even in thoughts.",suspicion,constancy,hospitality,hypocrisy,D,"A. suspicion (n): sự nghi ngờ | B. constancy (n): sự bền lòng | C. hospitality (n): lòng hiếu khách | D. hypocrisy /hɪ'pɒkrɪsi/ (n): đạo đức giả. Tạm dịch: Bạn không nên nói dối bạn bè của bạn, không được có sự đạo đức giả trong lời nói và ngay cả trong suy nghĩ."
24,"Parents are always willing to lend a sympathetic ___________ to their children when they have problems.",hand,ear,eye,paw,B,"A. hand (n): bàn tay | B. ear /ɪər/ (n): tai. Cấu trúc: lend a sympathetic ear: lắng nghe một cách cảm thông. Tạm dịch: Cha mẹ luôn sẵn sàng lắng nghe một cách cảm thông khi chúng gặp vấn đề."
25,"According to the dictionary, friendship is a feeling and ___________ that exist between people, but what these feelings are and what this behavior is everyone should decide for himself.",behavior,behave,behaved,behaviors,A,"A. behavior /bɪ'heɪvjər/ (n): hành vi, cách cư xử. Tạm dịch: Theo từ điển, tình bạn là một cảm giác và hành vi tồn tại giữa con người với nhau, nhưng những cảm giác này là gì và hành vi này là gì mỗi người nên tự quyết định."
26,"Anna often dresses ___________ when going to the parties in order to attract her friends’ attention.",plainly,properly,flashily,soberly,C,"A. plainly (adv): rõ ràng, giản dị | B. properly (adv): một cách đúng đắn | C. flashily /'flæʃɪli/ (adv): hào nhoáng, lòe loẹt | D. soberly (adv): nghiêm túc. Tạm dịch: Anna thường ăn mặc lòe loẹt khi đi dự tiệc để thu hút sự chú ý của bạn bè."
27,"After graduating from university, she ___________ her mother’s footsteps, starting her own business.",followed in,succeeded in,went after,kept up,A,"Cấu trúc: follow in one's footsteps: tiếp bước ai. Tạm dịch: Sau khi tốt nghiệp đại học, cô tiếp bước mẹ mình và bắt đầu tự kinh doanh."
28,"My grandpa is the most conservative person in my family. He never ___________ about way of life.",gives his opinion,changes his mind,makes up his mind,keeps in mind,B,"B. changes his mind: thay đổi suy nghĩ. Tạm dịch: Ông tôi là người bảo thủ nhất trong gia đình tôi. Ông không bao giờ thay đổi suy nghĩ về cách sống cả."
29,"He had been lied to and ___________ in the back by people that he thought were his friends.",knew,stabbed,gripped,tabbed,B,"Cấu trúc: Stab sb in the back: phản bội, đâm sau lưng ai đó. Tạm dịch: Anh ta đã bị lừa dối và đâm sau lưng bởi những người mà anh ta nghĩ là bạn."
30,"The company stopped using certain chemicals only after some workers ___________ the whistle on it.",blew,threw,flew,chew,A,"A. blew /blu:/ (v): thổi. Cấu trúc: blow the whistle on st/sb: tố cáo ai, việc gì để ngăn chặn điều xấu. Tạm dịch: Công ty đã ngừng sử dụng một số loại hóa chất sau khi một số công nhân tố cáo sự việc với cơ quan chức năng."
