id,cau_hoi,A,B,C,D,dap_an,giai_thich
11,"Punishing disobedient pupils _____ is no longer an optimal method to educate juvenile students.",rigorously,arduously,severely,onerously,C,"A. rigorously /ˈrɪɡərəsli/ (adv): nghiêm khắc, khắc nghiệt | B. arduously /ˈɑːdʒuəsli/ (adv): khó khăn, gian khổ | C. severely /sɪˈvɪəli/ (adv): trầm trọng, khắt khe | D. onerously /ˈəʊnərəsli/ (adv): nặng nề, khó nhọc. Tạm dịch: Việc phạt những học sinh không vâng lời một cách khắt khe không còn là phương pháp tối ưu để giáo dục những đứa trẻ chưa thành niên."
12,"Overreliance on the Internet, though often neglected, _____ affects the development of logical thinking among students.",antagonistically,unsympathetically,intensively,adversely,D,"A. antagonistically /ænˌtæɡəˈnɪstɪkli/ (adv): trái ngược, tương phản | B. unsympathetically /ˌʌnˌsɪmpəˈθetɪkli/ (adv): không đồng cảm | C. intensively /ɪnˈtensɪvli/ (adv): mãnh liệt | D. adversely /ˈædvɜːsli/ (adv): bất lợi, tiêu cực. Tạm dịch: Mặc dù thường không được chú ý tới nhưng việc quá phụ thuộc vào Internet đã ảnh hưởng tiêu cực tới sự phát triển tư duy logic của học sinh."
13,"Some techniques of teaching like laddering or storyboarding are only suitable for _____ and creative teachers. If misused, these methods can be counter-productive.",semi-skilled,well-qualified,poorly-trained,ill-equipped,B,"A. semi-skilled /ˌsemi ˈskɪld/ (a): tay nghề vừa phải | B. well-qualified /wel ˈkwɒlɪfaɪd/ (a): có kinh nghiệm và bằng cấp phù hợp, có trình độ tốt | D. ill-equipped /ˌɪl ɪˈkwɪpt/ (a): trang bị sơ sài, tồi tàn. Tạm dịch: Một số kỹ thuật giảng dạy như thang hoặc phân cảnh chỉ phù hợp với giáo viên có trình độ tốt và sáng tạo. Nếu sử dụng sai, các phương pháp này có thể phản tác dụng."
14,"Harry must be very _____ to be able to complete an online ""teach yourself"" course.",self-aware,self-motivated,self-confident,self-conscious   Giaoandethitienganh.info,B,"A. self-aware /ˌself əˈweər/ (a): tự ý thức | B. self-motivated /ˌself ˈməʊtɪveɪtɪd/ (a): tự giác, năng nổ | C. self-confident /ˌself ˈkɒnfɪdənt/ (a): tự tin | D. self-conscious /ˌself ˈkɒnʃəs/ (a): ngại ngùng, e thẹn. Tạm dịch: Harry chắc là rất tự giác khi hoàn thành khóa học trực tuyến ""dạy chính mình""."
15,"There is no need for him to consult any reference books on this subject as he has already _____ Giaoandethitienganh.info _____ known it _____",topsy-turvy,bottom-up,inside-out,upside-down,C,"A. topsy-turvy /ˌtɒpsi ˈtɜːvi/ (a): đảo lộn, rối rắm | B. bottom-up /ˌbɒtəm ˈʌp/ (a): tỉ mỉ, chi tiết | C. inside-out /ˌɪnˈsaɪd/ (a): từ trong ra ngoài, tường tận | D. upside-down /ˌʌpsaɪd ˈdaʊn/ (a): lộn ngược. Tạm dịch: Không cần cho anh ta ấy khảo bất kỳ cuốn sách tham khảo nào về chủ đề này vì anh ta đã biết tường tận về nó rồi."
16,"A(n) _____ activity is a great way to start any English class as it can put students into English mode and fully engage them in your lessons.",upcoming,check-out,break-down,warm-up,D,"A. upcoming /ˈʌpkʌmɪŋ/ (a): sắp đến | B. check-out /tʃek aʊt / (n): kiểm tra Giaoandethitienganh.info | C. break-down /breɪk daʊn/ (n): hỏng hóc | D. warm-up /'wɔːm ʌp/ (n): làm ấm lên, làm vui lên, khởi động. Tạm dịch: Một hoạt động khởi động là cách tuyệt vời để bắt đầu bất cứ lớp học ngoại ngữ nào vì nó sẽ đưa học sinh vào lối học tiếng Anh và hoàn thành thích thú với bài học."
17,"He's decided to _____ his Spanish by attending an evening course before he meets his business partners at the end of this year.",patch up,brush up,polish off,dust off,B,A. patch up: vá víu | B. brush up: ôn lại | C. polish off: làm xong gấp (công việc) | D. dust off: mang ra dùng. Tạm dịch: Anh ấy quyết định ôn lại tiếng Tây Ban Nha bằng việc tham gia vào một khóa học buổi tối trước khi anh ấy gặp đối tác kinh doanh vào cuối năm nay.
18,"I was able to _____ a lot of new English words from speaking with my host family and with other colleagues in this multinational corporation.",pick up,save up,make up,take up,A,"A. pick up: nhặt nhạnh, góp nhặt | B. save up: tiết kiệm | C. make up: trang điểm, bịa chuyện | D. take up: bắt đầu một sở thích, thói quen/ đảm nhận. Tạm dịch: Tớ đã học thêm được nhiều từ tiếng Anh khi tớ nói chuyện với chủ nhà và những đồng nghiệp khác ở Công ty đa quốc gia này."
19,"Whenever you encounter a new word in this book, it is necessary that you should _____ it _____ in your dictionary to fully understand its meaning.",put... down,look... up,jot... down,check... up,B,"A. put down: đặt xuống | B. look up: tra cứu | C. jot down: ghi chép | D. checkup: kiểm tra. Tạm dịch: Bất cứ khi nào bạn gặp một từ mới trong quyển sách này, nó cần thiết rằng bạn nên tra cứu nó ở trong từ điển để hiểu rõ nghĩa của nó."
20,"While Charlie _____ such a great deal of effort _____ finishing all the given assignments, his friends just simply searched for answers on the Internet. How unfair it was!",carried ......on,set......off,squeezed...... in,put ...... into,D,A. carried .... on: tiếp tục | B. set. off: khởi hành | C. squeezed. in: chen lấn | D. put. .. into: đặt vào. Cụm từ: put effort into doing st: dành nỗ lực ra để làm gì. Tạm dịch: Khi Charlie dành nhiều nỗ lực vào việc hoàn thành tất cả bài tập được giao thì những người bạn của cậu ấy lại tìm câu trả lời ở trên mạng. Thật là bất công!
21,"It’s high time you _____ and work harder or you'll fail the high school entrance examination.",stuck your neck out,went to your head,pulled your socks up,had your wits about you,C,A. stuck your neck out: liều lĩnh | B. went to your head: kiêu ngạo | C. pulled your socks up: nỗ lực để trở nên tốt hơn | D. had your wits about you: phản ứng nhanh chóng khi điều không mong muốn xảy ra. Tạm dịch: Đã đến lúc bạn phải nỗ lực hơn và làm việc chăm chỉ hơn không thì bạn sẽ trượt bài kiểm tra đầu vào của trường cấp ba.
22,"Aliza always raises her hands in her classroom and buys some presents for her teachers, which makes other students dislike her. She’s such a _____",teacher's toy,teacher's pet,teacher's apple,teacher's sweet,B,Cụm từ: be a teacher's pet: là học sinh cưng của giáo viên. Tạm dịch: Aliza luôn giơ tay trong lớp và mua quà cho những thầy cô khiến những học sinh khác không thích cô ấy. Cô ấy là học sinh cưng của giáo viên. Giaoandethitienganh.info
23,"With the assistance of a geographical learning software, completing these tasks is _____",a cup of tea,a piece of cake,a pat on the back,a sight for sore eyes,B,"A. a cup of tea: một tách trà | B. a piece of cake: dễ như ăn bánh, rất dễ | C. a pat on the back: khen ngợi, ca tụng | D. a sight for sore eyes: cảnh dễ chịu. Tạm dịch: Với sự hỗ trợ của phần mềm học tập địa lí, hoàn thành những nhiệm vụ này dễ như ăn bánh vậy."
24,"After using an app to learn English on mobile phone, his understanding of the language is growing _____",from time to time,by leaps and bounds,slow but sure,for the time being,B,"A. from time to time: thỉnh thoảng | B. by leaps and bounds: tiến bộ nhanh chóng | C. slow but sure: chậm mà chắc | D. for the time being: trong thời gian này. Tạm dịch: Sau khi sử dụng một ứng dụng để học tiếng Anh trên điện thoại di động, sự hiểu biết về ngôn ngữ của anh ấy đang tiến bộ nhanh chóng."
25,"When learning a foreign language, having a wide range of lexical resources is _____",uppermost,supreme,dominant,paramount   Giaoandethitienganh.info,D,"A. uppermost /ˈʌpəməʊst/ (n): cao nhất, quan trọng nhất (vị trí) | B. supreme /suːˈpriːm/ (n): tối cao | C. dominant /ˈdɒmɪnənt/ (a): thống trị | D. paramount /ˈpærəmaʊnt/ (a): tối cao, có ý nghĩa quan trọng nhất. Tạm dịch: Khi học một ngoại ngữ, có kiến thức sâu rộng về từ vựng là quan trọng nhất."
26,"A tablet is an excellent learning _____ You can store information, take notes, write _____ Giaoandethitienganh.info _____ compositions and do calculations with it easily.",contraption,gadget,utensil,appliance,B,"A. contraption /kənˈtræpʃn/ (n): dụng cụ thay thế tạm thời | B. gadget /ˈɡædʒɪt/ (n): công cụ | C. utensil /juːˈtensɪtl/ (n): đồ dùng | D. appliance /əˈplaɪəns/ (n): thiết bị, dụng cụ. Tạm dịch: Máy tính bảng là một công cụ tuyệt vời. Bạn có thể lưu thông tin, ghi chú, viết nhạc và tính toán một cách dễ dàng."
27,"I would prefer to go to university and do a _____ in Clerical Studies rather than enroll in an online course.",certificate,qualification,degree,diploma,C,"A. certificate /səˈtɪfɪkət/ (n): chứng chỉ | B. qualification /ˌkwɒlɪfɪˈkeɪʃn/ (n): trình độ chuyên môn | C. degree /dɪˈɡriː/ (n): bằng cấp, trình độ | D. diploma /dɪˈpləʊmə/ (n): bằng cấp, văn bằng. Cụm từ: do a degree in smt: có bằng cấp về cái gì. Tạm dịch: Tôi thích học đại học và có bằng cấp học thuật văn phòng hơn là đăng kí một khóa học trực tuyến."
28,"Using high-tech devices to cheat in your examination and you will definitely be _____ from school.",excluded,dismissed,eliminated,expelled,D,"A. excluded /ɪkˈskluːd/ (v-ed): loại trừ | B. dismissed /dɪsˈmɪs/ (v-ed): sa thải | C. eliminated /ɪˈlɪmɪneɪt/ (v-ed): loại bỏ | D. expelled /ɪkˈspel/ (v-ed): trục xuất. Cụm từ: tobe expelled from + địa điểm: bị đuổi, bị trục xuất khỏi đâu. Tạm dịch: Sử dụng những thiết bị công nghệ cao để gian lận trong bài kiểm tra thì bạn sẽ chắc chắn bị đuổi học."
29,"In terms of education, children in the UK have greatly benefited _____ modern technology.",of,from,with,in,B,"Cụm từ: benefit from: hưởng lợi từ... Tạm dịch: về mặt giáo dục, trẻ em ở nước Anh hưởng lợi lớn từ công nghệ hiện đại."
30,"Tina seems to be _____ the misapprehension that there will be a test tomorrow. In fact, the teacher has announced via Facebook that the test will be delayed to next week.",beneath,within,under,beyond,C,Cấu trúc: be under misapprehension that S V O: hiểu lầm rằng Giaoandethitienganh.info. Tạm dịch: Tina có vẻ hiểu nhầm rằng sẽ có một bài kiểm tra vào ngày mai. Thực tế giáo viên đã thông báo qua Facebook rằng bài kiểm tra bị hoãn đến tuần sau cơ mà.
