id,cau_hoi,A,B,C,D,dap_an,giai_thich
11,"Global warming is damaging the environment ___________, governments are trying to reduce this warning.",Consequently,Unequivocally,Evidently,Indisputably,C,"A. Consequently /ˈkɒnsɪkwəntli/ (adv): do đó, vì vậy | B. Unequivocally /ˌʌnɪˈkwɪvəkəli/ (adv): rõ ràng | C. Evidently /ˈevɪdəntli/ (adv): hiển nhiên | D. Indisputably /ˌɪndɪˈspjuːtəbli/ (adv): không thể bàn cãi. Tạm dịch: Hiện tượng nóng lên toàn cầu đang phá hủy môi trường, vì vậy chính phủ đang cố gắng giảm cảnh báo đó."
12,"Excessive logging of forests in the past century has resulted in ___________.",which it is known as deforestation,knowing this as deforestation,what becomes known as deforestation,that is known as deforestation,C,"Result in st: dẫn đến cái gì. Tạm dịch: Khai thác rừng quá mức trong thế kỉ trước đã dẫn đến hệ quả được gọi là phá rừng."
13,"Nature is a great ___________ of useful materials.",produce,producer,productivity,product,B,"A. produce /prəˈdjuːs/ (v): sản xuất | B. producer /prəˈdjuːsə(r)/ (n): nhà sản xuất | C. productivity /ˌprɒdʌkˈtɪvəti/ (n): năng suất | D. product /ˈprɒdʌkt/ (n): sản phẩm. Tạm dịch: Thiên nhiên là một cỗ máy sản xuất tuyệt vời sử dụng những nguyên liệu hữu ích."
14,"The council wants to ___________ the character of the city while reconstructing the Old Quarter.",preserve,store,defense,abandon,A,"A. preserve /prɪˈzɜːv/ (v): bảo tồn | B. store /stɔː(r)/ (v): lưu trữ | C. defense /dɪˈfens/ (v): chống lại | D. abandon /əˈbændən/ (v): bỏ rơi. Tạm dịch: Hội đồng muốn bảo tồn nét đặc trưng cho thành phố trong việc xây dựng lại khu phố cổ."
15,"In Singapore, people try to ___________ 80% of all waste.",reprocess,reclaim,recycle,reuse,C,"A. reprocess (v): xử lý lại, chế biến lại | B. reclaim /rɪˈkleɪm/ (v): cải tạo, giác ngộ | C. recycle /ˌriːˈsaɪkl/ (v): tái chế | D. reuse /ˌriːˈjuːz/ (v): tái sử dụng. Tạm dịch: Ở Singapore, mọi người cố gắng tái chế lại 80% tổng số rác thải."
16,"We need to act quickly to ___________ to climate change, or it will be a disaster for the whole planet.",adapt,go back,reverse,transit,A,"A. adapt /əˈdæpt/ (v): thích nghi | B. go back: trở lại | C. reverse /rɪˈvɜːs/ (v): đảo ngược | D. transit /ˈtrænzɪt/ (v): đi qua. Tạm dịch: Chúng ta cần hành động nhanh chóng để thích nghi với sự biến đổi khí hậu, hoặc nó sẽ là một thảm họa cho cả hành tinh này."
17,"The city council is discussing a detailed ___________ plan for maintaining clean beaches and parks.",activity,action,measure,approach,B,"A. activity /ækˈtɪvəti/ (n): hoạt động | B. action /ˈækʃn/ (n): hành động | C. measure /ˈmeʒə(r)/ (n): giải pháp | D. approach /əˈprəʊtʃ/ (v): tiếp cận. Tạm dịch: Hội đồng thành phố đang thảo luận một kế hoạch hành động chi tiết về việc duy trì những bãi biển và công viên xanh sạch."
18,"To ___________ green is to practice simple green lifestyles, which helps save the planet for further generation.",go,act,make,get,A,"A. go /ɡəʊ/ (v): đi | B. act /ækt/ (v): hành động | C. make (v): làm | D. get (v): lấy. Cấu trúc: go green: làm những điều giúp ích cho môi trường. Tạm dịch: Làm những điều giúp ích cho môi trường là thực hiện lối sống thân thiện với môi trường, điều sẽ giúp bảo vệ hành tinh cho thế hệ mai sau."
19,"It is advisable that people start using ___________ products.",environment-friendly,friend-of-environment,friendly to environment,friendly environmentally,A,"Environment-friendly = environmentally friendly: thân thiện với môi trường. Tạm dịch: Mọi người được khuyên là nên bắt đầu sử dụng những sản phẩm thân thiện với môi trường."
20,"People should ___________ a green lifestyle to help conserve the natural resources.",adapt,adjust,adopt,adjoin,C,"A. adapt /əˈdæpt/ (v): thích nghi | B. adjust /əˈdʒʌst/ (v): điều chỉnh | C. adopt /əˈdɒpt/ (v): chấp nhận, điều chỉnh, thực hiện | D. adjoin /əˈdʒɔɪn/ (v): nối liền. Tạm dịch: Mọi người nên thực hiện một lối sống thân thiện với môi trường để giúp bảo vệ những nguồn tài nguyên thiên nhiên."
21,"Environmentalists are worried that our natural resources will ___________ if we don’t take initiative to go green.",run,deplete,deprive,end,D,"A. run /rʌn/ (v): chạy | B. deplete /dɪˈpliːt/ (v): làm rỗng không | C. deprive /dɪˈpraɪv/ (v): cách chức | D. end /end/ (v): kết thúc. Tạm dịch: Các nhà bảo vệ môi trường đang lo lắng rằng nguồn tài nguyên thiên nhiên của chúng ta sẽ cạn kiệt (kết thúc) nếu chúng ta không chủ động thực hiện những hành động bảo vệ môi trường."
22,"People should use bicycles instead of motorbikes ___________ it will help to reduce exhaust fumes and pollution.",unless,although,since,while,C,"A. unless /ənˈles/: trừ khi | B. although /ɔːlˈðəʊ/: mặc dù | C. since /sɪns/: vì | D. while /waɪl/: trong khi. Tạm dịch: Mọi người nên sử dụng xe đạp thay cho xe máy, vì nó sẽ giúp giảm lượng khí thải và sự ô nhiễm."
23,"We reuse bags, old clothing and scrap paper at home ___________ we can reduce waste.",lest,in order to,for fear of,so that,D,"A. lest /lest/: vì sợ rằng | B. in order to (+ V): để | C. for fear of (st): bởi vì lo lắng một điều gì sẽ xảy ra | D. so that (+clause): để mà. Tạm dịch: Chúng ta tái sử dụng các loại túi, đồ cũ và giấy vụn ở nhà để có thể giảm lượng rác thải."
24,"The local university has recently ___________ to students several ways to go green, which has had huge impact on the community.",introduced,enacted,passed,enforced,A,"A. introduce /ˌɪntrəˈdjuːs/ (v): giới thiệu | B. enact /ɪˈnækt/ (v): ban hành | C. pass /pɑːs/ (v): thông qua | D. enforce /ɪnˈfɔːs/ (v): bắt buộc. Tạm dịch: Trường đại học địa phương gần đây đã giới thiệu cho sinh viên rất nhiều phương pháp để làm những việc giúp ích cho môi trường, điều này có tác động lớn đến cộng đồng."
25,"Sometimes people just focus on the ___________ benefits without thinking of the environmental risks of certain economic activities.",long-term,short-lived,immediate,potential,C,"A. long-term: dài hạn | B. short-lived: kéo dài trong thời gian ngắn | C. immediate /ɪˈmiːdiət/ (a): ngay lập tức | D. potential /pəˈtenʃl/ (a): tiềm năng. Immediate benefits: những lợi ích trước mắt. Tạm dịch: Đôi khi, mọi người chỉ tập trung vào những lợi ích trước mắt mà không nghĩ đến những rủi ro cho môi trường bởi những hoạt động kinh tế nhất định."
26,"The raw sewage needs to be ___________ treated.",chemically,chemical,chemist,chemistry,A,"A. chemically /ˈkemɪkli/ (adv): về phương diện hóa học | B. chemical (a): (thuộc) hóa học | C. chemist (n): nhà hóa học | D. chemistry (n): môn hóa học. Căn cứ vào động từ 'treated' ô trống ta cần một trạng từ. Tạm dịch: Chất thải thô cần được xử lý hóa chất."
27,"There are more than 20 ___________ working on the water treatment project.",researches,researcher,researchers,research,C,"A. researches (v- số ít) | B. researcher (n): nhà nghiên cứu | C. researchers (n- số nhiều) | D. research (v/n): nghiên cứu. Tạm dịch: Có hơn 20 nhà nghiên cứu đang làm việc trong một dự án xử lý nước."
28,"Many people ___________ that natural resources will never be used up.",view,consider,believe,regard,C,"A. view (n): quan điểm | B. consider /kənˈsɪdə(r)/ (v): cân nhắc | C. believe /brɪˈliːv/ (v): tin rằng | D. regard /rɪˈɡɑːd/ (v): đánh giá. Tạm dịch: Nhiều người tin rằng nguồn tài nguyên thiên nhiên sẽ không bao giờ cạn kiệt."
29,"Conservation is the protection of the ___________ environment.",nature,natural,naturally,naturalize,B,"A. nature /ˈneɪtʃə(r)/ (n): tự nhiên | B. natural /ˈnætʃrəl/ (a): (thuộc) tự nhiên | C. naturally (adv): một cách tự nhiên | D. naturalize (v): tự nhiên hóa. Căn cứ vào mạo từ 'the' và danh từ 'environment' ô trống ta cần một tính từ. Tạm dịch: Bảo tồn là sự bảo vệ môi trường tự nhiên."
30,"The NatureServe Network empowers people to sustain ___________ by making sure everyone has access to the knowledge of our shared lands and waters.",diverse,biodiverse,diversification,biodiversity,D,"A. diverse /daɪˈvɜːs/ (a): đa dạng | B. biodiverse (a): đa dạng sinh thái | C. diversification (n): sự đa dạng hóa | D. biodiversity /ˌbaɪəʊdaɪˈvɜːsəti/ (n): sự đa dạng sinh thái. Căn cứ vào động từ 'sustain' ô trống ta cần một danh từ. Tạm dịch: Mạng lưới NatureServe trao quyền cho con người để duy trì sự đa dạng sinh thái bằng cách đảm bảo rằng mọi người đều tiếp cận với kiến thức về vùng đất và nguồn nước chung của chúng ta."
