id,cau_hoi,A,B,C,D,dap_an,giai_thich
19,"It is discovered that the only forms of life found are vegetation like fungi and mosses on Mars , people remain fascinated by the idea that there could one day be life on Mars. _____",According,Nevertheless,Thus,Consequently,B,"A. according: theo như (đi với ""to"") | B. nevertheless /ˌnevəðəˈles/: tuy nhiên | C. thus /ðʌs/: do đó | D. consequetly /'konsikwantli/ (adv): do đó, cho nên. Tạm dịch: Người ta khám phá ra rằng những dạng thức sống duy nhất được tìm thấy trên sao Hỏa là thực vật như nấm và rêu. Tuy nhiên con người vẫn bị hấp dẫn bởi ý tưởng rằng một ngày nào đó sẽ có sự sống trên sao Hỏa."
20,"There is one planet that still fascinates and teases scientists mainly because it doesn’t have an atmosphere to observation. observation, yet it is not big enough for sufficiently accurate telescopic",obscure,observe,occur,omit,A,"A. obscure /əbˈskjʊər/ (v): làm mờ, che khuất | B. observe /əbˈzɜːv/ (v): quan sát | C. occur /əˈkɜːr/ (v): xảy ra | D. omit /əˈmɪt/ (v): bỏ qua. Tạm dịch: Có một hành tinh vẫn lôi cuốn và khiêu khích các nhà khoa học chủ yếu là bởi nó không có không khí đế làm mờ đi sự quan sát, tuy vậy nó vẫn chưa đủ lớn để có thể quan sát một cách chính xác đầy đủ bằng kính thiên văn"
21,"The moon is our dose _____ neighbor, and humans have been exploring its surface ever since they first developed telescopes.",cosmological,cosmic,aeolian,heavenly,B,A. cosmological /ˌkɒzməˈlɒdʒɪkl/ (a): (thuộc) vũ trụ học | B. cosmic /ˈkɒzmɪk/ (a): (thuộc) vũ trụ | C. aeolian /iːˈəʊliən/ (a): thông gió | D. heavenly /ˈhevnli/ (a): trên trời. Tạm dịch: Mặt trăng thì gần với vũ trụ của chúng ta và con người đã khám phá bề mặt của nó kể từ lần đầu phát minh ra kính thiên văn.
22,"Dark matter in the _____ is believed by some scientists to be a substance that is not readily observable because it does not directly refract light or energy.",universe,global,world,planet,A,A. universe /ˈjuːnɪvɜːs/ (n): vũ trụ | B. global /ˈɡləʊbl/ (a): toàn cầu | C. world /wɜːld/ (n): thế giới | D. planet /ˈplænɪt/ (n): hành tinh. Tạm dịch: Vấn đề bóng tối trong vũ trụ được tin bởi một số nhà khoa học là một chất không thể quan sát một cách dễ dàng do nó không trực tiếp khúc xạ lại ánh sáng hay năng lượng.
23,"The existence of many stars in the sky _____ us to suspect that there may be life on another planet.",lead,leading,have led,leads,D,"Chủ ngữ là ""The existence” nên động từ chia số ít. Tạm dịch: Sự tồn tại của muôn vì sao trên bầu trời đã khiến chúng ta nghi ngờ rằng có sự sống ở một hành tinh khác."
24,"Astronomers also think that perhaps a small _____ of water vapor could be found on Mars.",quantity,amount,portion,mass,B,"A. quantity /ˈkwɒntəti/ (n): lượng, số lượng | B. amount /əˈmaʊnt/ (n): lượng (dùng cho danh từ không đếm được) | C. portion /ˈpɔːʃn/ (n): phần chia | D. mass /mæs/ (n): số nhiều, khối, đống. Tạm dịch: Các nhà thiên văn học nghĩ rằng có một lượng nhỏ hơi nước có thể được thấy trên sao Hỏa."
25,"In studying this planet, astronomers have found that life may be possible on Mars. The _____ first _____ of this is that Mars has seasons, just like Earth. _____ Giaoandethitienganh.info _____",indication,print,mark,trace,A,"A. indication /ˌɪndɪˈkeɪʃn/ (n): sự biểu thị, dấu hiệu Giaoandethitienganh.info | B. print /prɪnt/ (n): chữ in | C. mark /ma:k/ (n): điểm, dấu | D. trace /treɪs/ (n): vết tích. Tạm dịch: Trong khi nghiên cứu hành tinh này, các nhà thiên văn học thấy rằng có thể có sự sống trên Sao Hỏa. Dấu hiệu đấu tiên của điều này là Sao Hỏa có các mùa giống như Trái Đất."
26,"Sputnik was the first _____ satellite made by the USSR.",manned,natural,artificial,live,C,A. manned /mænd/ (a): có người lái | B. natural /ˈnætʃrəl/ (a): tự nhiên | C. artificial /ˌɑːtɪˈfɪʃəl/ (a): nhân tạo | D. live /li:v/ (a): sống. Tạm dịch: Sputnik là vệ tinh nhân tạo đầu tiên được tạo ra bởi USSR.
27,"From his window in space, Gagarin had a _____ of the Earth that no human beings had done before.",description,view,recognition,attention,B,"A. description /dɪˈskrɪpʃən/ (n): sự mô tả | B. view /vjuː/ (n): tầm nhìn | C. recognition /ˌrekəɡˈnɪʃn/ (n): sự công nhận | D. attention /əˈtenʃn/ (n): sự chú ý. Tạm dịch: Từ cửa sổ trong không gian, Gagarin đã có tầm nhìn về Trái Đất mà không một ai có được trước đó."
28,"The successful flight marked a _____ in China's space project.",landmark,record,milestone,progress,C,"A. landmark /'lændmaɪk/ (n): mốc, bước ngoặt | B. record /ˈrekɔːd/ (n): sổ ghi chép, hồ sơ | C. milestone /ˈmaɪlstəʊn/ (n): sự kiện quan trọng, mốc lịch sử quan trọng | D. progress /ˈprəʊɡres/ (n): tiến bộ. Tạm dịch: Chuyến bay thành công đã đánh một mốc lịch sử quan trọng trong dự án không gian của Trung Quốc."
29,"His flight was in _____ around the Earth at the speed of more than 17,000 miles per hour.",orbit,travel,circuit,revolve,A,Cụm từ: in orbit: trong quỹ đạo. Tạm dịch: Chuyến bay của ông ấy trong quỹ đạo quay quanh trái đất ở tốc độ hơn 17000 dặm một giờ.
30,"Some writers of science-fiction think of people from Mars _____ little green creatures. Others imagine ""Martians"" as monsters with many eyes.",like,to be,as being,as,D,Cấu trúc: think of sb/st as sb/st: coi ai/cái gì như ai/cái gì. Tạm dịch: Một vài nhà văn về khoa học viễn tưởng coi con người trên sao Hỏa như là những sinh vật xanh. Những người khác thì tưởng tượng người Sao Hỏa như là những con quái vật có nhiều mắt.
