id,cau_hoi,A,B,C,D,dap_an,giai_thich
18,"There are a lot of dirty clothes and sheets in Tom’s room, so it’s time for him to do his ___________.",washing-up,garbage,laundry,household chores,C,"A. washing-up: rửa chén | B. garbage: rác | C. laundry /'lɔ:ndri/ (n): quần áo cần giặt | D. household chores: công việc nhà. Cấu trúc: do the laundry: giặt đồ. Tạm dịch: Có rất nhiều quần áo và khăn trải giường bẩn trong phòng của Tom, vì vậy đã đến lúc anh ấy cần giặt chúng."
19,"As a housewife, she stays at home and ___________ her children. She takes care of them, feeds them and protects them to develop.",nurtures,nurture,nature,natures,A,"A. nurtures (v-số ít) | B. nurture /'nɜ:tʃər/ (v): nuôi dưỡng | C. nature (n): tự nhiên. Tạm dịch: Là một bà nội trợ, cô ấy ở nhà và chăm con. Cô ấy chăm sóc chúng, cho chúng ăn và bảo vệ để chúng phát triển đúng đắn."
20,"According to a survey, a lot of young people prefer to live in ___________ families which consist of parents and children.",nuclear,extended,three generation,four generation,A,"A. nuclear /'nju:klɪər/ (a): hạt nhân | B. extended (a): mở rộng. Cấu trúc: Nuclear family: gia đình hạt nhân (bố mẹ và con cái). Tạm dịch: Theo một nghiên cứu, rất nhiều người trẻ thích sống trong những gia đình hạt nhân, chỉ có bố mẹ và con cái."
21,"Parents today want their kids spending time on things that can bring them success, ___________, we’ve stopped doing one thing that’s actually been a proven predictor of success and that’s household chores.",automatically,spontaneously,ironically,immediately,C,"A. automatically (adv): tự động | B. spontaneously (adv): tự phát | C. ironically /aɪ'rɒnɪkli/ (adv): mỉa mai, trớ trêu | D. immediately (adv): ngay lập tức. Tạm dịch: Bố mẹ ngày nay muốn con mình dành nhiều thời gian vào những điều có thể đem lại thành công, nhưng trớ trêu, chúng ta lại không làm một điều thực sự dự báo về thành công cho con và đó chính là làm việc nhà."
22,"You are old enough to take ___________ for what you have done.",responsible,responsibility,responsibly,irresponsible,B,"A. responsible (a): có trách nhiệm | B. responsibility /rɪ'spɒnsə'bɪləti/ (n): trách nhiệm | C. responsibly (adv): có trách nhiệm. Cấu trúc: take responsibility for: chịu trách nhiệm cho. Tạm dịch: Bạn đã đủ lớn để chịu trách nhiệm cho những gì mình làm."
23,"With greatly increased workloads, everyone is ___________ pressure now.",under,above,upon,out of,A,"Cấu trúc: be under pressure: chịu áp lực. Tạm dịch: Vì khối lượng công việc tăng lên quá nhiều, ngay lúc này mọi người đang bị áp lực."
24,"Belonging to a family is one bond almost everyone in the world shares, but family ___________ vary from country to country.",manners,styles,patterns,ways,C,"A. manner (n): cách cư xử | B. style (n): phong cách | C. pattern /'pætən/ (n): mẫu, khuôn mẫu | D. way (n): cách. Tạm dịch: Gia đình là mối quan hệ mà hầu hết mọi người trên thế giới này đều có, nhưng mô hình gia đình thì thay đổi từ nước này sang nước khác."
25,"While most American families are traditional, comprising a father, mother and one or more children, 22.5 percent of all American families in 1983 were ___________ by one parent, usually a woman.",leaded,headed,supported,raised,B,"A. lead (v): đứng đầu | B. head /hed/ (v): chỉ huy, lãnh đạo | C. support (v): ủng hộ | D. raise (v): nuôi dưỡng. Tạm dịch: Trong khi phần lớn những gia đình người Mỹ theo kiểu gia đình truyền thống, thì 22.5% những gia đình người Mỹ vào năm 1983 được một người làm chủ, và thường là phụ nữ."
26,"In a few families in the United States, there are no children. These childless couples may believe that they would not make good parents; they may want freedom from the responsibilities ___________; or perhaps they are not physically able to have children.",child-rearing,child-bearing,childcare,healthcare,A,"A. child-rearing: nuôi dưỡng con cái | B. child-bearing: sinh con | C. childcare: chăm sóc con | D. healthcare: chăm sóc sức khỏe. Tạm dịch: Ở một vài gia đình Mỹ không có con, những cặp vợ chồng không có con là họ sẽ không thể là những ông bố bà mẹ tốt; họ không muốn vướng bận với trách nhiệm nuôi con."
27,"The most important job for a family is to give ___________ support and security.",finance,emotional,personal,individual,B,"A. finance (n): tài chính | B. emotional /ɪ'məʊʃənl/ (a): (thuộc) cảm xúc | C. personal (a): cá nhân | D. individual (n): các nhân. Tạm dịch: Vai trò quan trọng nhất trong một gia đình là đem lại sự hỗ trợ về mặt tinh thần và sự an toàn."
28,"A family can be two or more people who share goals and values, have long-term ___________ to one another, and usually live in the same house.",commit,commitments,committed,commutative,B,"A. commit (v): phạm tội | B. commitment /kə'mɪtmənt/ (n): sự cam kết, sự tận tụy | C. committed (a): tận tụy | D. commutative (a): thay thế. Tạm dịch: Một gia đình có thể có hai hay nhiều người, người mà chia sẻ những mục tiêu và giá trị, có một sự cam kết dài hạn với nhau và thường sống chung một nhà."
29,"The traditional definition of a nuclear family is a family unit that ___________ two married parents of opposite genders and their biological or adopted children living in the same residence.",insists,contains,comprise,includes,D,"A. insist (v): khăng khăng | B. contain (v): chứa đựng | C. comprise (v): gồm có | D. include /ɪn'klu:d/ (v): bao gồm. Tạm dịch: Định nghĩa truyền thống về một gia đình hạt nhân là một đơn vị gia đình mà chỉ bao gồm bố mẹ (khác giới tính) và con đẻ hoặc con nuôi sống trong cùng một nhà."
30,"My mother is a ___________ woman. She does all the household chores to make us more comfortable.",caring,careless,careful,cared,A,"A. caring /'keərɪŋ/ (a): chu đáo, biết quan tâm | B. careless (a): bất cẩn | C. careful (a): cẩn thận | D. care (v/n): chăm sóc. Tạm dịch: Mẹ tôi là một người phụ nữ chu đáo. Bà làm tất cả công việc nhà để chúng tôi cảm thấy thoải mái hơn."
