id,cau_hoi,A,B,C,D,dap_an,giai_thich
11,"The _____ which can travel underwater, is very useful for scientists to learn about the _____ undersea world.",aeroplane,electronic car,spaceship,submarine,D,"A. aeroplane /ˈeərəpleɪn/ (n): máy bay | B. electronic car: ô tô điện | C. spaceship /ˈspeɪsʃɪp/ (n): tàu vũ trụ | D. submarine /ˌsʌbməˈriːn/ (n): tàu ngầm. Tạm dịch: Tàu ngầm, tàu có thể di chuyển dưới nước rất hữu ích cho các nhà khoa học để nghiên cứu về thế giới bên dưới đại dương."
12,"In 1999, the king's Chaipattana Aerator obtained Thai _____ for his rain-making techniques.",certificates,charters,licenses,patents,D,"A. certificates /səˈtɪfɪkəts/ (n): chứng chỉ | B. charters /ˈtʃɑːrtərz/ (n): hiến chương | C. licenses /ˈlaɪsnsiz/ (n): bằng | D. patents /ˈpætnts/ (n): bằng sáng chế. Tạm dịch: Vào năm 1999, thiết bị sục khí Chaipattana của nhà vua đã nhận được bằng sáng chế của Thái cho kĩ thuật làm mưa nhân tạo của ông ấy."
13,"We are building the Internet to _____ each other better, to share information, to collaborate, to offer mutual support and so on.",connect with,relate to,search for,consist of,A,"A. connect with: kết nối | B. relate to: liên quan | C. search for: tìm kiếm | D. consist of: bao gồm. Tạm dịch; Chúng ta đang xây dựng Internet để kết nối với nhau tốt hơn, chia sẻ thông tin, hợp tác, đưa ra hỗ trợ lẫn nhau và vân vân"
14,"Paddle-wheel machine helps to clean the wastewater before _____ it for farming.",rearranging,recycling,reducing,reusing,D,A. rearranging /ˌriːəˈreɪndʒ/ (v-ing): tái sắp xếp | B. recycling /ˌriːˈsaɪklɪŋ/ (v-ing): tái chế | C. reducing /rɪˈdʒuːsɪŋ/ (v-ing): giảm | D. reusing /ˌriːˈjuːzɪŋ/ (v-ing): tái sử dụng. Tạm dịch: Máy có mái chèo giúp làm sạch nước thải trước thi tái sử dụng cho nông nghiệp.
15,"They were among the first companies to exploit the _____ of the Internet.",potential,prospect,possibility,ability,A,"A. potential /pəˈtenʃəl/ (n): tiềm năng | B. prospect /ˈprɒspekt/ (n): viễn cảnh | C. possibility /ˌpɒsəˈbɪləti/ (n): sự có thể, khả năng | D. ability /əˈbɪləti/ (n): khả năng. Tạm dịch: Họ là một trong những công ty đấu tiên khai thác tiềm năng của Internet."
16,"_____ noodlesare a precooked and usually dried block invented by Japanese.",Instantaneous,Instance,Instant,Instantly,C,"A. instantaneous /ˌɪnstənˈteɪniəs/ (a): tức thời | B. instance /ˈɪnstəns/ (n): ví dụ, trường hợp | C. instant /'instən/ (a): ăn ngay, ăn liền | D. instantly /'instənli/ (adv): lập tức. Tạm dịch: Mì ăn liền là mì được nấu trước và làm khô được phát minh bởi người Nhật."
17,"Make sure you _____ up the data on your computer, because you might get a virus.",back,store,save,copy,A,A. back /bæk/ (v): trở lại | B. store /stɔːr/ (v): cất trữ | C. save /seɪv/ (v): tiết kiệm | D. copy /ˈkɒpi/ (v): sao chép. Cụm từ: back up: sao chép dự phòng. Tạm dịch: Chắc chắn rằng bạn đã sao chép dự phòng dữ liệu trên máy tính của bạn bởi vì bạn có thể sẽ gặp phải vi rút.
18,"The search for a new vaccine took priority _____ all other medical researches.",above,over,to,on,B,Cụm từ: take priority over st: chiếm ưu tiên hơn. Tạm dịch: Việc tìm ra loại vắc xin mới đã chiếm ưu thế hơn tất cả các cuộc nghiên cứu về thuốc khác.
19,"It is definitely true that nature has inspired _____ inventions and technologies.",numbers,numeral,numerical,numerous,D,"A. numbers /ˈnʌmbər/ (n): những con số (số đếm) | B. numeral /ˈnjuːmərəl/ (n): chữ số | C. numerical /njuːˈmerɪkl/ (a): thuộc số, bằng số | D. numerous /ˈnjuːmərəs/ (a): nhiều. Tạm dịch: Nó là hoàn toàn đúng rằng thiên nhiên đã mang lại cảm hứng cho nhiều phát minh và công nghệ."
20,"Smartphones are used not only for communication but also for information and _____",entertain,entertainer c. entertaining,,entertainment,D,A. entertain /ˌentəˈteɪn/ (v): giải trí | B. entertainer /ˌentərˈteɪnər/ (n): người giải trí | C. entertaining /ˌentəˈteɪnɪŋ/ (v-ing): giải trí | D. entertainment /ˌentəˈteɪnmənt/ (v): sự giải trí. Tạm dịch: Điện thoại thông minh được sử dụng không chỉ cho giao tiếp mà còn đế lấy thông tin và giải trí.
21,"Garvin is _____ a new computer application to see whether it works.",looking after,putting on,trying out,turning up,C,A. looking after: chăm sóc | B. putting on: tăng cân | C. trying out: thử | D. turning up: xuất hiện. Tạm dịch: Garvin đang thử ứng dụng máy tính mới xem nó có hoạt động hay không.
22,"People often use the natural world as inspiration to design and invent new _____",producers,produces,productions,products,D,A. producer /prəˈdjuːsər/ (n): nhà sản xuất | B. produce /prəˈdjuːs/ (v): sản xuất | C. production /prəˈdʌkʃn/ (n): sự sản xuất | D. product /ˈprɒdʌkt/ (n): sản phẩm. Tạm dịch: Con người thường sử dụng thế giới tự nhiên như là nguồn cảm hứng để thiết kế và sáng tạo ra những sản phẩm mới.
23,"Internet and social networks help us easily interact _____ people all over the world.",in,of,on,with,D,Cấu trúc: interact with sb/st: tương tác với ai/cái gì. Tạm dịch: Internet và mạng xã hội giúp chúng ta dễ dàng tương tác với mọi người trên toàn thế giới.
24,"Scientists have invented artificially intelligent computer systems _____ of answering questions posed in natural language.",able,aware,capable,fond,C,Cấu trúc: Tobe aware of st: ý thức về điều gì Tobe capable of doing st: có khả năng làm gì Tobe fond of st: thích cái gì Tobe able to do st: có thể làm gì. Tạm dịch: Các nhà khoa học đã phát minh ra hệ thống máy tính trí tuệ nhân tạo có khả năng trả lời những câu hỏi được đưa ra về ngôn ngữ tự nhiên.
25,"The latest addiction to trap thousands of people is Internet, which has been _____ for broken relationships, job losses, financial ruin and even one suicide.",accused,mistaken,blamed,faulted,C,"Câu trúc: Be blamed for st/doing st: bị đổ lỗi cho.... Tobe acused of doing smt: bị buộc tội làm gì. Tạm dịch: Thứ gây nghiện mới nhất cho nhiều người là Internet bị đổ lỗi vì đã gây ra tan vỡ các mối quan hệ, mất việc, phá hoại tài chính và thậm chí còn có người tự tử."
26,"Some of the addicts are teenagers who are already hooked on Computer games and who it very difficult to resist the games on the Internet. _____",made,allowed,let,had,A,Cấu trúc: make it adj to V: cảm thấy thế nào khi làm gì. Tạm dịch: Một trong những người nghiện là trẻ thiếu niên người mà nghiện trò chơi máy tính và cảm thấy rất khó để cưỡng lại những trò chơi trên Internet.
27,"means doing science, engineering, and technology at a very, very small level. _____",Biotechnology,Nanotechnology,Homology,Bacteriology,B,"A. biotechnology /ˌbaɪəʊtekˈnɒlədʒi/ (n): công nghệ sinh học | B. nanotechnology /ˌnænəʊtekˈnɒlədʒi/ (n): công nghệ chế tạo những thể siêu nhỏ | C. homology /hə'mɒlədʒi/ (n): tính đồng đẳng | D. bacteriology /bækˌtɪəriˈɒlədʒi/ (n): công nghệ nghiên cứu vi khuẩn. Tạm dịch: Công nghệ chế tạo những thể siêu nhỏ nghĩa là nghiên cứu khoa học, kĩ thuật và công nghệ ở mức độ rất rất nhỏ."
28,"As computer use becomes more common, the need for security is more important than ever. One of the greatest security threats in the online world is computer _____",analyst,stealing,intruding,hacking,D,"A. analyst /ˈænəlɪst/ (n): nhà phân tích | B. stealing /stiːlɪŋ/ (v-ing): ăn trộm | C. intruding /ɪnˈtruːdɪŋ/ (v-ing): chiếm đoạt, xâm nhập | D. hacking /ˈhækɪŋ/ (v-ing): lấy trộm dữ liệu bất hợp pháp. Tạm dịch: Khi việc sử dụng máy tính ngày càng phổ biến, nhu cầu về bảo mật quan trọng hơn bao giờ hết. Một trong những mối đe dọa về bảo mật lớn nhất đối với thế giới online là lấy trộm dữ liệu máy tính bất hợp pháp."
29,"So far designers have succeeded in _____ tiny bits of technology directly into our clothing.",dividing,associating,combining,integrating,D,A. deviding /dɪ'vaɪdɪŋ/ (v-ing): phân chia | B. associating /əˈsəʊsieɪtɪŋ/ (v): kết hợp | C. combining /kəmˈbaɪnɪŋ/ (v-ing): kết hợp | D. intergrating /'ɪntɪgreɪtɪŋ/ (v-ing): hợp nhất. Tạm dịch: Gần đây các nhà thiết kế đã thành công trong việc tích hợp những mẩu nhỏ công nghệ vào quần áo.
30,"Nature has always provided a stimulus for inventive minds. Early flying machines clearly _____ were an attempt to _____ the freedom of birds.",emulate,stimulate,captivate,activate,A,"A. emulate /ˈemjuleɪt/ (v): cạnh tranh, mô phỏng | B. stimulate /ˈstɪmjuleɪt/ (v): kích thích | C. captivate /ˈkæptɪveɪt/ (v): giam cầm | D. activate /ˈæktɪveɪt/ (v): kích hoạt. Tạm dịch: Thiên nhiên luôn luôn đem đến sự kích thích cho những bộ não sáng tạo. Những cái máy có thể bay gần đây rõ ràng là nỗ lực mô phỏng sự bay tự do của các loài chim."
