id,cau_hoi,A,B,C,D,dap_an,giai_thich
17,"An economic _____ is a time when there is very little economic activity, which causes a lot of unemployment and poverty.",improvement,depression,development,mission,B,"A. improvement /ɪm'pru:vmənt/ (n): sự trau dồi, cải thiện | B. depression /dɪˈpreʃn/ / (n): sự đình trệ, suy thoái | C. development /dɪˈveləpmənt/ (n): sự phát triển | D. mission /ˈmɪʃn/ (n): sứ mệnh, nhiệm vụ. Cụm từ: economic depression: suy thoái/khủng hoảng kinh tế. Tạm dịch: Suy thoái kinh tế là thời điểm có rất ít hoạt động kinh tế, gây ra nhiều sự thất nghiệp và nghèo đói."
18,"The more powerful weapons are, the more terrible the _____ is.",capitalism,futurism,terrorism,feminism,C,A. capitalism /ˈkæpɪtəlɪzəm/ (n): chủ nghĩa tư bản | B. futurism /ˈfjuːtʃərɪzəm (n): chủ nghĩa vị lai | C. terrorism /ˈterərɪzəm/ (n): khủng bố | D. feminism /ˈfemənɪzəm/ (n): chủ nghĩa nữ quyền. Tạm dịch: Vũ khí càng mạnh thì sự khủng bố ngày càng khủng khiếp hơn.
19,"The commercial future of the company looks very _____ .",promising,practical,potential,prospective,A,"A. promising /ˈprɒmɪsɪŋ/ (a): đầy hứa hẹn, nhiều triển vọng | B. practical /ˈpræktɪkl/ (a): thực hành, thiết thực, thực tế | C. potential /pəˈtenʃl/ (a): tiềm năng | D. prospective /prəˈspektɪv/ (a): (thuộc) tương lai, về sau, sắp tới. Tạm dịch: Tương lai kinh doanh của công ty có vẻ đầy hứa hẹn."
20,"Within _____ few years, _____ private space travel has gone from concept to reality.",∅ / an,the / the,the /a,a / ∅,D,"Ta có: a few years: một vài năm. Tạm dịch: Trong một vài năm, du lịch không gian riêng đã đi từ ý tưởng cho đến thực tế."
21,"In the future, the number of tiny but _____ computers you encounter every day will number in the thousands, perhaps millions.",power,powerful,powerfully,powered,B,"A. power /ˈpaʊər/ (n): khả năng, quyền lực | B. powerful /ˈpaʊəfər/ (a): hùng mạnh, có quyền lực lớn | C. powerfully /ˈpaʊəfəli/ (adv): hùng mạnh, có quyền lực lớn | D. powered /ˈpaʊəd/ (a): có sức thuyết phục mạnh mẽ Căn cứ vào danh từ ""computers"" nên vị trí trống cần một tính từ. Căn cứ vào nghĩa của câu, đáp án là | B. Tạm dịch: Trong tương lai, số lượng máy tính nhỏ nhưng hùng mạnh mà bạn gặp hàng ngày sẽ lên tới hàng nghìn, có lẽ hàng triệu."
22,"In the future, _____ engineering will allow us to create the perfect human.",genetic,gene,energetic,genus,A,"A. genetic /dʒəˈnetɪk/ (a): (thuộc) gen, di truyền | B. gene /dʒiːn/ (n): gen | C. energetic /ˌenəˈdʒetɪk/ (a): mạnh mẽ, đầy nghị lực | D. genus /ˈdʒiːnəs/ (n): chi, giống. Tạm dịch: Trong tương lai, kỹ thuật di truyền sẽ cho phép chúng ta tạo ra con người hoàn hảo."
23,"At a point in a future time, some may _____ that computers must become about as smart as Newton or Einstein.",announce,declare,require,claim,C,"A. announce /əˈnaʊns/ (v): thông báo | B. declare /dɪˈkler/ (v): tuyên bố | C. require /rɪˈkwaɪər/ (v): yêu cầu | D. claim /kleɪm/ (v): đòi, yêu sách, thỉnh cầu. Tạm dịch: Tại một thời điểm trong tương lai, một số người có thể yêu cầu máy tính phải trở nên thông minh như Newton hoặc Einstein."
24,"More advanced computers will be able to be creative, respond to feelings in a feeling way, develop intuition, recognize patterns, and suggest _____ alternatives.",innovate,innovation,innovative,innovator,C,"A. innovate /ˈɪnəveɪt/ (v): đổi mới, cách tân | B. innovation /ˌɪnəˈveɪʃn/ / (n): sự đổi mới, cách tân | C. innovative /ˈɪnəveɪtɪv/ (a): có tính đổi mới | D. innovator /ˈɪnəveɪtər/ (n): người đổi mới, nhà cải cách Căn cứ vào danh từ ""alternatives"" nên vị trí trống cần một tính từ. Do đó, ta chọn đáp án c. Tạm dịch: Các máy tính tiên tiến hơn sẽ có thể sáng tạo, đáp ứng cảm xúc theo cách cảm nhận, phát triển trực giác, nhận ra các mẫu và đề xuất các lựa chọn thay thế sáng tạo."
25,"We can select Internet information wisely, choose healthy computer games, limit our _____ television commercials, and select television programs carefully.",limitation,terrorism,variety,exposure,D,"A. limitation /ˌlɪmɪˈteɪʃn/ (n): sự hạn chế, sự giới hạn | B. terrorism /ˈterərɪzəm/ (n): khủng bố | C. variety /vəˈraɪəti/ (n): sự đa dạng | D. exposure /ɪkˈspoʊʒər/ (n): sự quảng cáo, phơi bày, sự tiếp xúc. Tạm dịch: Chúng ta có thể chọn thông tin Internet một cách khôn ngoan, chọn các trò chơi máy tính lành mạnh, hạn chế tiếp xúc với quảng cáo trên truyền hình và chọn các chương trình truyền hình một cách cẩn thận."
26,"Peter was asked to _____ to a newspaper article making predictions for technological progress in 10 years.",expect,invest,develop,contribute,D,A. expect /ɪk'spekt/ (v): mong đợi | B. invest /ɪn'vest/ (v): đầu tư | C. develop /dɪ'veləp/ (v): phát triển | D. contribute /kən'trɪbju:t/ (v): đóng góp. Cấu trúc: contribute (st) to st: đóng góp cái gì vào cái gì. Tạm dịch: Peter được yêu cấu đóng góp cho một bài báo đưa ra dự đoán cho sự phát triển của công nghệ trong 10 năm.
27,"The _____ of the future will no longer be remedial. It will be preventive.",communication,education,medicine,technology,C,"A. communication /kəˌmjuːnɪˈkeɪʃn/ (n): sự truyền đạt, liên lạc | B. education /ˌedʒuˈkeɪʃn/ (n): sự giáo dục, nền giáo dục | C. medicine /ˈmedsn/ (n): thuốc,y học | D. technology /tekˈnɒlədʒi/ (n): kỹ thuật, công nghệ. Tạm dịch: Thuốc của tương lai sẽ không còn để điều trị. Nó sẽ được dùng để phòng ngừa."
28,"Over the next 20 to 50 years, it will become harder to tell the _____ between the human and the machine. _____",variety,change,difference,appearance,C,"A. variety /vəˈraɪəti/ (n): sự đa dạng | B. change /tʃeɪndʒ/ (n): sự thay đổi | C. difference /ˈdɪfrəns/ (n): sự khác biệt | D. appearance /əˈpɪərəns/ (n): sự xuất hiện. Cấu trúc: tell the difference between st and st: phân biệt cái gì với cái gì. Tạm dịch: Trong 20 đến 50 năm tới, việc phân biệt sự khác nhau giữa con người và máy móc sẽ trở nên khó khăn hơn."
29,"Local authorities should find ways to limit the use of private cars and encourage _____ city _____ to use public transport.",commuters,planners,dwellers,people,C,A. commuters /kəˈmjuːtər/ (n): người đi làm bằng vé tháng | B. planners /ˈplænər/ (n): người lập kế hoạch | C. dwellers /ˈdwelər/ (n): người ở thành phố | D. people /ˈpiːpl/ (n): con người. Tạm dịch: Chính quyền địa phương nên tìm cách hạn chế sử dụng ô tô cá nhân và khuyến khích người dân thành phố sử dụng phương tiện giao thông công cộng.
30,"Homes and buildings will operate as living organisms, monitoring performance _____ and _____ to our needs in real time, saving US energy and money.",adapted,to adapt,adapting,adapt,C,"Tạm dịch: Các ngôi nhà và tòa nhà sẽ hoạt động như những sinh vật sống, theo dõi hiệu suất và thích ứng với nhu cầu của chúng ta trong thời gian thực, giúp chúng ta tiết kiệm năng lượng và tiền bạc."
