id,cau_hoi,A,B,C,D,dap_an,giai_thich
13,"_____ candidates seem to make a deep impression on the recruiter and therefore, stand a good chance of succeeding in a job interview.",self-conscious,self-confident,self-centered,self-evident,B,"A. self-conscious: tự ý thức | B. self-confident: tự tin | C. self-centered: tự cho mình là trung tâm | D. self-evident: hiển nhiên, tự bản thân mình rõ ràng. Tạm dịch: Các ứng viên tự tin dường như tạo ấn tượng sâu sắc với nhà tuyển dụng và do đó, có cơ hội thành công trong một cuộc phỏng vấn xin việc."
14,"According to the chairman's spokesperson, further _____ in the marketing division are to be expected.",cutbacks,breakdowns,layouts,drop-backs,A,"A. cutbacks /ˈkʌtbæk/ (n): sự cắt giảm | B. breakdowns /ˈbreɪkdaʊn/ (n): sự hỏng hóc, suy sụp, tan vỡ, thất bại | C. layouts /ˈleɪaʊt/ (n): bản thiết kế, bố cục, sự bố trí | D. drop-backs / drɒpbæks/ (n): bị bỏ lại, tụt hậu. Tạm dịch: Theo người phát ngôn của Chủ tịch, người ta dự kiến sẽ cắt giảm thêm trong bộ phận tiếp thị."
15,"You have to be utterly _____ in order to succeed in this competitive job.",kind-hearted,near-sighted,single-minded,hot-blooded,C,"A. kind-hearted /ˌkaɪnd'ha:tɪd/ (a): tốt bụng | B. near-sighted /ˌnɪə'saɪtɪd/ (a): cận thị | C. single-minded /ˌsɪŋɡl ˈmaɪndɪd/ (a): chỉ có một mục đích, quyết tâm | D. hot-blooded /ˌhɒt'blʌdɪd/ (a): sôi nổi, đầy nhiệt huyết. Tạm dịch: Bạn phải hoàn toàn quyết tâm để thành công trong công việc cạnh tranh này."
16,"The _____ of the two unused plantations proved such a financial burden that the manager was forced to sell one.",upsurge,upshot,upkeep,uproar,C,"A. upsurge /ˈʌpsɜːdʒ/ (n): sự bộc phát, tăng lên đột ngột | B. upshot /ˈʌpʃɒt/ (n): kết quả cuối cùng, kết cục | C. upkeep /ˈʌpkiːp/ (n): chi phí bảo dưỡng, sửa sang | D. uproar /ˈʌprɔːr/ (n): sự náo động, 'ôn ào. Tạm dịch: Chi phí sửa sang của hai đồn điền không được sử dụng đã cho thấy có một gánh nặng tài chính đến mức người quản lý buộc phải bán một"
17,"At the height of the financial crisis, Daniel's start-up went through such a difficult period that he had no choice but to _____ his staff.",lay up,take on,take down,lay off,D,"A. lay up: ốm liệt giường/ sự dự trữ, để dành | B. take on: đảm nhiệm, gánh vác | C. take down: tháo xuống, ghi chép | D. lay off: sa thải, từ bỏ. Tạm dịch: Ở đỉnh điểm của cuộc khủng hoảng tài chính, việc khởi nghiệp của Daniel đã trải qua giai đoạn khó khăn đến mức anh không còn lựa chọn nào khác ngoài việc sa thải nhân viên của mình."
18,"Jennie usually _____ work at about half past six so she's home by 7 pm most nights.",kicks off,knocks off,winds down,knuckles down,B,"A. kick off: bắt đầu, khởi động | B. knock off: ngừng làm việc | C. wind down: thư giãn, thả lỏng | D. knuckle down: nỗ lực, cố gắng hết sức. Tạm dịch: Jennie thường tan làm vào khoảng 6 rưỡi nên cô ấy thường về nhà lúc 7giờ tối."
19,"In the 18th century, workers liked wearing jeans because this material was strong and did not _____ easily.",wear off,wear out,wear on,wear down,B,"A. wear off: mất tác dụng, ảnh hưởng | B. wear out: dùng nhiều đến khi hỏng, bị mòn | C. wear on: (thời gian) trôi rất chậm | D. wear down: làm hư mòn, hao hụt, kiệt sức. Tạm dịch: Vào thế kỷ 18, công nhân thích mặc quần jean vì chất liệu này rất bền và không dễ bị sờn."
20,"As she took a week off to go on a holiday in Korea, she will have to _____ the hours and complete all of the remaining work tomorrow.",make up,find up,catch up,bring up,A,"A. make up: trang điểm, bịa đặt, làm hòa, đền bù, làm bù | C. catch up: bắt kịp | D. bring up: nuôi dưỡng. Tạm dịch: Khi cô ấy nghỉ làm một tuần để đi nghỉ ở Hàn Quốc, cô ấy sẽ phải làm bù giờ và hoàn thành tất cả các công việc còn lại vào ngày mai."
21,"Despite Shawn's high working productivity as an accountant, his future career promotion is _____ certain.",by no means,to a great extent,at any rate,by all means,A,"A. by no means: không đời nào, không có nghĩa lý gì | B. to a great extent: ở một mức độ lớn hơn | C. at any rate: bất luận thế nào | D. by all means: bằng bất cứ giá nào. Tạm dịch: Mặc dù với tư cách là một kế toán Shawn làm việc với năng suất cao, nhưng không có nghĩa là anh ta sẽ thăng tiến trong tương lai."
22,"_____ , all employees in my company are efficient and have good problem-solving skills.",Fair and square,Ins and outs,Odds and ends,By and large,D,"A. Fair and square: công bằng và thẳng thắn | B. Ins and outs: chi tiết và tính phức tạp của điều gì | C. Odds and ends: đầu thừa đuôi thẹo, vật linh tinh, không cần thiết | D. By and large: nhìn chung. Tạm dịch: Nhìn chung, tất cả nhân viên trong công ty của tôi đều làm việc hiệu quả và có kỹ năng giải quyết vấn đề tốt."
23,"You need to weigh up the _____ of working in this enterprise before accepting this job offer.",fish and chips,ups and downs,pros and cons,peace and quiet,C,A. fish and chips: món cá tẩm bột chiên ăn kèm với khoai tây chiên | B. ups and downs: thăng trầm | C. pros and cons: những ưu điếm và bất lợi của việc gì đó | D. peace and quiet: yên bình. Tạm dịch: Bạn cần cân nhắc những ưu và nhược điểm khi làm việc trong doanh nghiệp này trước khi chấp nhận lời mời làm việc.
24,"To achieve the best quality of the products, each must be manufactured _____ by well-qualified workers and experts.",here and there,step by step,now and then,all in all,B,"A. here and there: đó đây | B. step by step: từng bước một | C. now and then: thỉnh thoảng | D. all in all: nói chung, nhìn chung. Tạm dịch: Để đạt được chất lượng tốt nhất của sản phẩm, mỗi sản phẩm phải được sản xuất từng bước một bởi các công nhân và chuyên gia có trình độ cao."
25,"Government saw no sign of decrease in the number of graduates who were out _____ of _____ In fact, the unemployment rate increased to about 2.19% in the first quarter of 2019.",career,job,work,occupation,C,"A. career /kəˈrɪər/ (n): sự nghiệp | B. job /dʒɒb/ (n): việc làm, nghề nghiệp | C. work /wɜːk/ (n): công việc (nói chung) | D. occupation /ˌɒkjuˈpeɪʃn/ (n): nghề nghiệp. Cấu trúc: out of work: không có việc làm, thất nghiệp. Tạm dịch: Chính phủ không thấy số lượng sinh viên thất nghiệp sau khi ra trường có dấu hiệu giảm. Trên thực tế, tỷ lệ thất nghiệp tăng lên khoảng 2,19% trong quý đầu tiên của năm 2019."
26,"Too many people work in the public _____ in this country, in my opinion.",area,division,sector,zone,C,"A. area /'eəriə/ (n): vùng, khu vực | B. division /dɪˈvɪʒn/ (n): sự phân chia | C. sector /'sektər/ (n): bộ phận, lĩnh vực trong nền kinh tế của một quốc gia | D. zone /zəʊn/ (n): khu vực, vùng, miền. Tạm dịch: Theo tôi, quá nhiều người làm việc trong khu vực công (thành phần kinh tế nhà nước) ở đất nước này."
27,"After a short _____ of being unemployed, I decided to take a risk and set up my own business.",phase,spell,span,session,B,"A. phase /feɪz/ (n): giai đoạn, thời kỳ | B. spell /spel/ (n): đợt, lượt, phiên, thời gian nghỉ ngắn | C. span /spæn/ (n): khoảng, quãng | D. session /ˈseʃn/ (n): buổi họp, phiên họp. Tạm dịch: Sau một thời gian ngắn thất nghiệp, tôi quyết định mạo hiểm và thành lập doanh nghiệp riêng."
28,"Maria will only be working here for a couple of weeks. She is a(n) _____ worker.",provisional,conditional,interim,temporary,D,"A. provisional /prəˈvɪʒənl/ (a): tạm thời, lâm thời (trong lúc chờ phê duyệt) | B. conditional /kənˈdɪʃənl/ (a): phụ thuộc, có điều kiện | C. interim /ˈɪntərɪm/ (a): tạm thời, lâm thời (cho đến khi có điều gì vĩnh viễn xảy ra) | D. temporary /'tempərəri/ (a): tạm thời (trong khoảng thời gian ngắn). Tạm dịch: Maria sẽ chỉ làm việc ở đây trong một vài tuấn. Cô ấy là một nhân viên tạm thời."
29,"I don’t know how an office worker can sit in front of a computer for hours _____ end.",for,by,at,on,D,"Cấu trúc: for hours on end: (liên tục) nhiều giờ, hàng giờ liền. Tạm dịch: Tôi không biết làm thể nào một nhân viên văn phòng có thể ngồi trước máy tính hàng giờ liền."
30,"Unless they acquiesce _____ the loan policies of the bank, their company will be on the verge of bankruptcy.",in,about,for,with,A,"Cấu trúc: acquiesce in/to st: bằng lòng, chấp nhận cái gì (thường là không sẵn lòng). Tạm dịch: Nếu họ không ngầm đồng ý các chính sách cho vay của ngân hàng, công ty của họ sẽ đứng bên bờ vực phá sản."
