id,cau_hoi,A,B,C,D,dap_an,giai_thich
11,"In the 1960s the women's liberation movement _____ suddenly into the public consciousness and quickly grew into the largest social movement in the history of the United States.",dated,originated,introduced,burst,D,A. dated /deɪtɪd/ (v-ed): có từ | B. originated /ə'rɪdʒəneɪtɪd/ (v-ed): có nguồn gốc từ | C. introduced /ɪntrə'dʒu:st/ (v-ed): giới thiệu | D. burst /bɜːst/ (v): bùng nổ. Tạm dịch: Trong những năm 1960 phong trào đấu tranh cho quyền của phụ nữ đã bất ngờ bùng nổ dưới sự quan tâm của công chúng và nhanh chóng lan rộng thành phong trào lớn mạnh nhất trong lịch sử nước Mỹ.
12,"Women's liberation movement was a _____ of the 19th-century women's rights movement.",continuation,continuity,continue,continual,A,"A. continuation /kənˌtɪnjuˈeɪʃn/ (a): sự tiếp nối, tiếp tục | B. continuity /ˌkɒntɪˈnjuːəti/ (n): sự liên tục | C. continue /kənˈtɪnjuː/ (v): tiếp tục | D. continual /kənˈtɪnjuəl/ (a): liên miên Sau mạo từ “a"" cần một danh từ nên ta loại C, | D. Căn cứ vào nghĩa của câu ta chọn A. Tạm dịch: Phong trào giải phóng nữ quyền là sự tiếp nối phong trào đòi quyền lợi cho phụ nữ ở thế kỉ 19."
13,"The movement's major _____ has included not only legal, economic, and political gains but also has changed the ways in which people live, dress, dream of their future and make a living.",achievement,civilization,status,power,A,"A. achievement /əˈtʃiːvmənt/ (n): thành tựu, sự đạt được | B. civilization /ˌsɪvəlaɪˈzeɪʃn/ (n): sự văn minh | C. status /'steɪtəs/ (n): địa vị | D. power /paʊər/ (n): sức mạnh. Tạm dịch: Thành tựu chính của phong trào không chỉ bao gồm những lợi ích hợp pháp, kinh tế, chính trị mà còn thay đổi cách con người ta sống, kiếm sống, ăn mặc, mơ ước về tương lai."
14,"The women's liberation movement brought about a radical change in society _____ it took a decade for the movement to reach women's awareness.",because,if only,as,although,D,"A. because: bởi vì | B. if only: giá mà | C. as: khi, vì | D. although: mặc dù. Tạm dịch: Phong trào giải phóng nữ quyền đã mang lại sự thay đổi đáng kể trong xã hội mặc dù mất tới một thập kỷ để phong trào chạm tới nhận thức của người phụ nữ."
15,"Western women are more _____ than Asian women.",depend,dependent,independent,independently,C,"A. depend /dɪ'pendənt/ (v): phụ thuộc | B. dependent /dɪ'pendənt/ (a): phụ thuộc | C. independent /ɪndɪ'pendənt/ (a): độc lập | D. independently /ɪndɪ'pendəntli/ (adv): một cách độc lập Sau động từ tobe cần một tính từ nên ta loại phương án A, | D. Căn cứ vào nghĩa của câu ta chọn | C. Tạm dịch: Phụ nữ phương Tây độc lập hơn phụ nữ châu Á."
16,"A _____ problem, feeling, or belief is difficult to change because its causes have been there for a long time.",deep-seated,deep-pocketed,deep-fried,deep-down,A,"A. deep-seated /di:p'siztɪd/ (a): tin tưởng mạnh mẽ | B. deep-pocketed (a): người/ tổ chức có nhiều tiền | C. deep-fried /di:p'fraɪd/ (a): nhiều dầu mỡ (đồ ăn) | D. deep-down /di:p'daʊn/ (a): trong thâm tâm. Tạm dịch: Một vấn đề, một cảm giác hoặc một niềm tin sâu sắc thì rất khó để thay đổi bởi nguyên cớ của nó đã có từ lâu rồi."
17,"The Prime Minister is to consider changes to sexually _____ laws to enforce equal opportunities.",discriminate,discrimination,discriminatory,discriminated,C,A. discriminate /dɪ'skrɪmɪneɪt/ (v): phân biệt đối xử | B. discrimination /dɪskrɪmɪ'neɪʃən/ (n): sự phân biệt đối xử | C. discriminatory /dɪ'skrɪmənətɔri/ (a): có sự phân biệt đối xử | D. discriminated /dɪ'skrɪmɪneɪtɪd/ (v-ed): phân biệt đối xử. Tạm dịch: Ông Bộ trưởng sẽ xem xét tới những thay đổi về luật phân biệt đối xử giới tính để đảm bảo những cơ hội bình đẳng.
18,"The gender gap has been remarkably _____ and women enjoy many more opportunities to pursue their social careers and obtain success, contributing to national socio-economic development.",lessened,shortened,narrowed,worsened,C,"A. lessened /'lesənd/ (v-ed): làm giảm | B. shortened /'ʃɔ:tənd/ (v-ed): làm ngắn lại | C. narrowed /'nærəʊd/ (v-ed): thu hẹp lại | D. worsened /'wɜː.sənd/ (v-ed): làm cho tệ hơn, xấu đi. Cụm từ: narrow gap: thu hẹp khoảng cách thế hệ. Tạm dịch: Khoảng cách giới tính đã được thu hẹp đáng kể và phụ nữ có nhiều cơ hội hơn để theo đuổi sự nghiệp của họ và đạt được thành công, điều này đóng góp đáng kể tới sự phát triển kinh tế xã hội của quốc gia."
19,"The image of _____ Vietnamese women with creativeness, dynamism, success has become popular in Vietnam's society.",contemporary,temporary,permanent,conventional,A,"A. contemporary /kən'tempərəri/ (a): đương thời, đương đại | B. temporary /'tempərəri/ (a): tạm thời | C. permanent /'pɜːmənənt/ (a): vĩnh viễn | D. conventional /kən'venfənəl/ (a): truyền thống. Tạm dịch: Hình ảnh người phụ nữ Việt Nam đương thời với sự sáng tạo, năng động, thành công đã trở nên phổ biến trong xã hội Việt Nam."
20,"In some areas, women even show more _____ power than men.",dominant,prior,overwhelming,magic,C,"A. dominant /ˈdɒmɪnənt/ (a): thống trị | B. prior /praɪər/ (a): trước | C. overwhelming /ˌəʊvəˈwelmɪŋ/ (a): áp đảo | D. magic /'mædʒɪk/ (a): thần kì, kì diệu. Tạm dịch: Ở một số vùng phụ nữ thậm chí còn thể hiện quyền lực áp đảo hơn cả đàn ông."
21,"Women have shined brightly in even many fields commonly regarded as the man's areas such as business, scientific research and _____ management.",sociable,social,socializing,socialized,B,"A. sociable /ˈsəʊʃəbəl / (a): hòa đồng | B. social /ˈsəʊʃəl/ (a): thuộc xã hội | C. socialing /ˈsəʊʃəlɪŋ/ (v-ing): xã hội hóa, hòa đồng | D. socialized /ˈsəʊʃəlaɪzd/ (v-ed): xã hội hóa, hòa đồng. Tạm dịch: Phụ nữ đã tỏa sáng rực rỡ ngay cả trong những lĩnh vực được cho là lĩnh vực của đàn ông như kinh doanh, nghiên cứu khoa học và quản lí xã hội."
22,"Today, more and more women are _____ participating in social activities both in urban and rural areas.",actively,passively,negatively,positively,A,A. actively/'æktɪvli/ (adv): một cách chủ động | B. passively/'pæsɪvli/ (adv): một cách bị động | C. negatively/'negətɪvli/ (adv): một cách tiêu cực | D. positively/'pɒzətɪvli/ (adv): một cách tích cực. Tạm dịch: Ngày nay ngày càng có nhiều phụ nữ chủ động tham gia vào các hoạt động xã hội cả ở thành thị lẫn nông thôn.
23,"Education to raise awareness of gender equality should be received more consideration so that men are encouraged to understand and share their wives' _____.",burdens,responsibilities,roles,status,A,A. burdens /'bɜːdənz/ (n): gánh nặng | B. responsibilities /rɪspɒnsɪ'bɪləti/ (n): trách nhiệm | C. roles /rəʊlz/ (n): vai trò | D. status /'steɪtəs/ (n): địa vị. Tạm dịch: Giáo dục nhằm nâng cao nhận thức về bình đẳng giới nên nhận được nhiều sự quan tâm hơn để mà đàn ông có thể hiểu được những gánh nặng của vợ mình.
24,"In traditional society women played only the role of wives and housewives and did not get _____ to the outside world.",exposure,expose,exposed,exposing,A,"A. exposure /ɪkˈspəʊʒər/ (n): sự phơi bày, tiếp xúc | B. expose /ɪkˈspəʊz/ (v): tiếp xúc | C. exposed /ɪkˈspəʊzd/ (v-ed): tiếp xúc | D. exposing /ɪkˈspəʊzɪŋ/ (v-ing): tiếp xúc. Tạm dịch: Trong xã hội truyền thống phụ nữ chỉ đóng vai trò làm những người vợ và những bà nội trợ và không được tiếp xúc với thế giới bên ngoài."
25,"The efforts for the advancement of women have resulted _____ several respectively achievement in women's life and work.",at,with,for,in,D,Cấu trúc: result in st: dẫn tới điều gì. Tạm dịch: Những nỗ lực nâng cao quyền phụ nữ đã dẫn tới nhiều thành tựu lần lượt trong cuộc sống và công việc của phụ nữ.
26,"The women's movement has brought light to the areas in which women do not have _____ with men.",equal,equality,equally,equalize,B,"A. equal /'i:kwə/ (a): bình đẳng | B. equality /i'kwɒləti/ (n): sự bình đẳng | C. equally /'i:kwəli/ (v): một cách bình đẳng, ngang bằng | D. equalize /'i:kwəlaɪz/ (v): công bằng, ngang nhau. Tạm dịch: Phong trào phụ nữ đã đem ánh sáng tới những khu vực mà ở đó phụ nữ không có quyền bình đẳng với nam giới."
27,"Women's contribution to our society has been _____ better these days.",differently,naturally,intellectually,significantly,D,A. differently/'dɪfərəntli/ (adv): một cách khác biệt | B. naturally /ˈnætʃrəli/ (adv): một cách tự nhiên | C. intellectually /ˌɪntəˈlektʃuəli/ (adv): trí tuệ | D. significantly /sɪɡˈnɪfɪkəntli/ (adv): một cách đáng kể. Tạm dịch: Đóng góp của phụ nữ đối với xã hội đã cải thiện đáng kể ngày nay.
28,"Women's status _____ in different countries and it depends on the cultural beliefs.",varies,employs,fixes,establishes,A,"A. varies /'veərɪz/ (v): thay đổi | B. employs /im'plɔɪz/ (v): thuê mướn, tuyển dụng | C. fixes /fɪksiz/ (v): sửa chữa | D. establishes /ɪ'stæblɪʃɪz/ (v): thiết lập. Tạm dịch: Địa vị của phụ nữ thay đổi ở những quốc gia khác nhau và nó phụ thuộc vào những niềm tin văn hóa."
29,"It is against the law to _____ on the basis of sex, age, marital status, or race.",suit,discriminate,believe,gain,B,"A. suit /su:t/ (v): phù hợp | B. discriminate /dɪ'skrɪmɪneɪt/ (v): phân biệt đối xử | C. believe /bɪ'li:v/ (v): tin tưởng | D. gain /geɪn/ (v): đạt được, nhận được. Tạm dịch: Phân biệt đối xử dựa trên giới tính, tuổi tác, tình trạng hôn nhân hoặc chủng tộc là trái pháp luật."
30,"_____ is the study or creation of theories about basic things such as the nature of existence, knowledge, and thought, or about how people should live.",Politics,Physics,Business,Philosophy,D,"A. politics /'pɒlətɪks/ (n): chính trị học | B. physics /'fɪzɪks/ (n): môn Vật lý | C. business /'bɪznɪs/ (n): kinh doanh | D. philosophy /fɪ'lɒsəfi/ (n): triết học Tạm địch: Triết học là sự nghiên cứu hoặc sự sáng tạo ra các học thuyết về những thứ cơ bản như bản chất của sự tồn tại, kiến thức và suy nghĩ hoặc về cách con người ta sinh sống."
