id,cau_hoi,A,B,C,D,dap_an,giai_thich
11,"An aesthetic justification contends that biodiversity _________ to the quality of life because many of the endangered plants and animals are particularly appreciated for their unique physical beauty.",attributes,contributes,introduces,devotes,B,"A. attribute /'ætrɪbju:t/ (v): quy cho | B. contribute /kən'trɪbju:t/ (v): đóng góp | C. introduce /ˌɪntrə'djuːs/ (v): giới thiệu | D. devote /dɪ'vəʊt/ (v): hy sinh. Tạm dịch: Một lời biện minh ở khía cạnh thẩm mỹ cho rằng đa dạng hệ sinh thái đóng góp vào chất lượng của cuộc sống bởi nhiều loài động thực vật bị nguy hiểm được đánh giá rất cao vì vẻ đẹp tự nhiên độc nhất của chúng."
12,"If you buy souvenirs made from _________ animals or plants, you might contribute to making them become extinct.",endangered,danger,endanger,dangerous,A,"A. endangered /ɪn'deɪndʒəd/ (a): bị nguy hiểm | B. danger /'deɪndʒər/ (n): sự nguy hiểm | C. endanger /ɪn'deɪndʒər/ (v): gây nguy hiểm | D. dangerous /'deɪndʒərəs/ (a): nguy hiểm. Tạm dịch: Nếu bạn mua những món quà lưu niệm làm từ những loài động thực vật bị nguy hiểm, bạn đang góp phần đẩy chúng đến bờ vực tuyệt chủng."
13,"Some animals go extinct because they cannot _________ with other animals for food.",complete,find,compete,exist,C,"A. complete /kəm'pli:t/ (v): hoàn thành | B. find /faɪnd/ (v): tìm thấy | C. compete /kəm'pi:t/ (v): cạnh tranh | D. exist /ɪɡ'zɪst/ (v): tồn tại. Tạm dịch: Một số loài động vật bị tuyệt chủng bởi vì chúng không thể cạnh tranh với những loài khác trong việc kiếm ăn."
14,"Some animals go extinct because they are killed by _________.",poachers,predators,enemies,all are correct,D,"A. poacher /'pəʊtʃər/ (n): người săn bắn động vật bất hợp pháp | B. predator /'predətər/ (n): dã thú, kẻ săn mồi | C. enemy /'enəmi/ (n): kẻ thù. Tạm dịch: Một vài loài động vật bị tuyệt chủng bởi vì chúng bị giết bởi những kẻ săn bắt bất hợp pháp/dã thú/ kẻ thù."
15,"New kinds of animals are always evolving. Evolving means that the animals are changing _________ from generation to generation.",accidentally,suddenly,quickly,slowly,D,"A. accidentally /ˌæksɪ'dentəli/ (adv): tình cờ | B. suddenly /'sʌdənli/ (adv): đột nhiên | C. quickly /'kwɪkli/ (adv): nhanh chóng | D. slowly /'sləʊli/ (adv): chậm rãi. Tạm dịch: Các loài động vật mới luôn luôn tiến hóa. Tiến hóa có nghĩa là loài động vật đó đang thay đổi dần dần qua từng thế hệ."
16,"Small differences between parents, children, and grandchildren slowly add up over many _________.",generator,generations,generators,generation,B,"A. generator /'dʒenəreɪtər/ (n): máy phát điện | D. generation /dʒenə'reɪʃən/ (n): thế hệ | B. generations (n-số nhiều) | C. generators (n-số nhiều). Tạm dịch: Sự khác biệt nhỏ giữa ba mẹ, con cái và cháu chắt tăng lên một cách chậm rãi qua nhiều thế hệ."
17,"Sometimes many of the animals on Earth go extinct at the same time. Scientists call this a _________ extinction.",huge,great,mass,giant,C,"A. huge /hju:dʒ/ (a): to lớn | B. great /ɡreɪt/ (a): tuyệt vời | C. mass /mæs/ (a): đại chúng | D. giant /'dʒaɪənt/ (a): khổng lồ. Mass extinction: tuyệt chủng hàng loạt. Tạm dịch: Đôi khi, nhiều loài động vật trên Trái Đất bị tuyệt chủng cùng một lúc. Các nhà khoa học gọi đây là sự tuyệt chủng hàng loạt."
18,"The sea turtle is among the _________ species; it is in danger of extinction.",common,normal,abundant,rare,D,"A. common /'kɒmən/ (a): phổ biến | B. normal /'nɔ:məl/ (a): bình thường | C. abundant /ə'bʌndənt/ (a): dư thừa | D. rare /reər/ (a): hiếm. Tạm dịch: Rùa biển là một trong số những loài quý hiếm, nó đang đứng trước nguy cơ tuyệt chủng."
19,"In 1782, the bald eagle was chosen as the national bird of the United States because it is a bird of strength and _________ found all over North America and only in North America.",discouraged,encouraged,encouragement,courage,D,"A. discouraged /dɪ'skʌrɪdʒd/ (a): chán nản | B. encouraged /ɪn'kʌrɪdʒd/ (a): được cổ vũ | C. encouragement /ɪn'kʌrɪdʒmənt/ (n): niềm khích lệ, niềm động viên | D. courage /'kʌrɪdʒ/ (n): sự can đảm, dũng khí. Tạm dịch: Vào năm 1782, đại bàng đầu trắng đã được chọn để làm linh vật của Hoa Kỳ bởi vì nó là một loài chim biểu trưng cho sức mạnh và lòng can đảm, nó chỉ được tìm thấy ở khắp Bắc Mỹ."
20,"Overexploitation for food, pets, and medicine, pollution, and disease are recognized _________ a serious threat _________ extinction.",as/ of,to/ for,over/ with,upon/ at,A,"Be recognized as: được coi là. Tạm dịch: Sự khai thác quá mức để lấy thức ăn, thú cưng, thuốc, sự ô nhiễm và dịch bệnh được xem như là một mối đe dọa nghiêm trọng của sự tuyệt chủng."
21,"Clearing forests for timber has resulted _________ the loss of biodiversity.",with,at,in,for,C,"Cấu trúc: result in: dẫn đến. Tạm dịch: Phá rừng dẫn đến sự mất cân bằng đa dạng hệ sinh thái."
22,"The world's biodiversity is declining at an unprecedented rate, which makes wildlife _________.",prosperous,perfect,vulnerable,remained,C,"A. prosperous /'prɒspərəs/ (a): thịnh vượng | B. perfect /'pɜ:fekt/ (a): hoàn hảo | C. vulnerable /'vʌlnərəbl/ (a): dễ bị tổn thương | D. remain /rɪ'meɪn/ (v): duy trì. Cấu trúc: make +st/sb + adj: khiến cái gì/ai như thế nào. Tạm dịch: Đa dạng hệ sinh thái trên thế giới đang suy giảm ở một tốc độ chưa từng thấy, điều này khiến thế giới hoang dã dễ bị tổn thương hơn."
23,"People have always depended on wildlife and plants for food, clothing, medicine, shelter and many other _________.",needs,demand,supplies,provision,A,"A. need /ni:d/ (n): nhu cầu | B. demand /dɪ'mɑːnd/ (n): yêu cầu | C. supply /sə'plaɪ/ (n): nguồn cung cấp | D. provision /prə'vɪʒən/ (n): sự cung cấp. Tạm dịch: Chúng ta phụ thuộc rất nhiều vào thế giới tự nhiên và thực vật để lấy thức ăn, quần áo, thuốc, chỗ ở và nhiều nhu cầu thiết yếu khác."
24,"You will not find kangaroos anywhere else on _________ but in Australia.",soil,ground,earth,world,C,"A. soil /sɔɪl/ (n): đất | B. ground /ɡraʊnd/ (n): mặt đất | C. earth /ɜːθ/ (n): Trái Đất, nắm đất | D. world /wɜːld/ (n): thế giới. On earth: trên Trái Đất. Tạm dịch: Bạn sẽ không tìm thấy loài kangaroo ở bất kì nơi nào khác trên Trái Đất ngoài Australia."
25,"Thanks to modern technology, scientists have been able to _________ the life of plants and animals that live under the sea.",provide,divide,investigate,overcome,C,"A. provide /prə'vaɪd/ (v): cung cấp | B. divide /dɪ'vaɪd/ (v): phân chia | C. investigate /ɪn'vestɪɡeɪt/ (v): điều tra | D. overcome /ˌəʊvə'kʌm/ (v): vượt qua. Tạm dịch: Nhờ vào kỹ thuật hiện đại, các nhà khoa học đã có thể điều tra về cuộc sống của các loài động thực vật sống dưới biển."
26,"_________ is the term that refers to the existence of different kinds of animals and plants which make a balance environment.",Challenge,Sample,Biodiversity,Technology,C,"A. Challenge /'tʃælɪndʒ/ (n): thử thách | B. Sample /'sɑːmpəl/ (n): mẫu | C. Biodiversity /ˌbaɪəʊdaɪ'vɜːsəti/ (n): sự đa dạng hệ sinh thái | D. Technology /tek'nɒlədʒi/ (n): kỹ thuật. Tạm dịch: Đa dạng hệ sinh thái là một thuật ngữ chỉ sự tồn tại của nhiều loài động thực vật khác nhau, góp phần tạo nên một môi trường cân bằng."
27,"Some whales migrate into warm waters to bear their _________.",young,diets,calves,babies,C,"A. young /jʌŋ/ (a): trẻ | B. diet /'daɪət/ (n): chế độ ăn uống | C. calf /kɑːf/ (n): con non | D. baby /'beɪbi/ (n): đứa trẻ. Tạm dịch: Một vài loài cá voi di cư đến vùng nước ấm để sinh con."
28,"Sperm whales are _________, which means they eat meat.",herbivores,carnivores,omnivores,mammals,C,"A. herbivore /'hɜːbɪvɔːr/ (n): động vật ăn thực vật | B. carnivore /'kɑːnɪvɔːr/ (n): động vật ăn thịt | C. omnivore /'ɒmnɪvɔːr/ (n): động vật ăn tạp | D. mammal /'mæməl/ (n): động vật có vú. Tạm dịch: Cá nhà táng là một loại động vật ăn tạp, nghĩa là chúng có thể ăn thịt."
29,"Those who concern are very worried about the _________ of many species.",disappearance,establishment,supply,provision,A,"A. disappearance /ˌdɪsə'pɪərəns/ (n): sự biến mất | B. establishment /ɪ'stæblɪʃmənt/ (n): sự thiết lập | C. supply /sə'plaɪ/ (n): nguồn cung cấp | D. provision /prə'vɪʒən/ (n): sự cung cấp. Tạm dịch: Những người quan tâm đều lo lắng về sự biến mất của nhiều loài động thực vật."
30,"Because of people's _________ with the environment, many kinds of plants and animals are becoming rare.",supply,survival,influence,interference,D,"A. supply /sə'plaɪ/ (n): nguồn cung cấp | B. survival /sə'vaɪvəl/ (n): sự tồn tại | C. influence /'ɪnfluəns/ (n): ảnh hưởng | D. interference /ˌɪntə'fɪərəns/ (n): sự can thiệp. Tạm dịch: Bởi vì sự can thiệp của con người vào môi trường, nhiều loài động thực vật đang ngày càng trở nên quý hiếm hơn."
